x,y,z,mg_ca,sample_mode,dist,st_dev
14293,5397,9010,0.203101,map,NA,NA
14344,5401,9014,0.214226,map,NA,NA
14395,5405,9018,0.226237,map,NA,NA
14446,5409,9022,0.23987,map,NA,NA
14497,5414,9026,0.273723,map,NA,NA
14548,5418,9030,0.261411,map,NA,NA
14600,5422,9034,0.256705,map,NA,NA
14651,5426,9038,0.243815,map,NA,NA
14702,5430,9042,0.262233,map,NA,NA
14753,5435,9046,0.264063,map,NA,NA
14804,5439,9050,0.272711,map,NA,NA
14855,5443,9053,0.267628,map,NA,NA
14907,5447,9057,0.287775,map,NA,NA
14958,5452,9061,0.381496,map,NA,NA
15009,5456,9065,0.448242,map,NA,NA
13218,5360,8929,0.201732,map,NA,NA
13269,5364,8933,0.162127,map,NA,NA
13320,5369,8937,0.169653,map,NA,NA
13371,5373,8941,0.168486,map,NA,NA
13422,5377,8945,0.171074,map,NA,NA
13473,5381,8949,0.173742,map,NA,NA
13524,5385,8953,0.172002,map,NA,NA
13575,5389,8957,0.17109,map,NA,NA
13626,5394,8961,0.170334,map,NA,NA
13677,5398,8965,0.170127,map,NA,NA
13728,5402,8969,0.178817,map,NA,NA
13779,5406,8973,0.174519,map,NA,NA
13830,5410,8977,0.188604,map,NA,NA
13881,5414,8981,0.202799,map,NA,NA
13932,5419,8985,0.184812,map,NA,NA
13983,5423,8989,0.187435,map,NA,NA
14034,5427,8993,0.193115,map,NA,NA
14085,5431,8996,0.187487,map,NA,NA
14137,5435,9000,0.194594,map,NA,NA
14188,5440,9004,0.179848,map,NA,NA
14239,5444,9008,0.222369,map,NA,NA
14290,5448,9012,0.206428,map,NA,NA
14341,5452,9016,0.197911,map,NA,NA
14392,5456,9020,0.220396,map,NA,NA
14443,5460,9024,0.277111,map,NA,NA
14494,5465,9028,0.274514,map,NA,NA
14545,5469,9032,0.258732,map,NA,NA
14596,5473,9036,0.255104,map,NA,NA
14647,5477,9040,0.271986,map,NA,NA
14698,5481,9044,0.255418,map,NA,NA
14749,5485,9048,0.272344,map,NA,NA
14800,5490,9052,0.255712,map,NA,NA
14851,5494,9056,0.263896,map,NA,NA
14902,5498,9060,0.364662,map,NA,NA
14953,5502,9064,0.417746,map,NA,NA
15004,5506,9067,0.42634,map,NA,NA
13218,5412,8932,0.179273,map,NA,NA
13269,5416,8936,0.167746,map,NA,NA
13320,5421,8940,0.172339,map,NA,NA
13371,5425,8944,0.167468,map,NA,NA
13421,5429,8948,0.166406,map,NA,NA
13472,5433,8952,0.172563,map,NA,NA
13523,5437,8956,0.176634,map,NA,NA
13574,5441,8960,0.170433,map,NA,NA
13625,5445,8963,0.17016,map,NA,NA
13676,5449,8967,0.17311000000000001,map,NA,NA
13727,5454,8971,0.184568,map,NA,NA
13778,5458,8975,0.190913,map,NA,NA
13829,5462,8979,0.186133,map,NA,NA
13879,5466,8983,0.191363,map,NA,NA
13930,5470,8987,0.195982,map,NA,NA
13981,5474,8991,0.190532,map,NA,NA
14032,5478,8995,0.195776,map,NA,NA
14083,5482,8999,0.207291,map,NA,NA
14134,5487,9003,0.219189,map,NA,NA
14185,5491,9007,0.207933,map,NA,NA
14236,5495,9011,0.196767,map,NA,NA
14287,5499,9015,0.206816,map,NA,NA
14338,5503,9019,0.225294,map,NA,NA
14388,5507,9022,0.210147,map,NA,NA
14439,5511,9026,0.247815,map,NA,NA
14490,5515,9030,0.270476,map,NA,NA
14541,5520,9034,0.240843,map,NA,NA
14592,5524,9038,0.260958,map,NA,NA
14643,5528,9042,0.266706,map,NA,NA
14694,5532,9046,0.271039,map,NA,NA
14745,5536,9050,0.253825,map,NA,NA
14796,5540,9054,0.252853,map,NA,NA
14846,5544,9058,0.32134,map,NA,NA
14897,5548,9062,0.4435,map,NA,NA
14948,5553,9066,0.402154,map,NA,NA
14999,5557,9070,0.389414,map,NA,NA
13167,5460,8931,0.197849,map,NA,NA
13218,5464,8935,0.194615,map,NA,NA
13269,5469,8939,0.175477,map,NA,NA
13319,5473,8942,0.176263,map,NA,NA
13370,5477,8946,0.165317,map,NA,NA
13421,5481,8950,0.173735,map,NA,NA
13472,5485,8954,0.160403,map,NA,NA
13522,5489,8958,0.174319,map,NA,NA
13573,5493,8962,0.169497,map,NA,NA
13624,5497,8966,0.179353,map,NA,NA
13675,5501,8970,0.178285,map,NA,NA
13725,5505,8974,0.18217,map,NA,NA
13776,5509,8978,0.186588,map,NA,NA
13827,5513,8982,0.18853,map,NA,NA
13878,5517,8986,0.184226,map,NA,NA
13928,5522,8989,0.189452,map,NA,NA
13979,5526,8993,0.179157,map,NA,NA
14030,5530,8997,0.203843,map,NA,NA
14081,5534,9001,0.196695,map,NA,NA
14131,5538,9005,0.214368,map,NA,NA
14182,5542,9009,0.201334,map,NA,NA
14233,5546,9013,0.215214,map,NA,NA
14284,5550,9017,0.20765,map,NA,NA
14334,5554,9021,0.200881,map,NA,NA
14385,5558,9025,0.21094,map,NA,NA
14436,5562,9029,0.227908,map,NA,NA
14487,5566,9033,0.265324,map,NA,NA
14537,5570,9036,0.259965,map,NA,NA
14588,5575,9040,0.266913,map,NA,NA
14639,5579,9044,0.242105,map,NA,NA
14690,5583,9048,0.26168,map,NA,NA
14740,5587,9052,0.243122,map,NA,NA
14791,5591,9056,0.272757,map,NA,NA
14842,5595,9060,0.403817,map,NA,NA
14893,5599,9064,0.349092,map,NA,NA
14943,5603,9068,0.34475,map,NA,NA
14994,5607,9072,0.364688,map,NA,NA
13218,5517,8937,0.177412,map,NA,NA
13268,5521,8941,0.163173,map,NA,NA
13319,5525,8945,0.161061,map,NA,NA
13369,5529,8949,0.160181,map,NA,NA
13420,5533,8953,0.165768,map,NA,NA
13471,5537,8957,0.181604,map,NA,NA
13521,5541,8961,0.17125,map,NA,NA
13572,5545,8964,0.158003,map,NA,NA
13623,5549,8968,0.18228,map,NA,NA
13673,5553,8972,0.174986,map,NA,NA
13724,5557,8976,0.177479,map,NA,NA
13774,5561,8980,0.183279,map,NA,NA
13825,5565,8984,0.180086,map,NA,NA
13876,5569,8988,0.190022,map,NA,NA
13926,5573,8992,0.19944,map,NA,NA
13977,5577,8996,0.208613,map,NA,NA
14028,5581,9000,0.199154,map,NA,NA
14078,5585,9004,0.212101,map,NA,NA
14129,5589,9007,0.219435,map,NA,NA
14179,5593,9011,0.196451,map,NA,NA
14230,5597,9015,0.213223,map,NA,NA
14281,5601,9019,0.207345,map,NA,NA
14331,5605,9023,0.213544,map,NA,NA
14382,5609,9027,0.215977,map,NA,NA
14433,5613,9031,0.238517,map,NA,NA
14483,5617,9035,0.266432,map,NA,NA
14534,5621,9039,0.276415,map,NA,NA
14584,5625,9043,0.268419,map,NA,NA
14635,5629,9046,0.255994,map,NA,NA
14686,5633,9050,0.245692,map,NA,NA
14736,5637,9054,0.279117,map,NA,NA
14787,5641,9058,0.368676,map,NA,NA
14838,5645,9062,0.358834,map,NA,NA
14888,5650,9066,0.362446,map,NA,NA
14939,5654,9070,0.373154,map,NA,NA
14989,5658,9074,0.370893,map,NA,NA
13167,5565,8936,0.220672,map,NA,NA
13217,5569,8940,0.179227,map,NA,NA
13268,5573,8944,0.171726,map,NA,NA
13318,5577,8947,0.163496,map,NA,NA
13369,5581,8951,0.170514,map,NA,NA
13419,5585,8955,0.172075,map,NA,NA
13470,5589,8959,0.175269,map,NA,NA
13520,5593,8963,0.164738,map,NA,NA
13571,5596,8967,0.173477,map,NA,NA
13621,5600,8971,0.170142,map,NA,NA
13672,5604,8975,0.18223,map,NA,NA
13722,5608,8979,0.18129,map,NA,NA
13773,5612,8983,0.195402,map,NA,NA
13823,5616,8986,0.196433,map,NA,NA
13874,5620,8990,0.179419,map,NA,NA
13924,5624,8994,0.185309,map,NA,NA
13975,5628,8998,0.199441,map,NA,NA
14025,5632,9002,0.205907,map,NA,NA
14076,5636,9006,0.208654,map,NA,NA
14126,5640,9010,0.196858,map,NA,NA
14177,5644,9014,0.21138,map,NA,NA
14227,5648,9018,0.210016,map,NA,NA
14278,5652,9021,0.213134,map,NA,NA
14328,5656,9025,0.216952,map,NA,NA
14379,5660,9029,0.220319,map,NA,NA
14429,5664,9033,0.212244,map,NA,NA
14480,5668,9037,0.260402,map,NA,NA
14530,5672,9041,0.277208,map,NA,NA
14581,5676,9045,0.254291,map,NA,NA
14631,5680,9049,0.253878,map,NA,NA
14682,5684,9053,0.268917,map,NA,NA
14732,5688,9056,0.341838,map,NA,NA
14783,5692,9060,0.371481,map,NA,NA
14833,5696,9064,0.29592,map,NA,NA
14884,5700,9068,0.33737,map,NA,NA
14934,5704,9072,0.301971,map,NA,NA
14985,5708,9076,0.314072,map,NA,NA
13167,5617,8938,0.204678,map,NA,NA
13217,5621,8942,0.204537,map,NA,NA
13268,5625,8946,0.169031,map,NA,NA
13318,5629,8950,0.167122,map,NA,NA
13368,5632,8954,0.172987,map,NA,NA
13419,5636,8958,0.161854,map,NA,NA
13469,5640,8962,0.164803,map,NA,NA
13519,5644,8965,0.171686,map,NA,NA
13570,5648,8969,0.165543,map,NA,NA
13620,5652,8973,0.177283,map,NA,NA
13671,5656,8977,0.190642,map,NA,NA
13721,5660,8981,0.169412,map,NA,NA
13771,5664,8985,0.19327,map,NA,NA
13822,5668,8989,0.187502,map,NA,NA
13872,5672,8993,0.186511,map,NA,NA
13922,5676,8997,0.192674,map,NA,NA
13973,5680,9000,0.19906,map,NA,NA
14023,5684,9004,0.210917,map,NA,NA
14073,5688,9008,0.201017,map,NA,NA
14124,5692,9012,0.202092,map,NA,NA
14174,5695,9016,0.211314,map,NA,NA
14224,5699,9020,0.204816,map,NA,NA
14275,5703,9024,0.217492,map,NA,NA
14325,5707,9028,0.219673,map,NA,NA
14375,5711,9031,0.221577,map,NA,NA
14426,5715,9035,0.223546,map,NA,NA
14476,5719,9039,0.260892,map,NA,NA
14526,5723,9043,0.239712,map,NA,NA
14577,5727,9047,0.244683,map,NA,NA
14627,5731,9051,0.267884,map,NA,NA
14678,5735,9055,0.309541,map,NA,NA
14728,5739,9059,0.400347,map,NA,NA
14778,5743,9063,0.328809,map,NA,NA
14829,5747,9066,0.330361,map,NA,NA
14879,5751,9070,0.350092,map,NA,NA
14929,5755,9074,0.31673,map,NA,NA
14980,5758,9078,0.282141,map,NA,NA
13217,5673,8945,0.194869,map,NA,NA
13267,5677,8949,0.166769,map,NA,NA
13318,5681,8953,0.17639,map,NA,NA
13368,5684,8956,0.169028,map,NA,NA
13418,5688,8960,0.176574,map,NA,NA
13468,5692,8964,0.163857,map,NA,NA
13519,5696,8968,0.162196,map,NA,NA
13569,5700,8972,0.180553,map,NA,NA
13619,5704,8976,0.189419,map,NA,NA
13669,5708,8980,0.189172,map,NA,NA
13719,5712,8983,0.185303,map,NA,NA
13770,5716,8987,0.179237,map,NA,NA
13820,5719,8991,0.176936,map,NA,NA
13870,5723,8995,0.1978,map,NA,NA
13920,5727,8999,0.193764,map,NA,NA
13970,5731,9003,0.212355,map,NA,NA
14021,5735,9007,0.207029,map,NA,NA
14071,5739,9011,0.20753,map,NA,NA
14121,5743,9014,0.200819,map,NA,NA
14171,5747,9018,0.204882,map,NA,NA
14222,5751,9022,0.203621,map,NA,NA
14272,5754,9026,0.200285,map,NA,NA
14322,5758,9030,0.216191,map,NA,NA
14372,5762,9034,0.227934,map,NA,NA
14422,5766,9038,0.24788,map,NA,NA
14473,5770,9042,0.252582,map,NA,NA
14523,5774,9045,0.263815,map,NA,NA
14573,5778,9049,0.269664,map,NA,NA
14623,5782,9053,0.305674,map,NA,NA
14673,5786,9057,0.370969,map,NA,NA
14724,5789,9061,0.36318,map,NA,NA
14774,5793,9065,0.357819,map,NA,NA
14824,5797,9069,0.325666,map,NA,NA
14874,5801,9072,0.312544,map,NA,NA
14925,5805,9076,0.274034,map,NA,NA
14975,5809,9080,0.31339,map,NA,NA
13217,5725,8947,0.184078,map,NA,NA
13267,5729,8951,0.179495,map,NA,NA
13317,5733,8955,0.184914,map,NA,NA
13367,5736,8959,0.171086,map,NA,NA
13417,5740,8963,0.172582,map,NA,NA
13467,5744,8967,0.170623,map,NA,NA
13518,5748,8971,0.165972,map,NA,NA
13568,5752,8974,0.179593,map,NA,NA
13618,5756,8978,0.185984,map,NA,NA
13668,5759,8982,0.178377,map,NA,NA
13718,5763,8986,0.187951,map,NA,NA
13768,5767,8990,0.181021,map,NA,NA
13818,5771,8994,0.182626,map,NA,NA
13868,5775,8997,0.200019,map,NA,NA
13918,5779,9001,0.193666,map,NA,NA
13968,5782,9005,0.198183,map,NA,NA
14018,5786,9009,0.210599,map,NA,NA
14068,5790,9013,0.210184,map,NA,NA
14119,5794,9017,0.215106,map,NA,NA
14169,5798,9021,0.20412,map,NA,NA
14219,5802,9025,0.206024,map,NA,NA
14269,5806,9028,0.219118,map,NA,NA
14319,5809,9032,0.211694,map,NA,NA
14369,5813,9036,0.235478,map,NA,NA
14419,5817,9040,0.230754,map,NA,NA
14469,5821,9044,0.285622,map,NA,NA
14519,5825,9048,0.262007,map,NA,NA
14569,5829,9051,0.298919,map,NA,NA
14619,5832,9055,0.396461,map,NA,NA
14669,5836,9059,0.431064,map,NA,NA
14720,5840,9063,0.352367,map,NA,NA
14770,5844,9067,0.304628,map,NA,NA
14820,5848,9071,0.331739,map,NA,NA
14870,5852,9075,0.290587,map,NA,NA
14920,5856,9079,0.291416,map,NA,NA
14970,5859,9082,0.288497,map,NA,NA
13220,5776,8950,0.172344,map,NA,NA
13269,5780,8954,0.169249,map,NA,NA
13319,5784,8958,0.190094,map,NA,NA
13369,5788,8962,0.176064,map,NA,NA
13419,5792,8965,0.161318,map,NA,NA
13469,5796,8969,0.166389,map,NA,NA
13519,5799,8973,0.176006,map,NA,NA
13569,5803,8977,0.177022,map,NA,NA
13619,5807,8981,0.18325,map,NA,NA
13668,5811,8985,0.16766,map,NA,NA
13718,5815,8988,0.186192,map,NA,NA
13768,5818,8992,0.187328,map,NA,NA
13818,5822,8996,0.199553,map,NA,NA
13868,5826,9000,0.20387,map,NA,NA
13918,5830,9004,0.21428,map,NA,NA
13968,5834,9008,0.201553,map,NA,NA
14018,5837,9012,0.198918,map,NA,NA
14067,5841,9015,0.227469,map,NA,NA
14117,5845,9019,0.210196,map,NA,NA
14167,5849,9023,0.20744,map,NA,NA
14217,5853,9027,0.219857,map,NA,NA
14267,5856,9031,0.206838,map,NA,NA
14317,5860,9035,0.211918,map,NA,NA
14367,5864,9038,0.230794,map,NA,NA
14417,5868,9042,0.244272,map,NA,NA
14466,5872,9046,0.256461,map,NA,NA
14516,5876,9050,0.295338,map,NA,NA
14566,5879,9054,0.383281,map,NA,NA
14616,5883,9058,0.345234,map,NA,NA
14666,5887,9061,0.351471,map,NA,NA
14716,5891,9065,0.311654,map,NA,NA
14766,5895,9069,0.336576,map,NA,NA
14816,5898,9073,0.317784,map,NA,NA
14865,5902,9077,0.267613,map,NA,NA
14915,5906,9081,0.288516,map,NA,NA
14965,5910,9084,0.321047,map,NA,NA
13223,5828,8953,0.184516,map,NA,NA
13275,5832,8957,0.187024,map,NA,NA
13326,5836,8961,0.155678,map,NA,NA
13377,5840,8965,0.16338,map,NA,NA
13428,5844,8969,0.157986,map,NA,NA
13479,5848,8973,0.164204,map,NA,NA
13530,5851,8976,0.182444,map,NA,NA
13581,5855,8980,0.180821,map,NA,NA
13632,5859,8984,0.171091,map,NA,NA
13683,5863,8988,0.178939,map,NA,NA
13734,5867,8992,0.172127,map,NA,NA
13785,5871,8996,0.192411,map,NA,NA
13836,5875,9000,0.206264,map,NA,NA
13887,5879,9004,0.201922,map,NA,NA
13938,5883,9008,0.203783,map,NA,NA
13989,5886,9012,0.207647,map,NA,NA
14040,5890,9016,0.203022,map,NA,NA
14091,5894,9020,0.210051,map,NA,NA
14142,5898,9024,0.216115,map,NA,NA
14193,5902,9028,0.216304,map,NA,NA
14244,5906,9031,0.216135,map,NA,NA
14295,5910,9035,0.218054,map,NA,NA
14346,5914,9039,0.220113,map,NA,NA
14397,5917,9043,0.251018,map,NA,NA
14449,5921,9047,0.26964,map,NA,NA
14500,5925,9051,0.345095,map,NA,NA
14551,5929,9055,0.431042,map,NA,NA
14602,5933,9059,0.352286,map,NA,NA
14653,5937,9063,0.324899,map,NA,NA
14704,5941,9067,0.330896,map,NA,NA
14755,5945,9071,0.321024,map,NA,NA
14806,5948,9075,0.280672,map,NA,NA
14857,5952,9079,0.27818,map,NA,NA
14908,5956,9083,0.304272,map,NA,NA
14959,5960,9086,0.388087,map,NA,NA
13175,5876,8952,0.192973,map,NA,NA
13226,5880,8956,0.195555,map,NA,NA
13277,5884,8960,0.179449,map,NA,NA
13327,5887,8963,0.180294,map,NA,NA
13378,5891,8967,0.161629,map,NA,NA
13429,5895,8971,0.165586,map,NA,NA
13479,5899,8975,0.175133,map,NA,NA
13530,5903,8979,0.18223,map,NA,NA
13581,5906,8983,0.183725,map,NA,NA
13631,5910,8987,0.17596,map,NA,NA
13682,5914,8991,0.184669,map,NA,NA
13733,5918,8995,0.193243,map,NA,NA
13783,5922,8998,0.185633,map,NA,NA
13834,5926,9002,0.205337,map,NA,NA
13885,5929,9006,0.196464,map,NA,NA
13936,5933,9010,0.209906,map,NA,NA
13986,5937,9014,0.210738,map,NA,NA
14037,5941,9018,0.196604,map,NA,NA
14088,5945,9022,0.206778,map,NA,NA
14138,5948,9026,0.217155,map,NA,NA
14189,5952,9030,0.221972,map,NA,NA
14240,5956,9034,0.22318,map,NA,NA
14290,5960,9037,0.217136,map,NA,NA
14341,5964,9041,0.223166,map,NA,NA
14392,5967,9045,0.259254,map,NA,NA
14442,5971,9049,0.287162,map,NA,NA
14493,5975,9053,0.384762,map,NA,NA
14544,5979,9057,0.382361,map,NA,NA
14594,5983,9061,0.266646,map,NA,NA
14645,5987,9065,0.290209,map,NA,NA
14696,5990,9069,0.346235,map,NA,NA
14747,5994,9073,0.302862,map,NA,NA
14797,5998,9076,0.273312,map,NA,NA
14848,6002,9080,0.292355,map,NA,NA
14899,6006,9084,0.310438,map,NA,NA
14949,6009,9088,0.30802,map,NA,NA
13228,5931,8958,0.176389,map,NA,NA
13279,5935,8962,0.176182,map,NA,NA
13329,5939,8966,0.16882,map,NA,NA
13379,5943,8970,0.168492,map,NA,NA
13430,5946,8974,0.181155,map,NA,NA
13480,5950,8978,0.165462,map,NA,NA
13530,5954,8982,0.179654,map,NA,NA
13581,5958,8985,0.17805,map,NA,NA
13631,5961,8989,0.165315,map,NA,NA
13681,5965,8993,0.188724,map,NA,NA
13732,5969,8997,0.185537,map,NA,NA
13782,5973,9001,0.20616,map,NA,NA
13832,5976,9005,0.202592,map,NA,NA
13883,5980,9009,0.210589,map,NA,NA
13933,5984,9013,0.216287,map,NA,NA
13983,5988,9016,0.2084,map,NA,NA
14034,5991,9020,0.211831,map,NA,NA
14084,5995,9024,0.213742,map,NA,NA
14134,5999,9028,0.231448,map,NA,NA
14185,6003,9032,0.21597,map,NA,NA
14235,6006,9036,0.223936,map,NA,NA
14285,6010,9040,0.213132,map,NA,NA
14336,6014,9044,0.249665,map,NA,NA
14386,6017,9047,0.260893,map,NA,NA
14436,6021,9051,0.324676,map,NA,NA
14487,6025,9055,0.322116,map,NA,NA
14537,6029,9059,0.261459,map,NA,NA
14587,6032,9063,0.249513,map,NA,NA
14638,6036,9067,0.318912,map,NA,NA
14688,6040,9071,0.331489,map,NA,NA
14738,6044,9074,0.281207,map,NA,NA
14789,6047,9078,0.291316,map,NA,NA
14839,6051,9082,0.288758,map,NA,NA
14889,6055,9086,0.336449,map,NA,NA
14940,6059,9090,0.329264,map,NA,NA
13181,5979,8957,0.195897,map,NA,NA
13231,5983,8961,0.178229,map,NA,NA
13281,5987,8965,0.170111,map,NA,NA
13331,5990,8969,0.17534,map,NA,NA
13381,5994,8973,0.167897,map,NA,NA
13430,5998,8976,0.166514,map,NA,NA
13480,6001,8980,0.176349,map,NA,NA
13530,6005,8984,0.175061,map,NA,NA
13580,6009,8988,0.176616,map,NA,NA
13630,6012,8992,0.172749,map,NA,NA
13680,6016,8996,0.19154,map,NA,NA
13730,6020,8999,0.186896,map,NA,NA
13780,6023,9003,0.192468,map,NA,NA
13830,6027,9007,0.211068,map,NA,NA
13880,6031,9011,0.217644,map,NA,NA
13930,6034,9015,0.208292,map,NA,NA
13980,6038,9019,0.206503,map,NA,NA
14030,6042,9022,0.211561,map,NA,NA
14080,6045,9026,0.222349,map,NA,NA
14130,6049,9030,0.230855,map,NA,NA
14180,6053,9034,0.220022,map,NA,NA
14230,6056,9038,0.212151,map,NA,NA
14280,6060,9042,0.23195,map,NA,NA
14330,6064,9046,0.218985,map,NA,NA
14380,6068,9049,0.305008,map,NA,NA
14430,6071,9053,0.304907,map,NA,NA
14480,6075,9057,0.246247,map,NA,NA
14530,6079,9061,0.240925,map,NA,NA
14580,6082,9065,0.263525,map,NA,NA
14630,6086,9069,0.320604,map,NA,NA
14680,6090,9072,0.28701,map,NA,NA
14730,6093,9076,0.282418,map,NA,NA
14780,6097,9080,0.332548,map,NA,NA
14830,6101,9084,0.300302,map,NA,NA
14880,6104,9088,0.319767,map,NA,NA
14930,6108,9092,0.303514,map,NA,NA
13183,6031,8960,0.180747,map,NA,NA
13234,6035,8964,0.182989,map,NA,NA
13285,6038,8968,0.177808,map,NA,NA
13336,6042,8972,0.159588,map,NA,NA
13387,6046,8976,0.157975,map,NA,NA
13439,6050,8980,0.168369,map,NA,NA
13490,6053,8983,0.175336,map,NA,NA
13541,6057,8987,0.178821,map,NA,NA
13592,6061,8991,0.175106,map,NA,NA
13643,6064,8995,0.186092,map,NA,NA
13694,6068,8999,0.188278,map,NA,NA
13745,6072,9003,0.188228,map,NA,NA
13796,6076,9007,0.207098,map,NA,NA
13847,6079,9011,0.200603,map,NA,NA
13898,6083,9015,0.214973,map,NA,NA
13949,6087,9019,0.205315,map,NA,NA
14000,6090,9023,0.215286,map,NA,NA
14051,6094,9027,0.22841,map,NA,NA
14102,6098,9031,0.225824,map,NA,NA
14153,6101,9034,0.217513,map,NA,NA
14204,6105,9038,0.215712,map,NA,NA
14255,6109,9042,0.240082,map,NA,NA
14306,6113,9046,0.223663,map,NA,NA
14357,6116,9050,0.376018,map,NA,NA
14408,6120,9054,0.275374,map,NA,NA
14460,6124,9058,0.247972,map,NA,NA
14511,6127,9062,0.219794,map,NA,NA
14562,6131,9066,0.259043,map,NA,NA
14613,6135,9070,0.281691,map,NA,NA
14664,6139,9074,0.279219,map,NA,NA
14715,6142,9078,0.241314,map,NA,NA
14766,6146,9082,0.295282,map,NA,NA
14817,6150,9085,0.316303,map,NA,NA
14868,6153,9089,0.313357,map,NA,NA
14919,6157,9093,0.348354,map,NA,NA
13186,6083,8963,0.202478,map,NA,NA
13237,6086,8967,0.193315,map,NA,NA
13287,6090,8970,0.165775,map,NA,NA
13338,6094,8974,0.161184,map,NA,NA
13389,6097,8978,0.170512,map,NA,NA
13439,6101,8982,0.186234,map,NA,NA
13490,6104,8986,0.165779,map,NA,NA
13541,6108,8990,0.178451,map,NA,NA
13591,6112,8994,0.187408,map,NA,NA
13642,6115,8998,0.201501,map,NA,NA
13693,6119,9002,0.196621,map,NA,NA
13744,6123,9006,0.194848,map,NA,NA
13794,6126,9009,0.198753,map,NA,NA
13845,6130,9013,0.200149,map,NA,NA
13896,6134,9017,0.194996,map,NA,NA
13946,6137,9021,0.2133,map,NA,NA
13997,6141,9025,0.214291,map,NA,NA
14048,6145,9029,0.218836,map,NA,NA
14098,6148,9033,0.213857,map,NA,NA
14149,6152,9037,0.223266,map,NA,NA
14200,6155,9040,0.218068,map,NA,NA
14250,6159,9044,0.219178,map,NA,NA
14301,6163,9048,0.269199,map,NA,NA
14352,6166,9052,0.303948,map,NA,NA
14402,6170,9056,0.240389,map,NA,NA
14453,6174,9060,0.226602,map,NA,NA
14504,6177,9064,0.231324,map,NA,NA
14555,6181,9068,0.24545,map,NA,NA
14605,6185,9072,0.247576,map,NA,NA
14656,6188,9076,0.238063,map,NA,NA
14707,6192,9079,0.237781,map,NA,NA
14757,6195,9083,0.317805,map,NA,NA
14808,6199,9087,0.3043,map,NA,NA
14859,6203,9091,0.360872,map,NA,NA
14909,6206,9095,0.344545,map,NA,NA
13189,6134,8965,0.176691,map,NA,NA
13239,6138,8969,0.207409,map,NA,NA
13289,6141,8973,0.163485,map,NA,NA
13340,6145,8977,0.176549,map,NA,NA
13390,6149,8981,0.160856,map,NA,NA
13440,6152,8985,0.168878,map,NA,NA
13491,6156,8989,0.168237,map,NA,NA
13541,6159,8992,0.187099,map,NA,NA
13591,6163,8996,0.179118,map,NA,NA
13642,6166,9000,0.191875,map,NA,NA
13692,6170,9004,0.192383,map,NA,NA
13742,6174,9008,0.197144,map,NA,NA
13793,6177,9012,0.209386,map,NA,NA
13843,6181,9016,0.190947,map,NA,NA
13893,6184,9019,0.201748,map,NA,NA
13944,6188,9023,0.211768,map,NA,NA
13994,6191,9027,0.225611,map,NA,NA
14044,6195,9031,0.214966,map,NA,NA
14095,6199,9035,0.231304,map,NA,NA
14145,6202,9039,0.222961,map,NA,NA
14195,6206,9043,0.234038,map,NA,NA
14245,6209,9046,0.234079,map,NA,NA
14296,6213,9050,0.293243,map,NA,NA
14346,6216,9054,0.25445,map,NA,NA
14396,6220,9058,0.222727,map,NA,NA
14447,6224,9062,0.239487,map,NA,NA
14497,6227,9066,0.219153,map,NA,NA
14547,6231,9070,0.222528,map,NA,NA
14598,6234,9074,0.218022,map,NA,NA
14648,6238,9077,0.235373,map,NA,NA
14698,6241,9081,0.245914,map,NA,NA
14749,6245,9085,0.286813,map,NA,NA
14799,6248,9089,0.331858,map,NA,NA
14849,6252,9093,0.332785,map,NA,NA
14900,6256,9097,0.321759,map,NA,NA
13241,6189,8972,0.19221,map,NA,NA
13291,6193,8976,0.170879,map,NA,NA
13341,6196,8980,0.182889,map,NA,NA
13391,6200,8983,0.175113,map,NA,NA
13441,6203,8987,0.167825,map,NA,NA
13491,6207,8991,0.172102,map,NA,NA
13541,6210,8995,0.177809,map,NA,NA
13591,6214,8999,0.180145,map,NA,NA
13641,6217,9003,0.187884,map,NA,NA
13691,6221,9006,0.201305,map,NA,NA
13741,6224,9010,0.204262,map,NA,NA
13791,6228,9014,0.19428,map,NA,NA
13841,6231,9018,0.197084,map,NA,NA
13891,6235,9022,0.204337,map,NA,NA
13941,6238,9026,0.229879,map,NA,NA
13991,6242,9029,0.218985,map,NA,NA
14041,6245,9033,0.210479,map,NA,NA
14091,6249,9037,0.223199,map,NA,NA
14141,6252,9041,0.227944,map,NA,NA
14191,6256,9045,0.242877,map,NA,NA
14241,6259,9049,0.295312,map,NA,NA
14291,6263,9052,0.256122,map,NA,NA
14340,6266,9056,0.230591,map,NA,NA
14390,6270,9060,0.234411,map,NA,NA
14440,6273,9064,0.257931,map,NA,NA
14490,6277,9068,0.222377,map,NA,NA
14540,6280,9072,0.20439,map,NA,NA
14590,6284,9075,0.210869,map,NA,NA
14640,6287,9079,0.230808,map,NA,NA
14690,6291,9083,0.260442,map,NA,NA
14740,6294,9087,0.294174,map,NA,NA
14790,6298,9091,0.323078,map,NA,NA
14840,6301,9095,0.376359,map,NA,NA
14890,6305,9098,0.365166,map,NA,NA
13194,6238,8971,0.204031,map,NA,NA
13245,6241,8975,0.192964,map,NA,NA
13296,6245,8979,0.17889,map,NA,NA
13347,6248,8983,0.165365,map,NA,NA
13398,6252,8987,0.168782,map,NA,NA
13449,6255,8990,0.164387,map,NA,NA
13500,6259,8994,0.177214,map,NA,NA
13552,6262,8998,0.187685,map,NA,NA
13603,6266,9002,0.193008,map,NA,NA
13654,6269,9006,0.180132,map,NA,NA
13705,6273,9010,0.197919,map,NA,NA
13756,6276,9014,0.201997,map,NA,NA
