6869.000000	27446.000000	7143.000000	0.317653	0.042936
6916.000000	27427.000000	7142.000000	0.348330	0.063748
6963.000000	27409.000000	7142.000000	0.284038	0.018466
7009.000000	27390.000000	7141.000000	0.296061	0.016962
7056.000000	27371.000000	7140.000000	0.341384	0.026772
7103.000000	27352.000000	7140.000000	0.296541	0.019010
7150.000000	27334.000000	7139.000000	0.313974	0.022754
7196.000000	27315.000000	7139.000000	0.281730	0.022377
7243.000000	27296.000000	7138.000000	0.272151	0.014377
7290.000000	27278.000000	7138.000000	0.250131	0.009731
7337.000000	27259.000000	7137.000000	0.257457	0.006504
7384.000000	27240.000000	7137.000000	0.252032	0.013399
7430.000000	27221.000000	7136.000000	0.239208	0.020390
7477.000000	27203.000000	7135.000000	0.256864	0.018749
7524.000000	27184.000000	7135.000000	0.264378	0.008038
7571.000000	27165.000000	7134.000000	0.272065	0.017466
7618.000000	27147.000000	7134.000000	0.245269	0.029482
7664.000000	27128.000000	7133.000000	0.255227	0.009012
7711.000000	27109.000000	7133.000000	0.252330	0.010398
7758.000000	27090.000000	7132.000000	0.256770	0.013979
7805.000000	27072.000000	7132.000000	0.263878	0.020776
7851.000000	27053.000000	7131.000000	0.240351	0.009030
7898.000000	27034.000000	7130.000000	0.244562	0.014554
7945.000000	27016.000000	7130.000000	0.241264	0.010092
7992.000000	26997.000000	7129.000000	0.260923	0.006092
8039.000000	26978.000000	7129.000000	0.246493	0.008805
8085.000000	26959.000000	7128.000000	0.235370	0.023335
8132.000000	26941.000000	7128.000000	0.238631	0.011762
8179.000000	26922.000000	7127.000000	0.231261	0.011833
8226.000000	26903.000000	7127.000000	0.241882	0.011240
8273.000000	26885.000000	7126.000000	0.257088	0.020929
8319.000000	26866.000000	7125.000000	0.234869	0.015072
8366.000000	26847.000000	7125.000000	0.257520	0.012014
8413.000000	26828.000000	7124.000000	0.256567	0.025384
8460.000000	26810.000000	7124.000000	0.254218	0.010625
8506.000000	26791.000000	7123.000000	0.243655	0.019351
8553.000000	26772.000000	7123.000000	0.255103	0.013000
8600.000000	26754.000000	7122.000000	0.268558	0.011824
8647.000000	26735.000000	7122.000000	0.259832	0.006311
8694.000000	26716.000000	7121.000000	0.251217	0.011179
8740.000000	26697.000000	7120.000000	0.250858	0.020408
8787.000000	26679.000000	7120.000000	0.256406	0.018178
8834.000000	26660.000000	7119.000000	0.267843	0.016261
8881.000000	26641.000000	7119.000000	0.260062	0.009518
8927.000000	26622.000000	7118.000000	0.256886	0.006370
8974.000000	26604.000000	7118.000000	0.265122	0.010852
9021.000000	26585.000000	7117.000000	0.267049	0.014517
9068.000000	26566.000000	7117.000000	0.270754	0.013495
9115.000000	26548.000000	7116.000000	0.286495	0.011634
9161.000000	26529.000000	7115.000000	0.284416	0.014212
9208.000000	26510.000000	7115.000000	0.296383	0.007803
9255.000000	26491.000000	7114.000000	0.338235	0.026827
9302.000000	26473.000000	7114.000000	0.419451	0.034152
9349.000000	26454.000000	7113.000000	0.364094	0.005692
9395.000000	26435.000000	7113.000000	0.342232	0.029518
9442.000000	26417.000000	7112.000000	0.273005	0.015074
9489.000000	26398.000000	7112.000000	0.282588	0.018748
9536.000000	26379.000000	7111.000000	0.285082	0.016269
9582.000000	26360.000000	7110.000000	0.279250	0.015213
9629.000000	26342.000000	7110.000000	0.274367	0.017447
9676.000000	26323.000000	7109.000000	0.286389	0.022434
9723.000000	26304.000000	7109.000000	0.268659	0.009739
9770.000000	26286.000000	7108.000000	0.262963	0.027642
9816.000000	26267.000000	7108.000000	0.243039	0.005728
9863.000000	26248.000000	7107.000000	0.259302	0.017870
9910.000000	26229.000000	7107.000000	0.248764	0.016660
9957.000000	26211.000000	7106.000000	0.261949	0.019441
10004.000000	26192.000000	7105.000000	0.264121	0.018440
10050.000000	26173.000000	7105.000000	0.235128	0.022337
10097.000000	26155.000000	7104.000000	0.270941	0.013790
10144.000000	26136.000000	7104.000000	0.251907	0.014830
10191.000000	26117.000000	7103.000000	0.252157	0.017264
10237.000000	26098.000000	7103.000000	0.240168	0.013314
10284.000000	26080.000000	7102.000000	0.260283	0.026023
10331.000000	26061.000000	7102.000000	0.253166	0.014202
10371.000000	26031.000000	7102.000000	0.289109	0.012218
10411.000000	26000.000000	7102.000000	0.283366	0.013308
10450.000000	25970.000000	7102.000000	0.293712	0.006366
10490.000000	25940.000000	7102.000000	0.276046	0.018093
10530.000000	25909.000000	7102.000000	0.292676	0.013210
10570.000000	25879.000000	7102.000000	0.299655	0.037667
10610.000000	25849.000000	7102.000000	0.316914	0.011783
10649.000000	25818.000000	7102.000000	0.278658	0.009827
10689.000000	25788.000000	7102.000000	0.274382	0.023276
10729.000000	25758.000000	7102.000000	0.266941	0.009983
10769.000000	25727.000000	7103.000000	0.268728	0.014752
10809.000000	25697.000000	7103.000000	0.265424	0.011283
10849.000000	25667.000000	7103.000000	0.284317	0.011475
10888.000000	25636.000000	7103.000000	0.296437	0.014955
10928.000000	25606.000000	7103.000000	0.337801	0.038893
10968.000000	25576.000000	7103.000000	0.338762	0.011519
11008.000000	25545.000000	7103.000000	0.357422	0.021630
11048.000000	25515.000000	7103.000000	0.412438	0.018313
11087.000000	25485.000000	7103.000000	0.371725	0.018402
11127.000000	25454.000000	7103.000000	0.310648	0.021992
11167.000000	25424.000000	7103.000000	0.286627	0.011706
11207.000000	25394.000000	7103.000000	0.281958	0.012218
11247.000000	25363.000000	7104.000000	0.305648	0.008226
11286.000000	25333.000000	7104.000000	0.309495	0.026730
11326.000000	25303.000000	7104.000000	0.314999	0.009724
11366.000000	25272.000000	7104.000000	0.326758	0.025971
11406.000000	25242.000000	7104.000000	0.307218	0.025433
11446.000000	25212.000000	7104.000000	0.305752	0.017355
11486.000000	25181.000000	7104.000000	0.303600	0.025654
11525.000000	25151.000000	7104.000000	0.297645	0.014723
11565.000000	25121.000000	7104.000000	0.292543	0.010826
11605.000000	25090.000000	7104.000000	0.291612	0.020748
11645.000000	25060.000000	7104.000000	0.275380	0.019127
11685.000000	25030.000000	7105.000000	0.272081	0.014376
11724.000000	24999.000000	7105.000000	0.280432	0.011879
11764.000000	24969.000000	7105.000000	0.292583	0.019489
11804.000000	24939.000000	7105.000000	0.260775	0.022543
11844.000000	24908.000000	7105.000000	0.264165	0.020598
11884.000000	24878.000000	7105.000000	0.264784	0.023159
11923.000000	24848.000000	7105.000000	0.259497	0.016185
11963.000000	24817.000000	7105.000000	0.250566	0.012460
12003.000000	24787.000000	7105.000000	0.271706	0.022709
12043.000000	24757.000000	7105.000000	0.260983	0.017460
12083.000000	24726.000000	7105.000000	0.282122	0.012092
12122.000000	24696.000000	7106.000000	0.282096	0.022964
12162.000000	24666.000000	7106.000000	0.291080	0.024584
12202.000000	24635.000000	7106.000000	0.285413	0.025508
12242.000000	24605.000000	7106.000000	0.299740	0.030797
12282.000000	24575.000000	7106.000000	0.308198	0.018674
12322.000000	24544.000000	7106.000000	0.302297	0.031970
12361.000000	24514.000000	7106.000000	0.308520	0.024568
12401.000000	24484.000000	7106.000000	0.335743	0.026822
12441.000000	24453.000000	7106.000000	0.361761	0.015965
12481.000000	24423.000000	7106.000000	0.376658	0.048210
12521.000000	24393.000000	7106.000000	0.382972	0.038842
12560.000000	24362.000000	7107.000000	0.409884	0.044804
12600.000000	24332.000000	7107.000000	0.373526	0.025433
12640.000000	24302.000000	7107.000000	0.396665	0.059025
12680.000000	24271.000000	7107.000000	0.393029	0.043637
12720.000000	24241.000000	7107.000000	0.355214	0.023109
12759.000000	24211.000000	7107.000000	0.382177	0.037398
12799.000000	24180.000000	7107.000000	0.361868	0.037866
12839.000000	24150.000000	7107.000000	0.405595	0.053507
12879.000000	24120.000000	7107.000000	0.402215	0.043341
12919.000000	24089.000000	7107.000000	0.391395	0.045235
12959.000000	24059.000000	7107.000000	0.414547	0.009981
12998.000000	24029.000000	7107.000000	0.449002	0.037450
13038.000000	23998.000000	7108.000000	0.412092	0.016792
13078.000000	23968.000000	7108.000000	0.332778	0.010189
13118.000000	23938.000000	7108.000000	0.331643	0.024994
13158.000000	23907.000000	7108.000000	0.300351	0.021700
13197.000000	23877.000000	7108.000000	0.287597	0.027205
13237.000000	23847.000000	7108.000000	0.307837	0.046605
13277.000000	23816.000000	7108.000000	0.277929	0.014573
13317.000000	23786.000000	7108.000000	0.276719	0.027178
13357.000000	23756.000000	7108.000000	0.302845	0.016603
13396.000000	23725.000000	7108.000000	0.259025	0.012958
13436.000000	23695.000000	7108.000000	0.244528	0.013974
13476.000000	23665.000000	7109.000000	0.240518	0.028950
13516.000000	23634.000000	7109.000000	0.253856	0.023350
13556.000000	23604.000000	7109.000000	0.288004	0.031559
13596.000000	23574.000000	7109.000000	0.297039	0.013921
13635.000000	23543.000000	7109.000000	0.279364	0.028236
13675.000000	23513.000000	7109.000000	0.283873	0.028022
13715.000000	23483.000000	7109.000000	0.249502	0.020707
