,,,Mg/Ca,StDev,,RelStDev
21227,19682,8017,0.038994,0.008659,19682,0.222059804072421
21133,19716,8016,0.032975,0.005769,19716,0.174950720242608
21038,19750,8015,0.031768,0.005334,19750,0.167904809871569
20944,19784,8014,0.038912,0.005393,19784,0.138594777960526
20849,19819,8012,0.054147,0.006246,19819,0.115352651116405
20755,19853,8011,0.033345,0.012889,19853,0.386534712850502
20660,19887,8010,0.034014,0.011341,19887,0.333421532310225
23135,19100,8038,0.078187,0.010107,19100,0.129267013697929
23041,19134,8036,0.042821,0.006061,19134,0.141542701011186
22946,19169,8035,0.036832,0.007304,19169,0.198305821025195
22851,19203,8034,0.037954,0.008843,19203,0.232992569953101
22756,19237,8033,0.042386,0.004719,19237,0.111333931014958
22662,19271,8032,0.033384,0.002383,19271,0.0713815001198179
22567,19306,8031,0.043641,0.010058,19306,0.230471345752847
22472,19340,8029,0.06143,0.011072,19340,0.180237668891421
22378,19374,8028,0.057343,0.008465,19374,0.147620459341158
22283,19409,8027,0.051244,0.013612,19409,0.26563109827492
22188,19443,8026,0.048666,0.007105,19443,0.145995150618502
22093,19477,8025,0.050242,0.009943,19477,0.197902153576689
21999,19511,8023,0.049161,0.008859,19511,0.1802038201013
21904,19546,8022,0.064773,0.015694,19546,0.242292313155173
21809,19580,8021,0.067042,0.00739,19580,0.110229408430536
21714,19614,8020,0.063979,0.009634,19614,0.150580659278826
21620,19649,8019,0.048568,0.009863,19649,0.203076099489376
21525,19683,8017,0.050813,0.008621,19683,0.169661307145809
21430,19717,8016,0.057468,0.01302,19717,0.22656086865734
21336,19751,8015,0.042337,0.007555,19751,0.178449110706947
21241,19786,8014,0.035864,0.004634,19786,0.129210350211912
21146,19820,8013,0.028406,0.007079,19820,0.249207913821024
21051,19854,8012,0.035301,0.005983,19854,0.169485283703011
20957,19889,8010,0.038916,0.005621,19889,0.14443930517011
20862,19923,8009,0.045775,0.011835,19923,0.258547241944293
20767,19957,8008,0.037194,0.005516,19957,0.148303489810184
20672,19991,8007,0.031666,0.011036,19991,0.348512600265269
23248,19169,8036,0.080055,0.040791,19169,0.509537193179689
23153,19204,8034,0.07248,0.011173,19204,0.154152869757174
23058,19238,8033,0.035716,0.009423,19238,0.263831336095867
22963,19272,8032,0.043601,0.013388,19272,0.30705717758767
22868,19307,8031,0.038625,0.005061,19307,0.131029126213592
22773,19341,8030,0.037536,0.006004,19341,0.159953111679454
22679,19375,8028,0.035814,0.005576,19375,0.15569330429441
22584,19410,8027,0.035789,0.003652,19410,0.102042527033446
22489,19444,8026,0.061865,0.010971,19444,0.177337751555807
22394,19478,8025,0.055792,0.004528,19478,0.0811585890450244
22299,19512,8024,0.057102,0.012267,19512,0.214826100661973
22204,19547,8022,0.061969,0.012258,19547,0.19780858171021
22109,19581,8021,0.054643,0.005891,19581,0.107808868473547
22014,19615,8020,0.051321,0.007764,19615,0.151283100485182
21919,19650,8019,0.062206,0.003017,19650,0.0485001446805774
21824,19684,8018,0.076433,0.005326,19684,0.0696819436630775
21729,19718,8017,0.052517,0.008312,19718,0.15827255936173
21634,19752,8015,0.055228,0.014982,19752,0.271275439994206
21539,19787,8014,0.045926,0.003778,19787,0.0822627705439185
21444,19821,8013,0.069471,0.007042,19821,0.101366037627211
21349,19855,8012,0.053155,0.006846,19855,0.128793152102342
21254,19890,8011,0.03656,0.012631,19890,0.345486870897155
21159,19924,8009,0.031673,0.006503,19924,0.205316831370568
21064,19958,8008,0.038886,0.006287,19958,0.161677724630973
20969,19993,8007,0.049164,0.012388,19993,0.251972988365471
20874,20027,8006,0.04627,0.004078,20027,0.0881348606008213
20779,20061,8005,0.033678,0.009155,20061,0.271839182849338
20684,20095,8003,0.037554,0.00451,20095,0.120093731693029
23171,19307,8031,0.069538,0.015603,19307,0.224380914032615
23076,19342,8030,0.038134,0.006172,19342,0.161850317302145
22981,19376,8029,0.035727,0.006361,19376,0.178044616116662
22886,19410,8028,0.034431,0.005117,19410,0.14861607272516
22791,19445,8026,0.036832,0.00701,19445,0.190323631624674
22695,19479,8025,0.036058,0.005839,19479,0.161933551500361
22600,19513,8024,0.035344,0.006067,19513,0.17165572657311
22505,19548,8023,0.065986,0.009941,19548,0.150653168853999
22410,19582,8022,0.063217,0.011873,19582,0.187813404622174
22315,19616,8020,0.061698,0.013522,19616,0.219164316509449
22219,19651,8019,0.061347,0.018403,19651,0.299982069212838
22124,19685,8018,0.05839,0.010963,19685,0.187754752526118
22029,19719,8017,0.053896,0.006832,19719,0.126762654000297
21934,19753,8016,0.055856,0.008476,19753,0.151747350329418
21839,19788,8014,0.073214,0.011158,19788,0.152402545961155
21743,19822,8013,0.05861,0.005263,19822,0.0897969629756014
21648,19856,8012,0.056391,0.010099,19856,0.179088861697789
21553,19891,8011,0.048576,0.007085,19891,0.145853919631094
21458,19925,8010,0.064679,0.009533,19925,0.14738941542077
21363,19959,8009,0.048936,0.009011,19959,0.184138466568579
21268,19994,8007,0.037639,0.012098,19994,0.321421929381758
21172,20028,8006,0.033116,0.004735,20028,0.142982244232395
21077,20062,8005,0.030594,0.006746,20062,0.220500751781395
20982,20097,8004,0.036915,0.00452,20097,0.12244345117161
20887,20131,8003,0.047817,0.009837,20131,0.205721814417467
20792,20165,8001,0.040095,0.010658,20165,0.265818680633495
20696,20200,8000,0.042894,0.003892,20200,0.0907353009744953
23189,19411,8028,0.058936,0.007286,19411,0.123625627799647
23094,19445,8027,0.041312,0.013116,19445,0.317486444616576
22998,19480,8025,0.043848,0.015546,19480,0.354542966611932
22903,19514,8024,0.042147,0.008463,19514,0.20079720976582
22808,19548,8023,0.036133,0.004304,19548,0.119115489995295
22712,19583,8022,0.035787,0.00346,19583,0.0966831531002878
22617,19617,8021,0.044671,0.008893,19617,0.199077701417027
22521,19651,8019,0.063597,0.015723,19651,0.247228642860512
22426,19686,8018,0.06135,0.011937,19686,0.194572127139364
22330,19720,8017,0.052683,0.009415,19720,0.178710399939259
22235,19754,8016,0.057348,0.004148,19754,0.0723303341005789
22140,19789,8015,0.051443,0.010975,19789,0.213342923235426
22044,19823,8014,0.053939,0.01172,19823,0.217282485770963
21949,19857,8012,0.063146,0.017856,19857,0.28277325562981
21853,19892,8011,0.071676,0.021468,19892,0.299514481834924
21758,19926,8010,0.067388,0.007383,19926,0.109559565501276
21663,19960,8009,0.048495,0.008075,19960,0.166512011547582
21567,19995,8008,0.042646,0.006848,19995,0.160577779862121
21472,20029,8006,0.059666,0.006393,20029,0.107146448563671
21376,20063,8005,0.041875,0.005518,20063,0.131773134328358
21281,20098,8004,0.037526,0.010608,20098,0.282684005756009
21185,20132,8003,0.032548,0.009711,20132,0.298359346196387
21090,20166,8002,0.031663,0.003883,20166,0.122635252502921
20995,20201,8000,0.042559,0.005306,20201,0.124673982001457
20899,20235,7999,0.045278,0.009755,20235,0.215446795353152
20804,20269,7998,0.03235,0.010173,20269,0.314466769706337
20708,20304,7997,0.040844,0.004559,20304,0.111619821760846
23303,19480,8026,0.062007,0.017,19480,0.274162594545777
23207,19515,8024,0.04252,0.006599,19515,0.155197554092192
23112,19549,8023,0.046733,0.006201,19549,0.132689962125265
23016,19583,8022,0.03701,0.008161,19583,0.220507970818698
22921,19618,8021,0.036819,0.007955,19618,0.216056927130014
22825,19652,8020,0.038408,0.007928,19652,0.206415330139554
22730,19686,8019,0.03998,0.005926,19686,0.148224112056028
22634,19721,8017,0.040308,0.002986,19721,0.0740795871787238
22539,19755,8016,0.057702,0.015128,19755,0.262174621330283
22443,19789,8015,0.058895,0.011835,19789,0.200950844723661
22348,19824,8014,0.058089,0.00506,19824,0.0871077140250306
22252,19858,8013,0.05975,0.012333,19858,0.206410041841004
22157,19892,8011,0.054515,0.005334,19892,0.0978446299183711
22061,19927,8010,0.044056,0.008939,19927,0.202900853459234
21966,19961,8009,0.062381,0.012706,19961,0.203683813981821
21870,19995,8008,0.072383,0.019337,19995,0.267148363566031
21775,20030,8007,0.052723,0.006648,20030,0.12609297649982
21679,20064,8005,0.051989,0.009113,20064,0.175287079959222
21584,20098,8004,0.046287,0.011668,20098,0.252079417547043
21488,20133,8003,0.06275,0.014833,20133,0.236382470119522
21393,20167,8002,0.041925,0.005366,20167,0.12799045915325
21297,20201,8001,0.032542,0.003252,20201,0.0999323950586934
21202,20236,8000,0.0369,0.00903,20236,0.244715447154472
21106,20270,7998,0.035063,0.005976,20270,0.170436072212874
21011,20304,7997,0.045019,0.0081,20304,0.179924032075346
20915,20339,7996,0.039305,0.005206,20339,0.132451342068439
20820,20373,7995,0.031028,0.007474,20373,0.240879205878561
20724,20407,7994,0.034692,0.005247,20407,0.151245243860256
23225,19618,8021,0.047097,0.017838,19618,0.378750238868718
23130,19653,8020,0.053756,0.006502,19653,0.1209539400253
23034,19687,8019,0.045008,0.013937,19687,0.309656061144685
22939,19721,8018,0.031067,0.008773,19721,0.282389673930537
22843,19756,8016,0.035279,0.009328,19756,0.264406587488307
22747,19790,8015,0.037382,0.005295,19790,0.141645711839923
22652,19824,8014,0.03812,0.004469,19824,0.117235047219307
22556,19859,8013,0.05771,0.011204,19859,0.194143129440305
22461,19893,8012,0.059906,0.01009,19893,0.168430541181184
22365,19927,8011,0.055991,0.006107,19927,0.109071100712615
22269,19962,8009,0.057964,0.016796,19962,0.289766061693465
22174,19996,8008,0.053515,0.007678,19996,0.143473792394656
22078,20030,8007,0.05667,0.007118,20030,0.125604376213164
21983,20065,8006,0.058453,0.010838,20065,0.185413922296546
21887,20099,8005,0.062922,0.011983,20099,0.190442134706462
21791,20133,8003,0.061796,0.011093,20133,0.179510000647291
21696,20168,8002,0.04846,0.012356,20168,0.254973173751548
21600,20202,8001,0.046113,0.005086,20202,0.110294277101902
21505,20236,8000,0.070739,0.008666,20236,0.122506679483736
21409,20271,7999,0.045445,0.008038,20271,0.176873143360106
21313,20305,7997,0.034202,0.007876,20305,0.230278931056663
21218,20339,7996,0.027246,0.00521,20339,0.191220729648389
21122,20374,7995,0.032455,0.009729,20374,0.299768910799569
21026,20408,7994,0.043446,0.010541,20408,0.242623026285504
20931,20443,7993,0.04117,0.006467,20443,0.157080398348312
20835,20477,7991,0.030642,0.008755,20477,0.285718947849357
20740,20511,7990,0.039749,0.010092,20511,0.253893179702634
23321,19685,8019,0.13756,0.052051,19685,0.378387612678104
23226,19719,8018,0.05606,0.018956,19719,0.338137709596861
23131,19754,8017,0.044437,0.010798,19754,0.242995701780048
23036,19788,8016,0.036034,0.007951,19788,0.220652716878504
22941,19823,8014,0.038425,0.005945,19823,0.154716981132075
22846,19857,8013,0.040589,0.009901,19857,0.243933085318682
22751,19892,8012,0.036388,0.003821,19892,0.105007145212708
22656,19926,8011,0.043571,0.007927,19926,0.181932937045282
22561,19961,8010,0.066781,0.009948,19961,0.148964525838188
22466,19995,8008,0.055344,0.00746,19995,0.134793292859208
22371,20029,8007,0.055983,0.006706,20029,0.119786363717557
22275,20064,8006,0.056926,0.017233,20064,0.30272634648491
22180,20098,8005,0.046533,0.01176,20098,0.252723873380182
22085,20133,8004,0.047997,0.017261,20133,0.359626643331875
21990,20167,8003,0.060357,0.012165,20167,0.201550772901238
21895,20202,8001,0.066059,0.014816,20202,0.22428435186727
21800,20236,8000,0.058643,0.016058,20236,0.273826373139164
21705,20270,7999,0.048053,0.009576,20270,0.199279961708946
21610,20305,7998,0.049142,0.002604,20305,0.0529892963249359
21515,20339,7997,0.063015,0.012074,20339,0.19160517337142
21420,20374,7995,0.0452,0.008468,20374,0.187345132743363
21325,20408,7994,0.041186,0.018306,20408,0.444471422327976
21230,20443,7993,0.027527,0.005353,20443,0.194463617539143
21135,20477,7992,0.031986,0.006773,20477,0.211748890139436
21040,20512,7991,0.040912,0.004534,20512,0.110823230348064
20945,20546,7989,0.045471,0.008836,20546,0.194321655560687
20850,20580,7988,0.038634,0.016876,20580,0.436817311176684
20755,20615,7987,0.039874,0.008875,20615,0.222576114761499
23321,19786,8016,0.075127,0.021619,19786,0.287766049489531
23227,19821,8015,0.043592,0.011879,19821,0.272504129198018
23132,19855,8014,0.046282,0.002391,19855,0.0516615530875935
23038,19890,8012,0.035716,0.005107,19890,0.142989136521447
22943,19924,8011,0.044756,0.007915,19924,0.176847796943427
22849,19959,8010,0.034596,0.006081,19959,0.175771765522026
22754,19993,8009,0.037189,0.002856,19993,0.0767969023098228
22660,20028,8008,0.047792,0.014175,20028,0.296597756946769
22565,20062,8006,0.059884,0.007436,20062,0.12417340191036
22471,20097,8005,0.060233,0.017073,20097,0.283449271993758
22376,20131,8004,0.049554,0.00687,20131,0.138636638818259
22282,20166,8003,0.048497,0.010855,20166,0.223828278037817
22187,20200,8002,0.047278,0.009138,20200,0.193282287744828
22093,20235,8000,0.048048,0.013438,20235,0.279678654678655
21998,20270,7999,0.058309,0.013226,20270,0.226826047436931
21904,20304,7998,0.061315,0.009487,20304,0.154725597325287
21809,20339,7997,0.049279,0.007037,20339,0.142799163944074
21715,20373,7996,0.047917,0.009082,20373,0.189536072792537
21620,20408,7994,0.053237,0.010372,20408,0.194826906099142
21526,20442,7993,0.061567,0.013825,20442,0.224552113957152
21431,20477,7992,0.040407,0.010313,20477,0.255228054545005
21337,20511,7991,0.038266,0.010501,20511,0.274421157163017
21242,20546,7990,0.026913,0.009219,20546,0.342548210901795
21148,20580,7989,0.034449,0.009911,20580,0.287700658945107
21053,20615,7987,0.049596,0.006883,20615,0.138781353334946
20959,20649,7986,0.045941,0.005413,20649,0.117825036459807
20864,20684,7985,0.023713,0.003831,20684,0.161556951882933
20770,20719,7984,0.03302,0.011496,20719,0.348152634766808
23321,19887,8013,0.072159,0.016614,19887,0.230241549910614
23227,19922,8012,0.061768,0.011915,19922,0.192899235850278
23133,19956,8010,0.043973,0.008189,19956,0.186227912582721
23039,19991,8009,0.041857,0.01425,19991,0.340444847934635
22945,20026,8008,0.041176,0.013494,20026,0.327715173887702
22851,20060,8007,0.038435,0.005723,20060,0.148900741511643
22757,20095,8006,0.041203,0.005861,20095,0.142246923767687
22663,20129,8004,0.048266,0.005028,20129,0.104172709567812
22569,20164,8003,0.05857,0.012036,20164,0.205497695065733
22476,20199,8002,0.061844,0.015545,20199,0.251358256257681
22382,20233,8001,0.056473,0.0134,20233,0.237281532767871
22288,20268,8000,0.059086,0.005654,20268,0.0956910266391362
22194,20303,7998,0.062192,0.013405,20303,0.215542191921791
22100,20337,7997,0.054994,0.013994,20337,0.254464123358912
22006,20372,7996,0.058862,0.017266,20372,0.293330162074004
21912,20407,7995,0.060046,0.012112,20407,0.201712020784066
21818,20441,7994,0.052659,0.006323,20441,0.120074441216126
21724,20476,7992,0.053505,0.011692,20476,0.218521633492197
21630,20510,7991,0.054765,0.009906,20510,0.180881950150644
21536,20545,7990,0.062006,0.014349,20545,0.231413089055898
21442,20580,7989,0.038194,0.002274,20580,0.0595381473529874
21348,20614,7988,0.032266,0.002297,20614,0.071189487386103
21254,20649,7986,0.032669,0.009201,20649,0.281643147938413
21160,20684,7985,0.03695,0.012743,20684,0.344871447902571
21066,20718,7984,0.04322,9.87E-4,20718,0.0228366496992133
20973,20753,7983,0.034917,0.005443,20753,0.155883953375147
20879,20788,7982,0.045019,0.020085,20788,0.44614496101646
20785,20822,7980,0.03073,0.005145,20822,0.167425968109339
23224,20024,8008,0.068932,0.007016,20024,0.101781465792375
23127,20060,8007,0.037608,0.002261,20060,0.060120187194214
23030,20096,8006,0.046734,0.009266,20096,0.198271066033295
22934,20132,8005,0.040576,0.00886,20132,0.218355678233438
22837,20168,8003,0.040397,0.004246,20168,0.10510681486249
22740,20204,8002,0.037256,0.004214,20204,0.113109297831222
22643,20240,8001,0.054401,0.00467,20240,0.0858440102204004
22546,20276,8000,0.052157,0.006271,20276,0.120233142243611
22449,20312,7998,0.052605,0.009818,20312,0.18663625130691
22353,20348,7997,0.052369,0.018206,20348,0.347648417957188
22256,20384,7996,0.053415,0.006847,20384,0.128184966769634
22159,20420,7995,0.051729,0.015148,20420,0.29283380695548
22062,20456,7993,0.065756,0.008688,20456,0.132124825111016
21965,20492,7992,0.06724,0.006502,20492,0.0966983938132064
21868,20528,7991,0.061847,0.01378,20528,0.222807896906883
21772,20564,7990,0.052773,0.015794,20564,0.299281829723533
21675,20600,7988,0.052439,0.009954,20600,0.189820553404909
21578,20636,7987,0.054478,0.007486,20636,0.137413267741107
21481,20672,7986,0.044264,0.004169,20672,0.0941848906560636
21384,20708,7985,0.033194,0.005987,20708,0.180363921190577
21287,20744,7983,0.03519,0.015336,20744,0.435805626598466
21190,20781,7982,0.032249,0.006336,20781,0.196471208409563
21094,20817,7981,0.04141,0.004864,20817,0.117459550833132
20997,20853,7980,0.042167,0.008888,20853,0.210780942443143
20900,20889,7978,0.036496,0.006724,20889,0.18423936869794
20803,20925,7977,0.036191,0.010921,20925,0.301760106103727
23225,20125,8005,0.065823,0.012531,20125,0.190374185315163
23128,20161,8004,0.040886,0.009073,20161,0.221909700141858
23032,20197,8003,0.040549,0.00646,20197,0.159313423265679
22936,20234,8001,0.034667,0.005237,20234,0.151065855136008
22840,20270,8000,0.042824,0.00899,20270,0.209929011769101
22743,20306,7999,0.040355,0.007058,20306,0.174897782183125
22647,20342,7998,0.061349,0.005651,20342,0.0921123408694518
22551,20378,7996,0.062372,0.006146,20378,0.0985378054255115
22455,20414,7995,0.05675,0.005471,20414,0.0964052863436123
