y,x,z,mg_ca,st_dev,dist,sample_mode
10247,30894,7583,0.361421,0.026384,NA,map
10148,30867,7585,0.304829,0.021725,NA,map
10050,30840,7586,0.371777,0.019601,NA,map
9952,30813,7588,0.348116,0.00817,NA,map
9853,30787,7590,0.362184,0.0257,NA,map
9755,30760,7592,0.305485,0.001988,NA,map
9657,30733,7594,0.276744,0.019077,NA,map
9559,30707,7596,0.332911,0.025241,NA,map
9460,30680,7597,0.300513,0.017841,NA,map
9362,30653,7599,0.335935,0.009946,NA,map
9264,30626,7601,0.469338,0.020943,NA,map
9165,30600,7603,0.422054,0.053953,NA,map
10551,30912,7581,0.260863,0.009112,NA,map
10451,30884,7583,0.302106,0.019197,NA,map
10351,30856,7585,0.366985,0.015894,NA,map
10251,30827,7587,0.300294,0.01931,NA,map
10151,30799,7589,0.324204,0.008784,NA,map
10051,30771,7591,0.383152,0.003894,NA,map
9951,30743,7593,0.329045,0.016928,NA,map
9851,30714,7595,0.399948,0.018257,NA,map
9751,30686,7597,0.271392,0.025328,NA,map
9651,30658,7599,0.310596,0.013637,NA,map
9551,30630,7601,0.336776,0.02418,NA,map
9451,30601,7603,0.341162,0.016895,NA,map
9351,30573,7605,0.509776,0.117365,NA,map
9251,30545,7606,0.274953,0.048203,NA,map
10670,30912,7581,0.344165,0.034685,NA,map
10575,30882,7583,0.263091,0.009118,NA,map
10479,30852,7585,0.276094,0.045336,NA,map
10383,30822,7587,0.344654,0.019122,NA,map
10288,30792,7589,0.30279,0.030858,NA,map
10192,30761,7591,0.330846,0.008353,NA,map
10096,30731,7593,0.364362,0.017644,NA,map
10000,30701,7595,0.337835,0.020523,NA,map
9904,30671,7598,0.359982,0.021751,NA,map
9809,30641,7600,0.281434,0.02356,NA,map
9713,30611,7602,0.319877,0.016936,NA,map
9617,30581,7604,0.34505,0.012673,NA,map
9522,30551,7606,0.345701,0.006539,NA,map
9426,30520,7608,0.4203,0.014019,NA,map
9330,30490,7610,0.097083,0.025123,NA,map
10790,30912,7581,0.356307,0.034707,NA,map
10692,30878,7583,0.332859,0.029162,NA,map
10594,30844,7586,0.272079,0.015038,NA,map
10496,30810,7588,0.283646,0.021812,NA,map
10397,30776,7590,0.365019,0.013166,NA,map
10299,30743,7592,0.307088,0.034335,NA,map
10201,30709,7595,0.338186,0.014349,NA,map
10103,30675,7597,0.381349,0.020952,NA,map
10005,30641,7599,0.336259,0.030186,NA,map
9907,30607,7602,0.38358,0.021777,NA,map
9809,30573,7604,0.292124,0.018688,NA,map
9710,30539,7606,0.400901,0.023724,NA,map
9612,30505,7609,0.386585,0.022137,NA,map
9514,30472,7611,0.407927,0.042661,NA,map
9416,30438,7613,0.044631,0.014368,NA,map
10779,30823,7587,0.315795,0.029316,NA,map
10681,30789,7589,0.3078,0.03243,NA,map
10582,30755,7591,0.329407,0.023226,NA,map
10484,30721,7594,0.322799,0.033331,NA,map
10386,30687,7596,0.326395,0.025349,NA,map
10287,30653,7598,0.312936,0.016822,NA,map
10189,30619,7601,0.342763,0.019415,NA,map
10090,30585,7603,0.320043,0.016269,NA,map
9992,30551,7605,0.374042,0.022668,NA,map
9894,30517,7608,0.293917,0.015535,NA,map
9795,30483,7610,0.41138,0.010408,NA,map
9697,30449,7612,0.41208,0.03647,NA,map
9598,30415,7615,0.352257,0.038839,NA,map
9500,30381,7617,0.038384,0.006437,NA,map
10866,30767,7590,0.306638,0.023866,NA,map
10768,30733,7593,0.367063,0.025777,NA,map
10669,30699,7595,0.293975,0.017465,NA,map
10570,30665,7597,0.321852,0.019219,NA,map
10472,30631,7599,0.340412,0.038854,NA,map
10373,30597,7602,0.351628,0.0149,NA,map
10274,30563,7604,0.330618,0.016653,NA,map
10176,30529,7606,0.355932,0.012935,NA,map
10077,30495,7609,0.367222,0.01432,NA,map
9978,30461,7611,0.305854,0.03307,NA,map
9880,30427,7613,0.401442,0.018087,NA,map
9781,30393,7616,0.560198,0.064244,NA,map
9682,30359,7618,0.172278,0.037568,NA,map
9584,30325,7620,0.054892,0.01868,NA,map
10954,30712,7594,0.330833,0.033631,NA,map
10855,30678,7596,0.312022,0.026007,NA,map
10756,30643,7598,0.300974,0.023653,NA,map
10657,30609,7601,0.334629,0.059621,NA,map
10558,30575,7603,0.314063,0.024422,NA,map
10459,30541,7605,0.325572,0.014779,NA,map
10360,30507,7608,0.321743,0.014986,NA,map
10261,30473,7610,0.367351,0.014106,NA,map
10162,30439,7612,0.34544,0.031466,NA,map
10063,30405,7615,0.332176,0.013778,NA,map
9964,30371,7617,0.467565,0.197923,NA,map
9866,30337,7619,0.572212,0.061686,NA,map
9767,30303,7622,0.054745,0.023397,NA,map
9668,30269,7624,0.050678,0.021631,NA,map
11041,30656,7597,0.559998,0.051683,NA,map
10942,30622,7600,0.296808,0.01804,NA,map
10843,30588,7602,0.370927,0.011431,NA,map
10743,30554,7604,0.323279,0.036385,NA,map
10644,30520,7607,0.287335,0.011061,NA,map
10545,30485,7609,0.320896,0.02205,NA,map
10446,30451,7611,0.339661,0.016307,NA,map
10347,30417,7614,0.340688,0.014102,NA,map
10248,30383,7616,0.333845,0.022677,NA,map
10148,30349,7618,0.372468,0.01885,NA,map
10049,30315,7620,0.4059,0.049756,NA,map
9950,30281,7623,0.506866,0.239614,NA,map
9851,30247,7625,0.05478,0.015509,NA,map
9752,30212,7628,0.050993,0.014015,NA,map
11128,30601,7601,0.603874,0.090958,NA,map
11029,30566,7603,0.335116,0.031805,NA,map
10929,30532,7605,0.33809,0.011419,NA,map
10830,30498,7608,0.327502,0.02657,NA,map
10731,30464,7610,0.288869,0.021425,NA,map
10631,30430,7612,0.319822,0.03046,NA,map
10532,30395,7615,0.328747,0.013659,NA,map
10432,30361,7617,0.348234,0.007986,NA,map
10333,30327,7619,0.3298,0.015192,NA,map
10233,30293,7622,0.411194,0.029521,NA,map
10134,30259,7624,0.364351,0.02308,NA,map
10034,30225,7626,0.233889,0.028269,NA,map
9935,30190,7629,0.05639,0.021996,NA,map
9835,30156,7631,0.05447,0.018888,NA,map
11216,30545,7604,0.315948,0.020188,NA,map
11116,30511,7607,0.298891,0.032123,NA,map
11016,30477,7609,0.3156,0.038153,NA,map
10916,30442,7611,0.35032,0.018166,NA,map
10817,30408,7614,0.275169,0.022544,NA,map
10717,30374,7616,0.305614,0.01683,NA,map
10617,30340,7618,0.32196,0.012435,NA,map
10518,30305,7621,0.324765,0.016361,NA,map
10418,30271,7623,0.34306,0.007438,NA,map
10318,30237,7625,0.424769,0.021575,NA,map
10218,30203,7628,0.375729,0.014518,NA,map
10119,30168,7630,0.058804,0.027291,NA,map
10019,30134,7632,0.051933,0.019142,NA,map
9919,30100,7635,0.042501,0.009979,NA,map
11303,30490,7608,0.341369,0.031493,NA,map
11203,30455,7610,0.272428,0.016902,NA,map
11103,30421,7612,0.302942,0.016213,NA,map
11003,30387,7615,0.359483,0.039965,NA,map
10903,30352,7617,0.344827,0.040335,NA,map
10803,30318,7619,0.29602,0.017708,NA,map
10703,30284,7622,0.360035,0.015587,NA,map
10603,30249,7624,0.36169,0.019074,NA,map
10503,30215,7626,0.342752,0.013321,NA,map
10403,30181,7629,0.393769,0.017495,NA,map
10303,30146,7631,0.283545,0.020163,NA,map
10203,30112,7633,0.058661,0.024363,NA,map
10103,30078,7636,0.060549,0.025116,NA,map
10003,30044,7638,0.053077,0.021422,NA,map
11390,30434,7611,0.319208,0.028859,NA,map
11290,30400,7614,0.283936,0.019005,NA,map
11190,30365,7616,0.329264,0.009399,NA,map
11089,30331,7618,0.323148,0.019686,NA,map
10989,30297,7621,0.311494,0.010944,NA,map
10889,30262,7623,0.290015,0.014991,NA,map
10789,30228,7625,0.316351,0.026612,NA,map
10689,30193,7628,0.33228799999999997,0.01659,NA,map
10588,30159,7630,0.369423,0.023357,NA,map
10488,30125,7632,0.420881,0.019729,NA,map
10388,30090,7635,0.237776,0.030665,NA,map
10288,30056,7637,0.046257,0.018678,NA,map
10187,30022,7639,0.059438,0.022228,NA,map
10087,29987,7642,0.052336,0.016458,NA,map
11478,30379,7615,0.287102,0.023169,NA,map
11377,30344,7617,0.306414,0.015025,NA,map
11276,30310,7619,0.317073,0.030228,NA,map
11176,30275,7622,0.367546,0.06536,NA,map
11076,30241,7624,0.305642,0.015402,NA,map
10975,30206,7627,0.295165,0.029622,NA,map
10874,30172,7629,0.3163,0.018426,NA,map
10774,30138,7631,0.334443,0.023399,NA,map
10673,30103,7634,0.383044,0.032525,NA,map
10573,30069,7636,0.462901,0.028223,NA,map
10472,30034,7638,0.24633,0.057011,NA,map
10372,30000,7641,0.06374,0.029566,NA,map
10272,29965,7643,0.056104,0.016701,NA,map
10171,29931,7645,0.053015,0.014075,NA,map
11607,30305,7619,0.280438,0.016516,NA,map
11510,30274,7622,0.326052,0.018098,NA,map
11413,30243,7624,0.300714,0.022276,NA,map
11316,30212,7626,0.35887,0.021922,NA,map
11219,30181,7628,0.407139,0.081578,NA,map
11122,30150,7630,0.332242,0.01911,NA,map
11026,30119,7632,0.314246,0.015325,NA,map
10929,30088,7634,0.306788,0.006988,NA,map
10832,30057,7636,0.383578,0.030382,NA,map
10735,30026,7638,0.406607,0.028263,NA,map
10638,29995,7641,0.426746,0.025901,NA,map
10541,29964,7643,0.206033,0.071298,NA,map
10445,29933,7645,0.04175,0.006752,NA,map
10348,29902,7647,0.051341,0.010389,NA,map
10251,29871,7649,0.044178,0.008095,NA,map
11535,30167,7628,0.309912,0.025337,NA,map
11436,30137,7630,0.359764,0.015881,NA,map
11336,30108,7632,0.313573,0.020317,NA,map
11236,30078,7635,0.260879,0.015679,NA,map
11136,30049,7637,0.335611,0.024371,NA,map
11036,30019,7639,0.312741,0.020769,NA,map
10936,29990,7641,0.384752,0.028648,NA,map
10837,29960,7643,0.42425,0.030895,NA,map
10737,29931,7645,0.370675,0.012509,NA,map
10637,29902,7647,0.133412,0.043063,NA,map
10537,29872,7649,0.037014,0.010571,NA,map
10437,29843,7651,0.04716,0.006533,NA,map
10338,29813,7653,0.038277,0.006521,NA,map
11664,30088,7633,0.311564,0.015422,NA,map
11560,30060,7635,0.386982,0.020936,NA,map
11457,30032,7637,0.352604,0.026787,NA,map
11354,30005,7639,0.320041,0.012791,NA,map
11251,29977,7641,0.344209,0.005718,NA,map
11147,29949,7643,0.331071,0.021697,NA,map
11044,29921,7645,0.382992,0.022105,NA,map
10941,29894,7647,0.46115,0.03837,NA,map
10838,29866,7649,0.340416,0.025962,NA,map
10734,29838,7651,0.092661,0.018106,NA,map
10631,29811,7653,0.043671,0.011394,NA,map
10528,29783,7654,0.04815,0.009029,NA,map
10425,29755,7656,0.040275,0.008737,NA,map
11593,29956,7642,0.409838,0.017746,NA,map
11494,29932,7644,0.345513,0.015958,NA,map
11395,29908,7645,0.317556,0.014369,NA,map
11296,29884,7647,0.355126,0.012775,NA,map
11197,29861,7649,0.369957,0.029585,NA,map
11098,29837,7650,0.435846,0.027449,NA,map
10999,29813,7652,0.508877,0.08199,NA,map
10900,29790,7654,0.146793,0.018578,NA,map
10801,29766,7655,0.06088,0.019467,NA,map
10702,29742,7657,0.052245,0.008744,NA,map
10603,29718,7659,0.055738,0.018593,NA,map
10504,29695,7660,0.044744,0.012206,NA,map
11721,29871,7647,0.390865,0.03412,NA,map
11618,29849,7649,0.362923,0.031205,NA,map
11515,29827,7651,0.331439,0.021189,NA,map
11412,29805,7652,0.288058,0.038587,NA,map
11309,29782,7654,0.366666,0.017585,NA,map
11206,29760,7655,0.46835,0.060319,NA,map
11104,29738,7657,0.470746,0.019727,NA,map
11001,29716,7658,0.068103,0.017071,NA,map
10898,29694,7660,0.05597,0.018118,NA,map
10795,29672,7661,0.050504,0.012823,NA,map
10692,29650,7663,0.061099,0.01014,NA,map
10589,29628,7664,0.04084,0.010847,NA,map
11651,29744,7656,0.333518,0.030367,NA,map
11552,29725,7657,0.339619,0.038581,NA,map
11454,29707,7658,0.344233,0.014592,NA,map
11355,29688,7660,0.41639,0.012814,NA,map
11257,29670,7661,0.530593,0.025022,NA,map
11158,29651,7662,0.148082,0.057112,NA,map
11060,29633,7664,0.08235,0.01863,NA,map
10961,29614,7665,0.047538,0.009336,NA,map
10863,29596,7666,0.049266,0.013435,NA,map
10764,29577,7668,0.067115,0.020116,NA,map
10666,29559,7669,0.042314,0.008267,NA,map
11675,29638,7663,0.35249,0.039991,NA,map
11573,29621,7664,0.365342,0.022371,NA,map
11470,29605,7665,0.386673,0.003824,NA,map
11367,29589,7666,0.533835,0.037808,NA,map
11265,29572,7667,0.072146,0.033709,NA,map
11162,29556,7669,0.060966,0.019828,NA,map
11059,29540,7670,0.043873,0.005645,NA,map
10957,29524,7671,0.057996,0.019964,NA,map
10854,29507,7672,0.069044,0.029482,NA,map
10751,29491,7673,0.046304,0.008309,NA,map
11728,29524,7670,0.389882,0.032393,NA,map
11628,29513,7671,0.407823,0.018394,NA,map
11528,29501,7672,0.609358,0.064959,NA,map
11429,29490,7673,0.246777,0.086053,NA,map
11329,29478,7673,0.062992,0.027105,NA,map
11229,29467,7674,0.06213,0.015877,NA,map
11129,29455,7675,0.049839,0.012668,NA,map
11029,29444,7676,0.056791,0.016569,NA,map
10929,29432,7677,0.037946,0.005741,NA,map
10830,29421,7678,0.044846,0.007415,NA,map
11771,29410,7677,0.454131,0.01618,NA,map
11665,29402,7678,0.69998,0.06443,NA,map
11558,29395,7679,0.129834,0.023138,NA,map
11451,29388,7679,0.054661,0.014779,NA,map
11344,29380,7680,0.062548,0.019671,NA,map
11238,29373,7680,0.053954,0.016432,NA,map
11131,29366,7681,0.056681,0.018135,NA,map
11024,29358,7682,0.035755,0.004204,NA,map
10918,29351,7682,0.041331,0.007022,NA,map
11873,29381,7679,0.363429,0.015764,NA,map
11764,29369,7680,0.501593,0.012245,NA,map
11655,29358,7681,0.361313,0.039119,NA,map
11546,29346,7682,0.047119,0.013238,NA,map
11437,29335,7683,0.06253,0.0134,NA,map
11328,29324,7683,0.051875,0.007172,NA,map
11219,29312,7684,0.060295,0.028681,NA,map
11110,29301,7685,0.040349,0.008029,NA,map
11001,29290,7686,0.041325,0.012465,NA,map
11986,29353,7681,0.38453,0.030672,NA,map
11885,29339,7682,0.394944,0.027635,NA,map
11783,29325,7683,0.657602,0.060251,NA,map
11682,29311,7684,0.107153,0.014362,NA,map
11581,29297,7685,0.059522,0.012361,NA,map
11480,29283,7686,0.06818,0.016004,NA,map
11378,29269,7687,0.053903,0.015575,NA,map
11277,29255,7688,0.058381,0.0137,NA,map
11176,29241,7689,0.035502,0.007533,NA,map
11075,29227,7690,0.045819,0.011561,NA,map
12088,29324,7683,0.327231,0.030056,NA,map
11985,29307,7684,0.352228,0.019746,NA,map
11881,29289,7685,0.494041,0.040868,NA,map
11778,29271,7686,0.227501,0.029078,NA,map
11675,29253,7688,0.043448,0.004199,NA,map
11571,29236,7689,0.059306,0.018674,NA,map
11468,29218,7690,0.050816,0.00926,NA,map
11365,29200,7691,0.067506,0.030703,NA,map
11261,29183,7693,0.04175,0.011074,NA,map
11158,29165,7694,0.035839,0.004302,NA,map
12191,29296,7684,0.284509,0.012245,NA,map
12085,29274,7686,0.332798,0.012888,NA,map
11980,29253,7687,0.42125,0.01671,NA,map
11874,29231,7689,0.471984,0.029573,NA,map
11769,29210,7690,0.045614,0.009016,NA,map
11663,29189,7692,0.050359,0.007294,NA,map
11558,29167,7693,0.055035,0.016478,NA,map
11452,29146,7695,0.048934,0.008961,NA,map
11347,29125,7696,0.043346,0.007777,NA,map
11241,29103,7698,0.044146,0.011511,NA,map
12272,29223,7689,0.3044,0.022378,NA,map
12166,29202,7690,0.353404,0.009594,NA,map
12061,29181,7692,0.475805,0.044706,NA,map
11955,29161,7693,0.212869,0.046221,NA,map
11850,29140,7695,0.041164,0.006844,NA,map
11744,29119,7696,0.056602,0.017763,NA,map
11639,29099,7698,0.051352,0.019876,NA,map
11533,29078,7699,0.049848,0.018664,NA,map
11428,29058,7701,0.043247,0.01236,NA,map
11322,29037,7702,0.042965,0.010839,NA,map
12353,29150,7694,0.33504,0.031772,NA,map
12248,29130,7695,0.384814,0.025249,NA,map
12142,29110,7696,0.73196,0.032103,NA,map
12037,29090,7698,0.099828,0.006222,NA,map
11931,29070,7699,0.054298,0.018139,NA,map
11826,29050,7701,0.069571,0.019188,NA,map
11720,29030,7702,0.05842,0.020728,NA,map
11615,29010,7703,0.051352,0.01055,NA,map
11509,28991,7705,0.046245,0.015474,NA,map
11404,28971,7706,0.043275,0.011764,NA,map
12434,29076,7698,0.371815,0.02669,NA,map
12329,29057,7700,0.424321,0.012838,NA,map
12223,29038,7701,0.544345,0.036191,NA,map
12118,29019,7702,0.062436,0.011068,NA,map
12012,29000,7704,0.053381,0.01717,NA,map
11907,28981,7705,0.055546,0.012070000000000001,NA,map
11801,28962,7706,0.05193,0.011659,NA,map
11696,28943,7708,0.055305,0.01386,NA,map
11590,28924,7709,0.039567,0.015799,NA,map
11485,28905,7710,0.044639,0.00997,NA,map
12516,29003,7703,0.472522,0.050505,NA,map
12410,28985,7704,0.654948,0.042535,NA,map
12305,28967,7705,0.090971,0.021161,NA,map
12199,28948,7707,0.051756,0.008408,NA,map
12094,28930,7708,0.065565,0.023834,NA,map
11988,28912,7709,0.069929,0.01905,NA,map
11883,28893,7711,0.04912,0.010625,NA,map
11777,28875,7712,0.047974,0.012717,NA,map
11672,28857,7713,0.03674,0.012532,NA,map
11566,28838,7715,0.046612,0.013659,NA,map
12702,28948,7706,0.607764,0.260293,NA,map
12597,28930,7708,0.591263,0.062094,NA,map
12491,28913,7709,0.345525,0.049583,NA,map
12386,28895,7710,0.065451,0.019341,NA,map
12280,28878,7711,0.052825,0.016705,NA,map
12175,28860,7713,0.051431,0.008213,NA,map
12069,28842,7714,0.068368,0.018436,NA,map
11964,28825,7715,0.052243,0.011977,NA,map
11858,28807,7716,0.05336,0.014979,NA,map
11753,28790,7718,0.035944,0.014596,NA,map
11647,28772,7719,0.036552,0.014647,NA,map
12678,28857,7712,0.586227,0.241714,NA,map
12573,28841,7713,0.097647,0.014651,NA,map
12467,28824,7715,0.072416,0.021698,NA,map
12362,28807,7716,0.052749,0.018717,NA,map
12256,28790,7717,0.061867,0.020849,NA,map
12151,28773,7718,0.08143,0.060258,NA,map
12045,28756,7719,0.049152,0.024515,NA,map
11940,28740,7721,0.050267,0.011508000000000001,NA,map
11834,28723,7722,0.043173,0.012353,NA,map
11729,28706,7723,0.04209,0.008191,NA,map
12759,28784,7717,0.262118,0.064815,NA,map
12654,28768,7718,0.109691,0.026774,NA,map
12548,28752,7719,0.068977,0.015288,NA,map
12442,28736,7720,0.054168,0.01245,NA,map
12337,28719,7722,0.055462,0.011488,NA,map
12231,28703,7723,0.056468,0.014643,NA,map
12125,28687,7724,0.057059,0.037673,NA,map
12020,28671,7725,0.045731,0.011155,NA,map
11914,28655,7726,0.047808,0.017668,NA,map
11808,28638,7727,0.049335,0.012471,NA,map
12841,28711,7721,0.308832,0.090337,NA,map
12735,28695,7723,0.084558,0.02677,NA,map
12629,28680,7724,0.054416,0.008959,NA,map
12523,28664,7725,0.049049,0.007506,NA,map
12417,28649,7726,0.049362,0.012205,NA,map
12312,28633,7727,0.060791,0.016731,NA,map
12206,28618,7728,0.037882,0.004941,NA,map
12100,28602,7729,0.037826,0.003378,NA,map
11994,28586,7731,0.037784,0.009526,NA,map
11888,28571,7732,0.049287,0.01397,NA,map
12922,28638,7726,0.221015,0.043499,NA,map
12816,28623,7727,0.094098,0.013569,NA,map
12710,28608,7728,0.068863,0.051628,NA,map
12604,28593,7729,0.044293,0.006734,NA,map
12498,28578,7731,0.058425,0.017354,NA,map
12392,28563,7732,0.053973,0.008853,NA,map
12286,28548,7733,0.041478,0.005014,NA,map
12180,28533,7734,0.055329,0.029978,NA,map
12074,28518,7735,0.037247,0.007802,NA,map
11968,28503,7736,0.048993,0.010898,NA,map
13003,28565,7731,0.493838,0.289542,NA,map
12897,28550,7732,0.119571,0.037209,NA,map
12791,28536,7733,0.049986,0.013683,NA,map
12685,28522,7734,0.051891,0.00777,NA,map
12579,28507,7735,0.059457,0.018307,NA,map
12473,28493,7736,0.049255,0.006408,NA,map
12367,28479,7737,0.038129,0.004146,NA,map
12260,28464,7738,0.042739,0.016026,NA,map
12154,28450,7739,0.04021,0.011451,NA,map
12048,28436,7740,0.040997,0.00574,NA,map
13088,28473,7737,0.225016,0.042421,NA,map
12981,28461,7738,0.075837,0.020567,NA,map
12875,28449,7738,0.052396,0.019347,NA,map
12768,28437,7739,0.053561,0.012243,NA,map
12661,28425,7740,0.059683,0.013191,NA,map
12555,28414,7741,0.053233,0.008013,NA,map
12448,28402,7742,0.032053,0.003778,NA,map
12342,28390,7743,0.039084,0.003203,NA,map
12235,28378,7744,0.043717,0.01685,NA,map
12129,28366,7745,0.045752,0.007507,NA,map
13280,28390,7742,0.822065,0.300046,NA,map
13173,28381,7743,0.314169,0.133426,NA,map
13066,28372,7743,0.080547,0.012113,NA,map
12958,28362,7744,0.060851,0.019937,NA,map
12851,28353,7745,0.051761,0.009597,NA,map
12744,28344,7745,0.058813,0.005676,NA,map
12637,28334,7746,0.047815,0.012699,NA,map
12530,28325,7747,0.043433,0.012984,NA,map
12423,28316,7748,0.041212,0.008733,NA,map
12316,28306,7748,0.042392,0.010116,NA,map
12209,28297,7749,0.049135,0.006659,NA,map
13257,28289,7748,0.200261,0.040523000000000003,NA,map
13150,28282,7749,0.062031,0.019526,NA,map
13042,28275,7750,0.059632,0.01743,NA,map
12935,28269,7750,0.056641,0.015732,NA,map
12827,28262,7751,0.054522,0.011986,NA,map
12720,28255,7751,0.045992,0.009989,NA,map
12612,28248,7752,0.045545,0.012419,NA,map
12504,28241,7752,0.043277,0.008609,NA,map
12397,28234,7753,0.04265,0.011328,NA,map
12289,28227,7754,0.045478,0.013106,NA,map
13345,28230,7752,0.111138,0.034884,NA,map
13237,28223,7753,0.061085,0.021014,NA,map
13128,28215,7753,0.052294,0.010005,NA,map
13020,28207,7754,0.06107,0.023791,NA,map
12912,28200,7755,0.045518,0.013146,NA,map
12803,28192,7755,0.047717,0.016047,NA,map
12695,28184,7756,0.04921,0.011465,NA,map
12587,28177,7756,0.045901,0.004962,NA,map
12478,28169,7757,0.037728,0.010089,NA,map
12370,28161,7758,0.043697,0.009249,NA,map
13442,28172,7756,0.070473,0.020796,NA,map
13342,28165,7756,0.067538,0.008257,NA,map
13242,28157,7757,0.057262,0.025294,NA,map
13142,28149,7758,0.056882,0.01588,NA,map
13041,28141,7758,0.056971,0.018343,NA,map
12941,28134,7759,0.046563,0.018246,NA,map
12841,28126,7759,0.041961,0.017399,NA,map
12741,28118,7760,0.043044,0.008153,NA,map
12641,28110,7761,0.04081,0.004233,NA,map
12541,28102,7761,0.04237,0.013787,NA,map
12441,28095,7762,0.044818,0.00808,NA,map
13529,28114,7759,0.067725,0.01971,NA,map
13428,28105,7760,0.048078,0.013263,NA,map
13328,28097,7761,0.050641,0.013082,NA,map
13227,28088,7762,0.050212,0.012342,NA,map
13126,28080,7762,0.055356,0.014209,NA,map
13026,28071,7763,0.046634,0.009938,NA,map
12925,28063,7763,0.043458,0.008252,NA,map
12824,28054,7764,0.042626,0.007444,NA,map
12723,28046,7765,0.04328,0.008829,NA,map
12623,28037,7766,0.040824,0.008292,NA,map
12522,28028,7766,0.042662,0.009554,NA,map
13617,28055,7763,0.075989,0.021098,NA,map
13515,28046,7764,0.046878,0.016225,NA,map
13414,28037,7765,0.047529,0.012693,NA,map
13312,28027,7765,0.05612,0.014402,NA,map
13211,28018,7766,0.053042,0.012674,NA,map
13110,28009,7767,0.043013,0.010227,NA,map
13008,27999,7768,0.04278,0.010968,NA,map
12907,27990,7768,0.047189,0.007042,NA,map
12805,27981,7769,0.040909,0.004808,NA,map
12704,27972,7770,0.044524,0.007498,NA,map
12602,27962,7770,0.04947,0.004193,NA,map
13702,27995,7767,0.058695,0.016162,NA,map
13598,27984,7768,0.049177,0.00852,NA,map
13494,27973,7769,0.050961,0.012166,NA,map
13390,27961,7770,0.04666,0.015318,NA,map
13286,27950,7770,0.048587,0.00435,NA,map
13182,27938,7771,0.053869,0.01092,NA,map
13078,27927,7772,0.040538,0.010901,NA,map
12974,27916,7773,0.052905,0.013046,NA,map
12869,27904,7774,0.041319,0.009515,NA,map
12765,27893,7775,0.059557,0.003775,NA,map
12661,27882,7776,0.053139,0.008798,NA,map
13788,27935,7771,0.048843,0.015466,NA,map
13681,27922,7772,0.040902,0.007735,NA,map
13574,27908,7773,0.048019,0.016254,NA,map
13468,27895,7774,0.048268,0.006793,NA,map
13361,27882,7775,0.054864,0.013162,NA,map
13254,27868,7776,0.048574,0.016817,NA,map
13147,27855,7777,0.05051,0.010288,NA,map
13040,27841,7778,0.050254,0.009256,NA,map
12934,27828,7779,0.051376,0.009569,NA,map
12827,27814,7780,0.070329,0.012067,NA,map
12720,27801,7781,0.052731,0.005912,NA,map
13882,27877,7774,0.05655,0.012391,NA,map
13781,27862,7776,0.040642,0.004132,NA,map
13680,27848,7777,0.041994,0.007765,NA,map
13579,27834,7778,0.037456,0.002053,NA,map
13478,27819,7779,0.049387,0.008919,NA,map
13377,27805,7780,0.049437,0.00854,NA,map
13276,27791,7781,0.050962,0.008966,NA,map
13175,27776,7782,0.050394,0.013691,NA,map
13074,27762,7783,0.047948,0.014197,NA,map
12973,27748,7784,0.043159,0.012586,NA,map
12872,27733,7785,0.054785,0.011782,NA,map
12771,27719,7786,0.045865,0.008102,NA,map
14074,27834,7777,0.074445,0.005466,NA,map
13970,27818,7778,0.104297,0.039384,NA,map
13867,27801,7779,0.041353,0.008773,NA,map
13763,27785,7781,0.048001,0.00814,NA,map
13659,27769,7782,0.050076,0.016787,NA,map
13555,27752,7783,0.05313,0.010768,NA,map
13452,27736,7784,0.046858,0.009107,NA,map
13348,27720,7785,0.047946,0.010377,NA,map
13244,27703,7787,0.055696,0.013391,NA,map
13141,27687,7788,0.038853,0.012068,NA,map
13037,27671,7789,0.050624,0.031404,NA,map
12933,27654,7790,0.051949,0.008258,NA,map
12829,27638,7791,0.043363,0.011344,NA,map
14066,27760,7782,0.077399,0.008014,NA,map
13967,27743,7783,0.039125,0.016328,NA,map
13869,27726,7784,0.034307,0.004089,NA,map
13770,27709,7786,0.048347,0.014553,NA,map
13671,27692,7787,0.052468,0.016238,NA,map
13572,27675,7788,0.049351,0.009447,NA,map
13473,27658,7789,0.046874,0.007987,NA,map
13375,27641,7790,0.044344,0.014645,NA,map
13276,27624,7792,0.054283,0.015574,NA,map
13177,27607,7793,0.051716,0.026746,NA,map
13078,27590,7794,0.051303,0.028861,NA,map
12979,27573,7795,0.078501,0.039765,NA,map
12881,27556,7796,0.041096,0.009125,NA,map
14256,27720,7784,0.078866,0.009479,NA,map
14155,27701,7786,0.125539,0.017408,NA,map
14053,27682,7787,0.045974,0.010212,NA,map
13952,27663,7788,0.048321,0.00936,NA,map
13851,27644,7790,0.053819,0.012482,NA,map
13750,27625,7791,0.055449,0.016746,NA,map
13648,27607,7792,0.052135,0.011832,NA,map
13547,27588,7794,0.047613,0.01398,NA,map
13446,27569,7795,0.056534,0.013611,NA,map
13344,27550,7796,0.043644,0.010091,NA,map
13243,27531,7798,0.0677,0.027,NA,map
13142,27513,7799,0.040161,0.009911,NA,map
13041,27494,7800,0.052076,0.012251,NA,map
12939,27475,7802,0.04882,0.014863,NA,map
14243,27642,7789,0.041357,0.012293,NA,map
14139,27621,7791,0.055602,0.017109,NA,map
14036,27600,7792,0.05265,0.020032,NA,map
13932,27580,7794,0.049156,0.011515,NA,map
13828,27559,7795,0.048018,0.010865,NA,map
13724,27539,7797,0.051398,0.010049,NA,map
