88,-10075,11022,0.677937,0.03241
168,-10064,11023,0.72204,0.137426
247,-10053,11024,0.718828,0.035901
327,-10042,11025,0.587124,0.032254
407,-10031,11026,0.663017,0.062603
486,-10019,11027,0.617323,0.051387
566,-10008,11028,0.316525,0.015987
646,-9997,11029,0.942369,0.118954
725,-9986,11030,0.676345,0.034053
805,-9975,11031,0.542335,0.016071
880,-9938,11031,0.455629,0.021791
956,-9901,11031,0.643302,0.068774
1031,-9864,11031,0.439081,0.039659
1106,-9828,11031,0.75494,0.090881
1182,-9791,11031,0.522607,0.041472
1257,-9754,11031,0.930311,0.067352
1314,-9705,11030,0.548915,0.044537
1371,-9657,11030,0.49097,0.052919
1429,-9608,11029,0.996164,0.089838
1486,-9560,11028,0.705445,0.038592
1543,-9511,11027,0.557105,0.027221
1600,-9456,11027,0.533618,0.063508
1656,-9402,11026,1.016027,0.060146
1713,-9347,11025,0.706031,0.048509
1769,-9293,11024,0.953572,0.126588
1826,-9238,11023,0.699253,0.076595
1904,-9218,11023,0.4381,0.029585
1981,-9197,11024,0.557765,0.045524
2059,-9177,11025,0.802629,0.078501
2136,-9156,11025,0.665034,0.095269
2214,-9136,11026,0.688893,0.069644
2295,-9107,11026,0.514818,0.058759
2377,-9079,11027,0.447582,0.042586
2458,-9050,11027,0.399812,0.013905
2539,-9021,11028,0.433986,0.042507
2621,-8993,11028,0.944231,0.176396
2702,-8964,11028,0.464828,0.039075
2766,-8921,11028,0.272727,0.012733
2830,-8878,11028,0.371865,0.036638
2894,-8835,11027,0.328712,0.033079
2957,-8792,11027,0.296535,0.037299
3021,-8749,11026,0.24176,0.061655
3085,-8706,11026,0.243578,0.023194
3149,-8663,11025,0.328224,0.038089
3213,-8620,11025,0.278139,0.045005
3277,-8577,11025,0.231426,0.020171
3340,-8534,11024,0.267941,0.0312
3404,-8491,11024,0.292373,0.027962
3468,-8448,11023,0.329221,0.038137
3532,-8405,11023,0.328756,0.00931
3605,-8384,11023,0.401089,0.037107
3678,-8363,11024,0.438958,0.150628
3750,-8342,11025,0.465765,0.129387
3823,-8321,11025,0.645324,0.18146
3896,-8300,11026,0.495871,0.114768
3968,-8278,11026,0.604076,0.103277
4041,-8257,11027,0.501164,0.054922
4114,-8236,11027,0.588028,0.08471
4187,-8215,11028,0.433957,0.008425
4260,-8194,11028,0.600787,0.160258
4332,-8173,11029,0.664565,0.180632
4405,-8152,11029,0.5045,0.168243
4463,-8099,11028,0.40767,0.049534
4520,-8046,11028,0.318183,0.0359
4578,-7993,11027,0.485078,0.098274
4635,-7940,11026,0.467659,0.053508
4693,-7887,11025,0.395312,0.122169
4750,-7834,11024,0.368426,0.029025
4808,-7781,11023,0.293259,0.04307
4874,-7740,11023,0.399252,0.086638
4941,-7700,11023,0.33299,0.016725
5008,-7659,11022,0.334932,0.02371
5074,-7619,11022,0.450376,0.029561
5140,-7578,11022,0.474934,0.024622
5207,-7538,11021,0.551621,0.048288
5274,-7498,11021,0.510769,0.025745
5340,-7457,11021,0.669877,0.060388
5406,-7416,11021,0.524496,0.030588
5473,-7376,11020,0.522954,0.056386
5540,-7336,11020,0.479601,0.019687
5606,-7295,11020,0.498783,0.056788
5682,-7241,11019,0.399269,0.061463
5758,-7187,11019,0.359149,0.033395
5833,-7133,11018,0.392793,0.05527
5909,-7079,11017,0.469451,0.064472
5960,-7018,11016,0.523779,0.089542
6011,-6957,11015,0.450059,0.018795
6062,-6896,11013,0.480019,0.063902
6112,-6836,11012,0.467509,0.032669
6163,-6775,11011,0.568697,0.096665
6214,-6714,11010,0.594417,0.084841
6265,-6653,11008,0.532282,0.016434
6333,-6617,11008,0.610355,0.21122
6400,-6581,11008,0.402626,0.064998
6468,-6545,11008,0.549772,0.027904
6535,-6508,11008,0.512562,0.061794
6603,-6472,11008,0.439043,0.097415
6670,-6436,11008,0.390707,0.050286
6738,-6400,11008,0.722185,0.331984
6788,-6342,11006,0.473047,0.16525
6838,-6284,11005,0.388469,0.008467
6889,-6226,11004,0.388336,0.070303
6939,-6168,11003,0.498158,0.070958
6978,-6095,11001,0.456984,0.073235
7018,-6023,10999,0.385444,0.030617
7057,-5950,10997,0.402912,0.001063
7096,-5877,10995,0.396216,0.026238
7136,-5805,10993,0.387749,0.023614
7175,-5732,10991,0.45851,0.026993
7215,-5660,10989,0.356962,0.040771
7254,-5587,10987,0.359472,0.019158
7325,-5520,10986,0.37627,0.03212
7396,-5452,10985,0.351092,0.019596
7467,-5385,10984,0.361119,0.044034
7526,-5334,10983,0.324962,0.05139
7586,-5284,10982,0.317514,0.028347
7645,-5233,10982,0.302189,0.023532
7704,-5183,10981,0.324159,0.026403
7763,-5132,10980,0.305068,0.01414
7823,-5082,10979,0.310153,0.028365
7882,-5031,10978,0.297387,0.022993
7937,-4972,10977,0.287022,0.020505
7991,-4912,10976,0.299192,0.021365
8046,-4853,10975,0.288748,0.017847
8101,-4793,10974,0.297991,0.028246
8155,-4734,10973,0.328205,0.021966
8210,-4674,10971,0.324438,0.029493
8265,-4615,10970,0.349628,0.026097
8319,-4555,10969,0.327757,0.011514
8374,-4496,10968,0.319774,0.012994
8439,-4453,10968,0.330358,0.028526
8505,-4410,10967,0.338395,0.026933
8570,-4367,10967,0.333158,0.017028
8636,-4325,10966,0.333283,0.011131
8701,-4282,10966,0.353757,0.031602
8767,-4239,10966,0.296698,0.017302
8832,-4196,10965,0.31374,0.018553
8898,-4153,10965,0.339321,0.020942
8963,-4110,10964,0.314816,0.019785
9029,-4068,10964,0.339232,0.02384
9094,-4025,10964,0.335587,0.007868
9160,-3982,10963,0.369821,0.034283
9225,-3939,10963,0.354498,0.030781
9279,-3881,10962,0.350769,0.040612
9333,-3823,10961,0.326286,0.033308
9387,-3765,10960,0.335036,0.027748
9441,-3707,10958,0.349829,0.02437
9495,-3649,10957,0.326014,0.017619
9550,-3592,10956,0.330182,0.023493
9604,-3534,10955,0.314057,0.033523
9658,-3476,10954,0.334433,0.031505
9712,-3418,10953,0.342617,0.034202
9766,-3360,10952,0.344863,0.029616
9820,-3302,10951,0.368055,0.021334
9875,-3249,10950,0.401845,0.031561
9929,-3195,10949,0.439193,0.022446
9984,-3142,10948,0.43429,0.027167
10038,-3089,10947,0.535829,0.049314
10093,-3036,10946,0.647651,0.055826
10147,-2982,10945,0.44496,0.129095
10202,-2929,10944,0.093655,0.031575
10256,-2876,10943,0.064575,0.00838
10311,-2823,10942,0.062098,0.010963
10365,-2769,10941,0.076508,0.023461
10420,-2716,10940,0.067792,0.006528
10487,-2672,10940,0.06946,0.02252
10553,-2627,10939,0.113386,0.059861
10620,-2583,10939,0.083331,0.021989
10686,-2538,10938,0.0619,0.011045
10753,-2494,10938,0.066308,0.009241
10820,-2450,10938,0.05858,0.013548
10886,-2405,10937,0.074155,0.013687
10953,-2361,10937,0.131448,0.051419
11009,-2309,10936,0.100441,0.026517
11065,-2256,10935,0.132308,0.046544
11121,-2204,10934,0.096432,0.022909
11177,-2151,10933,0.108158,0.028742
11233,-2099,10932,0.124675,0.049891
11289,-2046,10931,0.119751,0.027135
11345,-1994,10930,0.064882,0.010927
11401,-1941,10930,0.060244,0.016597
11457,-1889,10929,0.058028,0.003607
11526,-1836,10928,0.070199,0.008683
11595,-1783,10927,0.069377,0.023099
11664,-1730,10927,0.080384,0.023398
11733,-1677,10926,0.089708,0.021752
11802,-1624,10925,0.122998,0.040528
11846,-1542,10923,0.109382,0.052679
11891,-1461,10921,0.168801,0.033867
11935,-1379,10919,0.157687,0.043551
11984,-1318,10917,0.14629,0.03396
12033,-1258,10916,0.105891,0.022992
12082,-1197,10915,0.096273,0.017393
12132,-1136,10913,0.073313,0.026679
12181,-1076,10912,0.062812,0.015176
12230,-1015,10911,0.088455,0.023468
12279,-954,10910,0.097818,0.050226
12328,-894,10908,0.108184,0.03781
12377,-833,10907,0.082183,0.049963
12426,-772,10906,0.092579,0.043875
12475,-712,10904,0.106084,0.043817
12525,-651,10903,0.119641,0.030597
12574,-590,10902,0.103117,0.049911
12623,-530,10900,0.106888,0.023475
12672,-469,10899,0.145618,0.021919
12724,-403,10898,0.264699,0.1447
12776,-336,10896,0.208477,0.10113
12828,-270,10895,0.102583,0.019342
12879,-204,10893,0.082627,0.022115
12931,-137,10892,0.115153,0.040596
12983,-71,10890,0.110428,0.016776
11803,-53,10869,0.10494,0.039895
11747,-106,10869,0.055595,0.013211
11691,-160,10870,0.066533,0.016546
11634,-213,10871,0.109006,0.034018
11578,-266,10872,0.145076,0.055692
11522,-319,10873,0.080012,0.019024
11466,-372,10874,0.057303,0.023799
11410,-425,10875,0.050007,0.017867
11354,-479,10876,0.07448,0.032454
11298,-532,10877,0.055307,0.008091
11241,-585,10878,0.086012,0.019003
11185,-638,10879,0.077602,0.026452
11129,-691,10880,0.063309,0.025395
11073,-744,10881,0.052718,0.011352
11017,-798,10881,0.065805,0.032561
10961,-851,10882,0.055099,0.007412
