X,Y,Z,MgCa,Err
9593.000000,17818.000000,5880.000000,0.011498,NaN
9593.000000,17870.000000,5883.000000,0.011043,NaN
9593.000000,17921.000000,5885.000000,0.011961,NaN
9593.000000,17972.000000,5887.000000,0.011387,NaN
9592.000000,18024.000000,5889.000000,0.011285,NaN
9590.000000,18076.000000,5891.000000,0.012284,NaN
9589.000000,18128.000000,5894.000000,0.010663,NaN
9588.000000,18180.000000,5896.000000,0.009932,NaN
9587.000000,18231.000000,5898.000000,0.012009,NaN
9585.000000,18283.000000,5900.000000,0.010673,NaN
9584.000000,18335.000000,5902.000000,0.011889,NaN
9583.000000,18387.000000,5905.000000,0.010823,NaN
9581.000000,18439.000000,5907.000000,0.010930,NaN
9580.000000,18491.000000,5909.000000,0.011481,NaN
9579.000000,18543.000000,5911.000000,0.012413,NaN
9578.000000,18595.000000,5914.000000,0.011887,NaN
9576.000000,18646.000000,5916.000000,0.009907,NaN
9575.000000,18698.000000,5918.000000,0.011335,NaN
9574.000000,18750.000000,5920.000000,0.011126,NaN
9573.000000,18802.000000,5922.000000,0.011881,NaN
9571.000000,18854.000000,5925.000000,0.011189,NaN
9570.000000,18906.000000,5927.000000,0.012382,NaN
9569.000000,18958.000000,5929.000000,0.013395,NaN
9567.000000,19010.000000,5931.000000,0.012394,NaN
9566.000000,19061.000000,5933.000000,0.014456,NaN
9565.000000,19113.000000,5936.000000,0.012599,NaN
9564.000000,19165.000000,5938.000000,0.023717,NaN
9562.000000,19217.000000,5940.000000,0.014353,NaN
9561.000000,19269.000000,5942.000000,0.012548,NaN
9556.000000,19320.000000,5945.000000,0.014565,NaN
9551.000000,19372.000000,5947.000000,0.028405,NaN
9546.000000,19423.000000,5949.000000,0.023876,NaN
9541.000000,19475.000000,5951.000000,0.029502,NaN
9536.000000,19526.000000,5953.000000,0.019410,NaN
9531.000000,19578.000000,5955.000000,0.027005,NaN
9526.000000,19629.000000,5958.000000,0.023832,NaN
9521.000000,19680.000000,5960.000000,0.027947,NaN
9516.000000,19732.000000,5962.000000,0.046901,NaN
9510.000000,19783.000000,5964.000000,0.074252,NaN
9505.000000,19835.000000,5966.000000,0.077302,NaN
9500.000000,19886.000000,5968.000000,0.070840,NaN
9495.000000,19937.000000,5971.000000,0.063168,NaN
9490.000000,19989.000000,5973.000000,0.099508,NaN
9485.000000,20040.000000,5975.000000,0.076554,NaN
9480.000000,20092.000000,5977.000000,0.140952,NaN
9475.000000,20143.000000,5979.000000,0.114747,NaN
9470.000000,20195.000000,5981.000000,0.118073,NaN
9465.000000,20246.000000,5984.000000,0.124162,NaN
9457.000000,20297.000000,5986.000000,0.147052,NaN
9449.000000,20348.000000,5988.000000,0.152527,NaN
9441.000000,20398.000000,5990.000000,0.148355,NaN
9433.000000,20449.000000,5992.000000,0.147301,NaN
9425.000000,20500.000000,5994.000000,0.146580,NaN
9417.000000,20551.000000,5996.000000,0.133237,NaN
9409.000000,20602.000000,5999.000000,0.147049,NaN
9401.000000,20652.000000,6001.000000,0.155001,NaN
9393.000000,20703.000000,6003.000000,0.159843,NaN
9385.000000,20754.000000,6005.000000,0.160843,NaN
9377.000000,20805.000000,6007.000000,0.189345,NaN
9369.000000,20856.000000,6009.000000,0.184805,NaN
9360.000000,20906.000000,6011.000000,0.181929,NaN
9352.000000,20957.000000,6013.000000,0.183533,NaN
9344.000000,21008.000000,6016.000000,0.190962,NaN
9336.000000,21059.000000,6018.000000,0.183210,NaN
9328.000000,21110.000000,6020.000000,0.185243,NaN
9320.000000,21160.000000,6022.000000,0.181032,NaN
9312.000000,21211.000000,6024.000000,0.189521,NaN
9304.000000,21262.000000,6026.000000,0.181795,NaN
9296.000000,21313.000000,6028.000000,0.188627,NaN
9288.000000,21364.000000,6030.000000,0.189476,NaN
9280.000000,21414.000000,6033.000000,0.183037,NaN
9272.000000,21465.000000,6035.000000,0.177105,NaN
9264.000000,21516.000000,6037.000000,0.188691,NaN
9251.000000,21565.000000,6039.000000,0.173271,NaN
9238.000000,21613.000000,6041.000000,0.184886,NaN
9225.000000,21662.000000,6043.000000,0.170967,NaN
9212.000000,21710.000000,6045.000000,0.175128,NaN
9199.000000,21759.000000,6047.000000,0.171218,NaN
9186.000000,21807.000000,6049.000000,0.168640,NaN
9173.000000,21856.000000,6051.000000,0.174246,NaN
9160.000000,21904.000000,6053.000000,0.169844,NaN
9147.000000,21953.000000,6055.000000,0.177990,NaN
9134.000000,22001.000000,6057.000000,0.164604,NaN
9121.000000,22050.000000,6059.000000,0.199552,NaN
9108.000000,22098.000000,6061.000000,0.174323,NaN
9095.000000,22147.000000,6063.000000,0.170318,NaN
9082.000000,22196.000000,6065.000000,0.175271,NaN
9069.000000,22244.000000,6067.000000,0.169618,NaN
9056.000000,22293.000000,6069.000000,0.175616,NaN
9043.000000,22341.000000,6071.000000,0.171777,NaN
9030.000000,22390.000000,6073.000000,0.176097,NaN
9017.000000,22438.000000,6075.000000,0.168408,NaN
9004.000000,22487.000000,6077.000000,0.166067,NaN
8991.000000,22535.000000,6079.000000,0.172436,NaN
8978.000000,22584.000000,6081.000000,0.176811,NaN
8965.000000,22632.000000,6083.000000,0.175744,NaN
8952.000000,22681.000000,6085.000000,0.166187,NaN
8939.000000,22729.000000,6087.000000,0.163630,NaN
8926.000000,22778.000000,6089.000000,0.154210,NaN
8911.000000,22826.000000,6091.000000,0.158228,NaN
8896.000000,22875.000000,6093.000000,0.149722,NaN
8880.000000,22923.000000,6095.000000,0.152078,NaN
8865.000000,22971.000000,6097.000000,0.157003,NaN
8850.000000,23020.000000,6099.000000,0.152474,NaN
8835.000000,23068.000000,6101.000000,0.153490,NaN
8820.000000,23116.000000,6103.000000,0.158516,NaN
8805.000000,23165.000000,6105.000000,0.155217,NaN
8790.000000,23213.000000,6107.000000,0.158258,NaN
8774.000000,23261.000000,6109.000000,0.162513,NaN
8759.000000,23310.000000,6111.000000,0.156131,NaN
8744.000000,23358.000000,6113.000000,0.157250,NaN
8729.000000,23406.000000,6115.000000,0.160320,NaN
8714.000000,23455.000000,6117.000000,0.163191,NaN
8699.000000,23503.000000,6119.000000,0.163095,NaN
8683.000000,23551.000000,6121.000000,0.168056,NaN
8668.000000,23600.000000,6123.000000,0.181388,NaN
8653.000000,23648.000000,6125.000000,0.171627,NaN
8639.000000,23696.000000,6126.000000,0.167155,NaN
8626.000000,23744.000000,6128.000000,0.180094,NaN
8612.000000,23792.000000,6130.000000,0.174045,NaN
8598.000000,23840.000000,6132.000000,0.171689,NaN
8584.000000,23888.000000,6134.000000,0.179372,NaN
8571.000000,23937.000000,6136.000000,0.172957,NaN
8557.000000,23985.000000,6138.000000,0.171434,NaN
8543.000000,24033.000000,6140.000000,0.174286,NaN
8530.000000,24081.000000,6142.000000,0.188664,NaN
8516.000000,24129.000000,6144.000000,0.175807,NaN
8499.000000,24176.000000,6146.000000,0.168673,NaN
8481.000000,24224.000000,6148.000000,0.175097,NaN
8464.000000,24271.000000,6150.000000,0.172672,NaN
8446.000000,24319.000000,6152.000000,0.179312,NaN
8429.000000,24366.000000,6154.000000,0.172529,NaN
8412.000000,24414.000000,6156.000000,0.175282,NaN
