y,x,z,mg_ca,st_dev,dist,sample_mode
17044,222,7925,0.427264,0.138078,NA,map
17117,301,7920,0.61276,0.171968,NA,map
17190,380,7915,0.857663,0.153453,NA,map
17262,459,7910,0.849095,0.231067,NA,map
17335,538,7905,0.897232,0.236373,NA,map
17382,644,7899,1.161121,0.224187,NA,map
17430,749,7894,0.87724,0.473192,NA,map
17477,855,7888,0.960638,0.314076,NA,map
17560,917,7884,0.700068,0.220058,NA,map
17644,979,7879,0.628789,0.085848,NA,map
17727,1040,7874,0.884138,0.307942,NA,map
17810,1102,7869,0.783666,0.205985,NA,map
17894,1164,7865,1.321291,1.145495,NA,map
17977,1226,7860,0.764445,0.386904,NA,map
18060,1287,7855,0.884595,0.453727,NA,map
18144,1349,7851,0.817985,0.237725,NA,map
18227,1411,7846,0.970825,0.187464,NA,map
18292,1489,7841,1.055466,0.244536,NA,map
18358,1566,7836,1.03278,0.156885,NA,map
18423,1644,7832,1.014679,0.273949,NA,map
18488,1722,7827,0.918655,0.243609,NA,map
18553,1800,7822,1.106561,0.414185,NA,map
18618,1878,7817,0.611593,0.173068,NA,map
18684,1955,7812,0.394037,0.075703,NA,map
18749,2033,7807,0.527991,0.155693,NA,map
18814,2122,7802,0.581496,0.336879,NA,map
18879,2211,7797,0.835355,0.21113,NA,map
18944,2300,7792,0.733064,0.247642,NA,map
19008,2388,7786,1.214569,1.04311,NA,map
19073,2477,7781,0.963006,0.215345,NA,map
19138,2566,7776,0.835271,0.249455,NA,map
19188,2662,7771,0.862208,0.214412,NA,map
19238,2757,7766,0.841667,0.167705,NA,map
19288,2853,7761,1.034676,0.230058,NA,map
19363,2957,7754,0.948658,0.134786,NA,map
19438,3061,7748,0.949502,0.209186,NA,map
19512,3132,7744,0.706991,0.426992,NA,map
19586,3204,7739,0.678405,0.329767,NA,map
19661,3275,7734,0.882211,0.295388,NA,map
19735,3346,7729,0.7147,0.235593,NA,map
19830,3416,7724,0.613374,0.20833,NA,map
19926,3487,7718,0.702571,0.065962,NA,map
20021,3557,7713,0.786557,0.125122,NA,map
20117,3628,7708,0.754584,0.311933,NA,map
20212,3698,7702,1.039683,0.206902,NA,map
20287,3783,7697,1.245676,0.262437,NA,map
20362,3868,7691,1.002722,0.317859,NA,map
20420,3972,7686,0.880633,0.437973,NA,map
20478,4076,7680,1.012882,0.275353,NA,map
20536,4180,7674,1.065915,0.481485,NA,map
20594,4284,7669,0.887675,0.230408,NA,map
20652,4388,7663,0.994144,0.284992,NA,map
20677,4486,7659,1.141905,0.273481,NA,map
20702,4584,7654,1.050812,0.475782,NA,map
20727,4682,7650,1.357722,0.734369,NA,map
20752,4780,7645,0.8383,0.408569,NA,map
20777,4878,7641,0.796078,0.424924,NA,map
20802,4976,7636,0.860955,0.218936,NA,map
20802,5123,7630,1.180625,0.46197,NA,map
20802,5270,7625,0.402626,0.116166,NA,map
20880,5350,7619,0.906263,0.244471,NA,map
20958,5430,7614,0.873584,0.179078,NA,map
21036,5510,7609,1.012487,0.42636,NA,map
21114,5591,7604,0.878651,0.055758,NA,map
21192,5671,7598,1.067669,0.167726,NA,map
21270,5751,7593,0.985521,0.317177,NA,map
21319,5852,7588,0.312606,0.041079,NA,map
21368,5953,7582,0.430819,0.191967,NA,map
21416,6053,7577,1.187453,0.916987,NA,map
21465,6154,7572,0.586911,0.301969,NA,map
21508,6257,7567,0.928743,0.502132,NA,map
21551,6360,7562,0.532291,0.180901,NA,map
21594,6463,7556,0.511337,0.315002,NA,map
21637,6565,7551,1.043254,0.300346,NA,map
21680,6668,7546,1.242453,0.443512,NA,map
21723,6771,7541,1.363511,0.666111,NA,map
21766,6874,7536,1.108658,0.361357,NA,map
21785,6976,7531,1.144818,0.125401,NA,map
21804,7078,7527,1.0054,0.348721,NA,map
21822,7181,7522,0.887901,0.179179,NA,map
21841,7283,7518,0.507842,0.226061,NA,map
21860,7385,7513,0.783492,0.257683,NA,map
21878,7488,7509,0.466473,0.134724,NA,map
21897,7590,7504,0.963921,0.381665,NA,map
21916,7692,7500,1.020112,0.274205,NA,map
21962,7784,7495,0.729439,0.380589,NA,map
22007,7877,7490,0.920292,0.151309,NA,map
22053,7969,7485,1.128378,0.564041,NA,map
22099,8061,7480,1.086061,0.28041,NA,map
22145,8154,7475,1.143454,0.211521,NA,map
22190,8246,7470,0.936699,0.136055,NA,map
22236,8339,7465,0.797899,0.188763,NA,map
22282,8431,7461,1.043123,0.316348,NA,map
22328,8523,7456,1.181131,0.272002,NA,map
22373,8616,7451,1.108379,0.260937,NA,map
22419,8708,7446,0.92119,0.139277,NA,map
22440,8809,7442,1.02332,0.397902,NA,map
22462,8911,7437,1.01728,0.331371,NA,map
22483,9012,7432,1.110278,0.261708,NA,map
22505,9114,7428,1.230303,0.233353,NA,map
22526,9215,7423,1.450057,0.958407,NA,map
22548,9317,7419,0.958965,0.215704,NA,map
22569,9418,7414,1.153016,0.364939,NA,map
22569,9519,7410,0.340535,0.189385,NA,map
22569,9621,7406,0.175062,0.102001,NA,map
22569,9722,7402,0.055905,0.017772,NA,map
22569,9824,7398,0.104899,0.034133,NA,map
22569,9925,7394,0.190974,0.081,NA,map
22569,10027,7390,0.079508,0.028843,NA,map
22569,10128,7387,0.122699,0.076209,NA,map
22569,10230,7383,0.457845,0.312228,NA,map
22569,10331,7379,0.255364,0.0779,NA,map
22509,10412,7377,0.268836,0.092116,NA,map
22449,10494,7376,0.311573,0.084438,NA,map
22389,10575,7374,0.231026,0.037791,NA,map
22329,10656,7373,0.179766,0.08557,NA,map
22269,10737,7371,0.429023,0.286189,NA,map
22209,10818,7370,0.597818,0.175298,NA,map
22149,10900,7368,0.250836,0.117855,NA,map
22089,10981,7366,0.086023,0.018956,NA,map
22029,11062,7365,0.316296,0.052437,NA,map
21969,11144,7363,0.568895,0.305704,NA,map
21909,11225,7362,0.277145,0.163442,NA,map
21849,11306,7360,0.478237,0.077468,NA,map
21797,11392,7358,0.574638,0.240797,NA,map
21746,11479,7356,1.063057,0.408481,NA,map
21694,11565,7355,1.282441,0.817112,NA,map
21643,11651,7353,0.902389,0.240324,NA,map
21591,11737,7351,1.027803,0.465091,NA,map
21540,11824,7349,1.063442,0.511767,NA,map
21488,11910,7347,1.054808,0.282825,NA,map
21436,11996,7345,1.116002,0.254648,NA,map
21385,12083,7343,0.641045,0.36703,NA,map
21333,12169,7341,1.020805,0.442779,NA,map
21282,12255,7339,0.266067,0.141811,NA,map
21230,12341,7337,0.495789,0.175497,NA,map
21179,12428,7335,1.061807,0.40868,NA,map
21127,12514,7333,0.669753,0.365941,NA,map
21091,12609,7330,1.156126,0.26939,NA,map
21054,12705,7328,1.163663,0.470072,NA,map
21018,12800,7325,0.77552,0.34347,NA,map
20982,12895,7322,0.819711,0.301963,NA,map
20946,12991,7319,0.948195,0.295909,NA,map
20909,13086,7317,0.779864,0.307329,NA,map
20873,13182,7314,0.32018,0.031862,NA,map
20837,13277,7311,0.668804,0.216251,NA,map
20801,13372,7309,0.259397,0.061327,NA,map
20764,13468,7306,0.264918,0.079467,NA,map
20728,13563,7303,0.138189,0.046617,NA,map
20669,13648,7301,0.591663,0.209981,NA,map
20609,13732,7300,0.735179,0.307117,NA,map
20550,13817,7298,2.047476,1.042261,NA,map
20490,13901,7297,0.963931,0.598358,NA,map
20431,13986,7295,1.211943,0.172465,NA,map
20371,14070,7293,0.889305,0.162435,NA,map
20312,14155,7292,0.77814,0.237645,NA,map
20252,14239,7290,0.974478,0.712276,NA,map
20193,14324,7288,0.887196,0.239029,NA,map
20133,14408,7287,0.34171,0.101637,NA,map
20074,14493,7285,0.218787,0.078003,NA,map
20010,14581,7283,0.3106,0.07221,NA,map
19946,14668,7282,0.266465,0.049611,NA,map
19882,14756,7280,0.186145,0.079023,NA,map
19818,14843,7278,0.225255,0.079429,NA,map
19754,14931,7277,0.124247,0.01835,NA,map
19689,15019,7275,0.115781,0.090124,NA,map
19625,15106,7273,0.092743,0.031329,NA,map
19561,15194,7272,0.065581,0.006503,NA,map
19497,15281,7270,0.205012,0.04753,NA,map
19433,15369,7268,0.117688,0.014599000000000001,NA,map
19396,15467,7266,0.915487,0.657064,NA,map
19360,15565,7263,0.928947,0.258621,NA,map
19323,15663,7260,1.309857,0.644968,NA,map
19286,15761,7257,1.446261,1.100238,NA,map
19249,15859,7254,0.796305,0.116509,NA,map
19213,15957,7251,1.098235,0.284138,NA,map
19176,16055,7249,0.670505,0.510774,NA,map
19139,16153,7246,0.927477,0.766165,NA,map
19103,16251,7243,0.542967,0.226049,NA,map
19066,16349,7240,0.927407,0.224423,NA,map
19029,16447,7237,0.843266,0.182034,NA,map
18992,16545,7235,1.147281,0.529324,NA,map
18956,16643,7232,0.740883,0.197905,NA,map
18919,16741,7229,0.611588,0.331117,NA,map
18882,16845,7226,0.745276,0.22183,NA,map
18844,16948,7223,0.432886,0.107927,NA,map
18806,17052,7220,0.441507,0.154597,NA,map
18769,17156,7217,0.214259,0.115196,NA,map
18732,17260,7214,0.249539,0.131823,NA,map
18694,17364,7211,0.16045,0.05355,NA,map
18656,17467,7208,0.099908,0.062625,NA,map
18619,17571,7205,0.97267,0.525765,NA,map
18592,17675,7202,0.729966,0.160747,NA,map
18565,17779,7198,0.729243,0.253606,NA,map
18538,17883,7195,0.908889,0.244307,NA,map
18511,17987,7192,1.548379,2.03798,NA,map
18484,18090,7188,0.244181,0.086578,NA,map
18458,18194,7185,0.176093,0.075514,NA,map
18431,18298,7182,0.306762,0.07933,NA,map
18404,18402,7178,0.617325,0.185071,NA,map
18377,18506,7175,0.276313,0.072517,NA,map
18350,18610,7172,0.513409,0.152092,NA,map
18289,18690,7170,0.364305,0.134625,NA,map
18228,18770,7169,0.202312,0.078768,NA,map
18167,18850,7167,0.142056,0.034571,NA,map
18106,18929,7166,0.264253,0.05123,NA,map
18045,19009,7165,0.20146,0.069668,NA,map
17984,19089,7163,0.177149,0.029048,NA,map
17923,19169,7162,0.461202,0.048804,NA,map
17862,19249,7160,0.503467,0.12653,NA,map
17775,19314,7160,0.177597,0.044278,NA,map
17687,19379,7160,0.156642,0.037304,NA,map
17600,19444,7160,0.145037,0.039635,NA,map
17513,19509,7160,0.098922,0.048112,NA,map
17425,19575,7159,0.110049,0.049659,NA,map
17338,19640,7159,0.220916,0.118195,NA,map
17251,19705,7159,0.199717,0.077758,NA,map
17163,19770,7159,0.183343,0.106376,NA,map
17076,19835,7159,0.139437,0.129969,NA,map
17017,19927,7157,0.135295,0.058859,NA,map
16958,20020,7155,0.63508,0.110814,NA,map
16899,20112,7153,0.664109,0.170974,NA,map
16841,20205,7151,0.924068,0.364856,NA,map
16782,20297,7149,0.414348,0.140145,NA,map
16723,20390,7147,0.678066,0.259495,NA,map
16664,20482,7145,0.513513,0.284896,NA,map
16615,20583,7142,0.318159,0.130456,NA,map
16566,20684,7140,0.396626,0.04153,NA,map
16517,20785,7137,0.327565,0.02341,NA,map
16467,20886,7135,0.349874,0.053131,NA,map
16418,20987,7132,0.427978,0.049518,NA,map
16369,21088,7129,0.495618,0.130023,NA,map
16320,21189,7127,0.542402,0.252717,NA,map
16233,21263,7126,0.662317,0.189072,NA,map
16147,21336,7126,0.894948,0.201189,NA,map
16060,21410,7125,0.362449,0.084834,NA,map
15974,21483,7125,0.331455,0.046994,NA,map
15887,21557,7124,0.305713,0.064518,NA,map
15801,21630,7124,0.332286,0.074843,NA,map
15714,21704,7123,0.326815,0.070308,NA,map
15633,21775,7123,0.497883,0.125487,NA,map
15552,21847,7122,0.376798,0.132614,NA,map
15471,21918,7122,0.400542,0.073754,NA,map
15390,21990,7121,0.399465,0.125224,NA,map
15309,22061,7121,0.339583,0.046313,NA,map
15228,22132,7120,0.502367,0.18145,NA,map
15147,22204,7120,0.634084,0.433697,NA,map
15066,22275,7119,0.590975,0.080328,NA,map
14985,22347,7118,0.411936,0.10965,NA,map
14904,22418,7118,0.884642,0.446857,NA,map
14835,22501,7117,1.161285,0.661164,NA,map
14766,22584,7115,0.506318,0.099098,NA,map
14696,22668,7114,0.95309,0.120883,NA,map
14627,22751,7113,0.50388,0.076703,NA,map
14558,22834,7111,0.885452,0.23958,NA,map
14489,22917,7110,0.814913,0.390576,NA,map
14420,23000,7109,0.781957,0.523497,NA,map
14351,23083,7107,0.669913,0.221537,NA,map
14282,23166,7106,0.704615,0.270719,NA,map
14212,23250,7104,0.85758,0.362047,NA,map
14143,23333,7103,1.084643,0.547405,NA,map
14074,23416,7102,0.822707,0.526373,NA,map
13992,23491,7101,0.450676,0.127282,NA,map
13909,23567,7100,0.383947,0.092045,NA,map
13827,23642,7100,0.320218,0.068769,NA,map
13744,23718,7099,0.341456,0.08145,NA,map
13662,23793,7098,0.36613,0.065409,NA,map
13579,23869,7098,0.319723,0.047379,NA,map
13497,23944,7097,0.440616,0.13858,NA,map
13398,23994,7098,0.327036,0.031952,NA,map
13299,24045,7099,0.335277,0.09222,NA,map
13200,24095,7099,0.290646,0.027181,NA,map
13100,24146,7100,0.296536,0.039727,NA,map
13001,24196,7101,0.346037,0.016518,NA,map
12902,24247,7102,0.328212,0.022534,NA,map
12803,24298,7102,0.398433,0.039529,NA,map
12704,24348,7103,0.40985,0.025048,NA,map
12631,24429,7102,0.38104,0.02624,NA,map
12559,24510,7101,0.413945,0.043153,NA,map
12486,24591,7100,0.339942,0.038797,NA,map
12413,24672,7098,0.336084,0.036127,NA,map
12340,24753,7097,0.353437,0.060134,NA,map
12268,24835,7096,0.356082,0.06696,NA,map
12195,24916,7095,0.501624,0.133682,NA,map
12122,24997,7094,0.677282,0.262075,NA,map
12049,25078,7093,0.449383,0.080712,NA,map
11977,25159,7091,0.621523,0.190907,NA,map
11904,25240,7090,0.403178,0.033934,NA,map
11842,25321,7089,0.355225,0.020494,NA,map
11780,25401,7087,0.42603,0.108791,NA,map
11718,25482,7086,0.381391,0.053837,NA,map
11656,25563,7085,0.353022,0.074099,NA,map
11594,25644,7083,0.345769,0.040539,NA,map
11531,25724,7082,0.35001,0.018915,NA,map
11469,25805,7080,0.368446,0.05633,NA,map
11407,25886,7079,0.553538,0.053221,NA,map
11345,25967,7077,0.353383,0.064768,NA,map
11283,26047,7076,0.291386,0.03555,NA,map
11221,26128,7074,0.409253,0.210012,NA,map
11131,26174,7075,0.693432,0.180114,NA,map
11041,26219,7076,0.969364,0.755548,NA,map
10951,26265,7077,1.223048,0.416272,NA,map
10861,26311,7077,1.107387,0.467095,NA,map
10771,26356,7078,1.179394,0.628807,NA,map
10681,26402,7079,0.386898,0.074548,NA,map
10591,26448,7079,0.310599,0.085556,NA,map
10501,26494,7080,0.393819,0.046747,NA,map
10411,26539,7081,0.662849,0.067746,NA,map
10321,26585,7081,0.639262,0.175487,NA,map
10248,26654,7081,1.053281,0.182745,NA,map
10176,26723,7080,0.51525,0.105553,NA,map
10103,26792,7079,0.609587,0.130394,NA,map
10030,26861,7079,0.641315,0.315035,NA,map
9957,26930,7078,1.33331,1.2274640000000001,NA,map
9884,26998,7077,0.567735,0.096838,NA,map
9812,27067,7077,0.912065,0.556916,NA,map
9739,27136,7076,0.719898,0.418187,NA,map
9666,27205,7075,0.534566,0.261228,NA,map
9594,27274,7074,1.013615,0.580341,NA,map
9521,27343,7074,0.636681,0.38182,NA,map
9448,27412,7073,0.554347,0.401479,NA,map
9353,27446,7074,0.831273,0.224838,NA,map
9259,27479,7076,0.555761,0.182176,NA,map
9164,27513,7077,0.329774,0.070468,NA,map
9069,27547,7078,0.533022,0.08373,NA,map
8975,27580,7080,0.301566,0.048734,NA,map
8880,27614,7081,0.637374,0.115926,NA,map
8785,27648,7082,0.221601,0.013472,NA,map
8690,27682,7083,0.294315,0.037508,NA,map
8596,27715,7085,0.292744,0.047057,NA,map
8501,27749,7086,0.610305,0.184949,NA,map
8406,27783,7087,0.975053,0.27882,NA,map
8312,27816,7089,0.611967,0.123327,NA,map
8217,27850,7090,0.452235,0.091772,NA,map
8165,27956,7087,0.807636,0.148772,NA,map
8113,28063,7084,0.811143,0.333445,NA,map
8061,28169,7082,1.24691,0.558263,NA,map
7968,28220,7082,0.669037,0.197718,NA,map
7875,28270,7083,0.653906,0.241162,NA,map
7782,28321,7083,0.380116,0.098371,NA,map
7689,28372,7084,0.466165,0.069505,NA,map
7596,28422,7085,0.798875,0.256937,NA,map
7503,28473,7085,1.265159,0.248489,NA,map
7411,28524,7086,0.890243,0.146584,NA,map
7318,28575,7086,0.848937,0.216513,NA,map
7225,28625,7087,0.682518,0.101504,NA,map
7132,28676,7087,0.503621,0.067994,NA,map
7039,28727,7088,0.398406,0.063539,NA,map
6946,28777,7089,0.570201,0.184986,NA,map
6853,28828,7089,0.373461,0.091102,NA,map
6747,28850,7091,0.408313,0.168275,NA,map
6640,28872,7093,0.237104,0.080668,NA,map
6534,28894,7095,0.238136,0.038958,NA,map
6427,28915,7098,0.186009,0.018479,NA,map
6321,28937,7100,0.206434,0.019362,NA,map
6214,28959,7102,0.592597,0.203224,NA,map
6108,28981,7104,0.780526,0.137418,NA,map
6108,28872,7108,0.402223,0.069971,NA,map
6108,28763,7112,0.458028,0.058003,NA,map
6163,28670,7114,0.42823,0.035703,NA,map
6218,28576,7117,0.360106,0.025327,NA,map
6273,28483,7119,0.324138,0.006053,NA,map
6328,28390,7121,0.354764,0.032024,NA,map
6384,28296,7123,0.333003,0.020357,NA,map
6439,28203,7125,0.391647,0.018472,NA,map
6494,28109,7127,0.382085,0.034246,NA,map
6549,28016,7129,0.394009,0.05191,NA,map
6602,27920,7132,0.283504,0.024322,NA,map
6656,27824,7134,0.31308,0.022012,NA,map
6709,27728,7136,0.303038,0.034493,NA,map
6762,27632,7138,0.289623,0.020077,NA,map
6816,27536,7141,0.326425,0.042671,NA,map
6869,27440,7143,0.358564,0.040053,NA,map
6926,27347,7145,0.367963,0.032582,NA,map
6983,27254,7147,0.404814,0.051771,NA,map
7040,27162,7149,0.382644,0.017684,NA,map
7097,27069,7151,0.341389,0.030637,NA,map
7154,26976,7153,0.340246,0.024363,NA,map
7210,26883,7155,0.35334,0.012734,NA,map
7267,26790,7157,0.360999,0.028902,NA,map
7324,26697,7159,0.37555500000000003,0.03501,NA,map
7381,26605,7161,0.355326,0.021404,NA,map
7438,26512,7163,0.293457,0.031812,NA,map
7495,26419,7166,0.257231,0.016625,NA,map
7562,26329,7167,0.252786,0.006071,NA,map
7630,26239,7169,0.28778,0.041879,NA,map
7697,26148,7171,0.430412,0.128244,NA,map
7764,26058,7172,0.375398,0.036678,NA,map
7857,26008,7172,0.388733,0.059162,NA,map
7951,25957,7171,0.298248,0.040432,NA,map
8044,25907,7170,0.321131,0.044568,NA,map
8137,25856,7170,0.313107,0.023413,NA,map
8231,25806,7169,0.348538,0.019056,NA,map
8324,25755,7169,0.351933,0.017054,NA,map
8418,25705,7168,0.40466800000000003,0.036039,NA,map
8511,25654,7167,0.520936,0.043225,NA,map
8604,25604,7167,0.529258,0.048472,NA,map
8698,25553,7166,0.418706,0.086789,NA,map
8791,25503,7166,0.441507,0.11104,NA,map
8892,25473,7164,0.328197,0.045466,NA,map
8994,25443,7162,0.090239,0.015963,NA,map
9096,25413,7161,0.092588,0.030858,NA,map
9197,25383,7159,0.078556,0.023441,NA,map
9298,25354,7158,0.079961,0.013241,NA,map
9400,25324,7156,0.094095,0.01294,NA,map
9502,25294,7154,0.104028,0.031071,NA,map
9603,25264,7153,0.058168,0.018522,NA,map
9698,25218,7152,0.055527,0.013203,NA,map
9794,25171,7151,0.067572,0.008473,NA,map
9889,25125,7150,0.050804,0.011023,NA,map
9984,25078,7149,0.060234,0.00977,NA,map
10080,25032,7149,0.050938,0.005077,NA,map
10175,24986,7148,0.055474,0.005945,NA,map
10270,24939,7147,0.053098,0.018979,NA,map
10365,24893,7146,0.053674,0.015925,NA,map
10461,24846,7145,0.057304,0.011944,NA,map
10556,24800,7145,0.059427,0.013546,NA,map
10647,24746,7144,0.06184,0.00396,NA,map
10738,24692,7144,0.050947,0.00397,NA,map
10830,24638,7143,0.06015,0.004854,NA,map
10921,24584,7143,0.050677,0.005993,NA,map
11012,24530,7143,0.057201,0.01086,NA,map
11103,24476,7142,0.057857,0.005563,NA,map
11195,24422,7142,0.05753,0.006224,NA,map
11286,24368,7141,0.058964,0.01073,NA,map
11377,24314,7141,0.051289,0.004764,NA,map
11471,24261,7140,0.054009,0.011859,NA,map
11566,24208,7140,0.056937,0.006001,NA,map
11660,24155,7139,0.055169,0.011685,NA,map
11754,24102,7139,0.055949,0.004307,NA,map
11849,24049,7138,0.056145,0.008946,NA,map
11943,23996,7138,0.04887,0.006396,NA,map
12037,23943,7137,0.057671,0.007751,NA,map
12131,23890,7137,0.041719,0.003008,NA,map
12226,23837,7136,0.049255,0.004668,NA,map
12320,23784,7136,0.043269,0.006951,NA,map
12428,23743,7134,0.086633,0.054641,NA,map
12536,23702,7133,0.220856,0.041942,NA,map
12644,23662,7132,0.117233,0.04079,NA,map
12752,23621,7130,0.074515,0.032532,NA,map
12860,23580,7129,0.053179,0.01401,NA,map
12968,23539,7127,0.045717,0.020343,NA,map
13033,23456,7129,0.051099,0.009163,NA,map
13098,23373,7130,0.048653,0.007051,NA,map
13164,23290,7132,0.051299,0.013494,NA,map
13229,23207,7133,0.075909,0.039568,NA,map
13294,23124,7135,0.093908,0.019856,NA,map
13359,23041,7136,0.062689,0.019555,NA,map
13425,22958,7138,0.077164,0.015845,NA,map
13490,22875,7139,0.068622,0.005696,NA,map
13555,22792,7140,0.062445,0.014835,NA,map
13620,22706,7142,0.058077,0.010798,NA,map
13686,22619,7144,0.060861,0.01086,NA,map
13751,22533,7145,0.053781,0.012938,NA,map
13816,22447,7147,0.055632,0.005898,NA,map
13881,22361,7148,0.058043,0.015741,NA,map
13947,22274,7150,0.065626,0.01136,NA,map
14012,22188,7151,0.05616,0.012667,NA,map
14077,22102,7153,0.044645,0.008209,NA,map
14142,22016,7155,0.048509,0.0085,NA,map
14208,21929,7156,0.046895,0.005508,NA,map
14273,21843,7158,0.051979,0.010928,NA,map
14350,21772,7158,0.055948,0.008188,NA,map
14428,21701,7159,0.059517,0.014081,NA,map
14505,21630,7160,0.056808,0.007719,NA,map
14583,21558,7160,0.053457,0.010214,NA,map
14660,21487,7161,0.048228,0.009145,NA,map
14738,21416,7162,0.046619,0.006242,NA,map
14815,21345,7162,0.049715,0.005215,NA,map
14892,21274,7163,0.055171,0.006416,NA,map
14970,21203,7163,0.054722,0.014822,NA,map
15047,21132,7164,0.039826,0.007524,NA,map
15125,21060,7165,0.044227,0.006861,NA,map
15202,20989,7165,0.054134,0.027024,NA,map
15280,20918,7166,0.053196,0.016308,NA,map
15357,20847,7167,0.043978,0.005935,NA,map
15424,20760,7168,0.036741,0.008066,NA,map
15490,20674,7170,0.052426,0.007371,NA,map
15557,20587,7171,0.054193,0.020218,NA,map
15623,20500,7173,0.0462,0.007942,NA,map
15690,20414,7174,0.052784,0.010996,NA,map
15756,20327,7176,0.04855,0.006255,NA,map
15823,20240,7178,0.040102,0.006381,NA,map
15889,20154,7179,0.044831,0.005931,NA,map
15956,20067,7181,0.039703,0.011925,NA,map
16022,19986,7182,0.038552,0.009777,NA,map
16087,19904,7183,0.049468,0.015142,NA,map
16153,19823,7185,0.043575,0.014767,NA,map
16219,19741,7186,0.033188,0.009356,NA,map
16284,19660,7188,0.03798,0.018323,NA,map
16350,19578,7189,0.036834,0.007518,NA,map
16416,19497,7190,0.035928,0.009771,NA,map
16482,19415,7192,0.044475,0.013437,NA,map
16547,19334,7193,0.0479,0.006618,NA,map
16613,19252,7194,0.04027,0.010373,NA,map
16679,19171,7196,0.03731,0.010586,NA,map
16744,19089,7197,0.046415,0.006363,NA,map
16810,19008,7199,0.042557,0.0056,NA,map
16857,18917,7201,0.039779,0.007306,NA,map
16904,18827,7203,0.035895,0.009405,NA,map
16951,18736,7205,0.033656,0.005226,NA,map
16998,18645,7208,0.037729,0.006958,NA,map
17045,18554,7210,0.036805,0.006451,NA,map
17092,18464,7212,0.038921,0.007998,NA,map
17139,18373,7214,0.036337,0.004612,NA,map
