X,Y,Z,MgCa,Err
6471.000000,1166.000000,6077.000000,0.065813,NaN
6420.000000,1260.000000,6076.000000,0.056717,NaN
6346.000000,1341.000000,6074.000000,0.057137,NaN
6273.000000,1422.000000,6072.000000,0.066544,NaN
6199.000000,1502.000000,6069.000000,0.076392,NaN
6126.000000,1583.000000,6067.000000,0.088527,NaN
6052.000000,1664.000000,6065.000000,0.151103,NaN
5985.000000,1756.000000,6063.000000,0.107306,NaN
5918.000000,1848.000000,6062.000000,0.077273,NaN
5852.000000,1939.000000,6060.000000,0.061705,NaN
5785.000000,2031.000000,6058.000000,0.058762,NaN
5707.000000,2104.000000,6056.000000,0.075995,NaN
5630.000000,2177.000000,6053.000000,0.059743,NaN
5552.000000,2249.000000,6051.000000,0.078675,NaN
5475.000000,2322.000000,6048.000000,0.069836,NaN
5397.000000,2395.000000,6046.000000,0.101669,NaN
5339.000000,2484.000000,6045.000000,0.056687,NaN
5280.000000,2572.000000,6043.000000,0.047350,NaN
5222.000000,2661.000000,6042.000000,0.045455,NaN
5164.000000,2750.000000,6040.000000,0.055310,NaN
5036.000000,2742.000000,6034.000000,0.314926,NaN
4907.000000,2735.000000,6028.000000,0.314812,NaN
4804.000000,2830.000000,6025.000000,0.349343,NaN
4701.000000,2926.000000,6022.000000,0.532989,NaN
4674.000000,3031.000000,6022.000000,0.404386,NaN
4646.000000,3136.000000,6022.000000,0.290186,NaN
4618.000000,3241.000000,6023.000000,0.322445,NaN
4591.000000,3346.000000,6023.000000,0.093634,NaN
4534.000000,3431.000000,6022.000000,0.074523,NaN
4477.000000,3516.000000,6020.000000,0.061779,NaN
4420.000000,3602.000000,6019.000000,0.059019,NaN
4363.000000,3687.000000,6018.000000,0.066133,NaN
4306.000000,3772.000000,6016.000000,0.060375,NaN
4240.000000,3856.000000,6014.000000,0.068922,NaN
4175.000000,3940.000000,6013.000000,0.060542,NaN
4109.000000,4024.000000,6011.000000,0.069802,NaN
4044.000000,4107.000000,6009.000000,0.061275,NaN
3978.000000,4191.000000,6007.000000,0.054543,NaN
3913.000000,4275.000000,6006.000000,0.061415,NaN
3847.000000,4359.000000,6004.000000,0.058887,NaN
3767.000000,4444.000000,6002.000000,0.064560,NaN
3687.000000,4528.000000,5999.000000,0.065368,NaN
3607.000000,4613.000000,5997.000000,0.065252,NaN
3527.000000,4697.000000,5994.000000,0.067807,NaN
3447.000000,4782.000000,5992.000000,0.077693,NaN
3397.000000,4870.000000,5991.000000,0.080780,NaN
3348.000000,4959.000000,5990.000000,0.061439,NaN
3298.000000,5047.000000,5989.000000,0.058634,NaN
3248.000000,5136.000000,5988.000000,0.070798,NaN
3199.000000,5224.000000,5987.000000,0.075980,NaN
3149.000000,5312.000000,5986.000000,0.110766,NaN
3100.000000,5401.000000,5985.000000,0.115409,NaN
3050.000000,5489.000000,5984.000000,0.113249,NaN
2990.000000,5581.000000,5983.000000,0.130616,NaN
2930.000000,5673.000000,5981.000000,0.120391,NaN
2871.000000,5765.000000,5980.000000,0.133783,NaN
2811.000000,5857.000000,5979.000000,0.135519,NaN
2751.000000,5950.000000,5977.000000,0.123879,NaN
2691.000000,6042.000000,5976.000000,0.167401,NaN
2631.000000,6134.000000,5975.000000,0.110394,NaN
2572.000000,6226.000000,5973.000000,0.223509,NaN
2512.000000,6318.000000,5972.000000,0.453575,NaN
2452.000000,6410.000000,5970.000000,0.411177,NaN
2407.000000,6515.000000,5970.000000,0.106010,NaN
2362.000000,6619.000000,5969.000000,0.117039,NaN
2317.000000,6724.000000,5969.000000,0.100585,NaN
2272.000000,6829.000000,5968.000000,0.082156,NaN
2227.000000,6933.000000,5968.000000,0.063149,NaN
2182.000000,7038.000000,5967.000000,0.059802,NaN
2129.000000,7132.000000,5966.000000,0.050883,NaN
2075.000000,7226.000000,5965.000000,0.049775,NaN
2022.000000,7320.000000,5964.000000,0.057424,NaN
1969.000000,7415.000000,5963.000000,0.080833,NaN
1916.000000,7509.000000,5962.000000,0.068252,NaN
1862.000000,7603.000000,5961.000000,0.062828,NaN
1809.000000,7697.000000,5960.000000,0.078683,NaN
1791.000000,7816.000000,5961.000000,0.072350,NaN
1773.000000,7934.000000,5962.000000,0.064133,NaN
1756.000000,8052.000000,5963.000000,0.065170,NaN
1738.000000,8171.000000,5964.000000,0.068862,NaN
1773.000000,8278.000000,5967.000000,0.075807,NaN
1807.000000,8385.000000,5970.000000,0.087476,NaN
1842.000000,8492.000000,5974.000000,0.091070,NaN
1876.000000,8599.000000,5977.000000,0.047028,NaN
1911.000000,8706.000000,5980.000000,0.049859,NaN
1923.000000,8809.000000,5982.000000,0.056084,NaN
1935.000000,8913.000000,5984.000000,0.058586,NaN
1947.000000,9016.000000,5986.000000,0.062938,NaN
1960.000000,9119.000000,5989.000000,0.063815,NaN
1972.000000,9223.000000,5991.000000,0.059599,NaN
1984.000000,9326.000000,5993.000000,0.058805,NaN
1996.000000,9429.000000,5995.000000,0.074368,NaN
2008.000000,9532.000000,5997.000000,0.070669,NaN
2020.000000,9636.000000,5999.000000,0.061495,NaN
2032.000000,9739.000000,6001.000000,0.070383,NaN
2044.000000,9842.000000,6003.000000,0.061768,NaN
2056.000000,9946.000000,6006.000000,0.056839,NaN
2069.000000,10049.000000,6008.000000,0.055438,NaN
2081.000000,10152.000000,6010.000000,0.056486,NaN
2093.000000,10256.000000,6012.000000,0.056138,NaN
2105.000000,10359.000000,6014.000000,0.052599,NaN
2127.000000,10464.000000,6017.000000,0.056103,NaN
2149.000000,10568.000000,6019.000000,0.051557,NaN
2172.000000,10673.000000,6022.000000,0.052388,NaN
2194.000000,10777.000000,6025.000000,0.051317,NaN
2216.000000,10882.000000,6027.000000,0.055507,NaN
2238.000000,10986.000000,6030.000000,0.053413,NaN
2261.000000,11091.000000,6032.000000,0.053013,NaN
2283.000000,11195.000000,6035.000000,0.053382,NaN
2305.000000,11300.000000,6038.000000,0.052319,NaN
2334.000000,11398.000000,6040.000000,0.059068,NaN
2362.000000,11496.000000,6043.000000,0.050351,NaN
2391.000000,11594.000000,6046.000000,0.058130,NaN
2419.000000,11693.000000,6049.000000,0.075684,NaN
2448.000000,11791.000000,6052.000000,0.089387,NaN
2476.000000,11889.000000,6054.000000,0.057807,NaN
2505.000000,11987.000000,6057.000000,0.064210,NaN
2505.000000,12104.000000,6059.000000,0.068626,NaN
2505.000000,12220.000000,6061.000000,0.091088,NaN
2505.000000,12336.000000,6062.000000,0.091635,NaN
2505.000000,12453.000000,6064.000000,0.096975,NaN
2505.000000,12570.000000,6066.000000,0.107226,NaN
2505.000000,12686.000000,6068.000000,0.125287,NaN
2545.000000,12779.000000,6071.000000,0.135743,NaN
2585.000000,12872.000000,6074.000000,0.138068,NaN
2625.000000,12965.000000,6077.000000,0.124366,NaN
2665.000000,13058.000000,6081.000000,0.100077,NaN
2705.000000,13151.000000,6084.000000,0.093998,NaN
2744.000000,13247.000000,6087.000000,0.124733,NaN
2782.000000,13343.000000,6090.000000,0.071434,NaN
2821.000000,13439.000000,6094.000000,0.067855,NaN
2860.000000,13535.000000,6097.000000,0.103257,NaN
2899.000000,13631.000000,6100.000000,0.074328,NaN
2938.000000,13726.000000,6103.000000,0.109749,NaN
2976.000000,13822.000000,6107.000000,0.078657,NaN
3015.000000,13918.000000,6110.000000,0.087879,NaN
3054.000000,14014.000000,6113.000000,0.131622,NaN
3092.000000,14110.000000,6116.000000,0.128075,NaN
3131.000000,14206.000000,6120.000000,0.084264,NaN
3170.000000,14302.000000,6123.000000,0.080896,NaN
3170.000000,14416.000000,6125.000000,0.080365,NaN
3170.000000,14529.000000,6126.000000,0.154519,NaN
3170.000000,14642.000000,6128.000000,0.176726,NaN
3170.000000,14756.000000,6130.000000,0.235801,NaN
3212.000000,14853.000000,6133.000000,0.247413,NaN
3255.000000,14950.000000,6137.000000,0.263730,NaN
3297.000000,15047.000000,6140.000000,0.261154,NaN
3340.000000,15144.000000,6143.000000,0.250479,NaN
3382.000000,15241.000000,6147.000000,0.262430,NaN
3466.000000,15316.000000,6152.000000,0.148556,NaN
3551.000000,15392.000000,6157.000000,0.076351,NaN
3635.000000,15467.000000,6162.000000,0.048370,NaN
3678.000000,15558.000000,6165.000000,0.059746,NaN
3720.000000,15649.000000,6169.000000,0.082194,NaN
3763.000000,15740.000000,6172.000000,0.078217,NaN
3806.000000,15831.000000,6175.000000,0.111581,NaN
3849.000000,15922.000000,6179.000000,0.103643,NaN
3891.000000,16013.000000,6182.000000,0.072878,NaN
3934.000000,16104.000000,6185.000000,0.077177,NaN
3977.000000,16195.000000,6189.000000,0.089815,NaN
4020.000000,16286.000000,6192.000000,0.069169,NaN
4062.000000,16377.000000,6195.000000,0.074830,NaN
4105.000000,16468.000000,6199.000000,0.071407,NaN
4148.000000,16559.000000,6202.000000,0.109039,NaN
4191.000000,16650.000000,6205.000000,0.100901,NaN
4233.000000,16740.000000,6209.000000,0.170174,NaN
4276.000000,16831.000000,6212.000000,0.152420,NaN
4319.000000,16922.000000,6216.000000,0.117336,NaN
4362.000000,17013.000000,6219.000000,0.127750,NaN
4404.000000,17103.000000,6222.000000,0.134248,NaN
4447.000000,17194.000000,6226.000000,0.117547,NaN
4522.000000,17296.000000,6231.000000,0.085301,NaN
4596.000000,17399.000000,6236.000000,0.095881,NaN
4671.000000,17501.000000,6241.000000,0.062908,NaN
4720.000000,17590.000000,6244.000000,0.058540,NaN
4769.000000,17680.000000,6248.000000,0.061381,NaN
4818.000000,17769.000000,6251.000000,0.069828,NaN
4866.000000,17858.000000,6255.000000,0.100471,NaN
4915.000000,17947.000000,6259.000000,0.128177,NaN
4964.000000,18037.000000,6262.000000,0.153112,NaN
5013.000000,18126.000000,6266.000000,0.137129,NaN
5077.000000,18210.000000,6270.000000,0.081934,NaN
5142.000000,18293.000000,6274.000000,0.055023,NaN
5206.000000,18377.000000,6278.000000,0.046519,NaN
5271.000000,18460.000000,6283.000000,0.072350,NaN
5335.000000,18544.000000,6287.000000,0.064178,NaN
5399.000000,18628.000000,6291.000000,0.074939,NaN
5464.000000,18711.000000,6295.000000,0.057298,NaN
5528.000000,18795.000000,6300.000000,0.048506,NaN
5593.000000,18878.000000,6304.000000,0.052912,NaN
5657.000000,18962.000000,6308.000000,0.053824,NaN
5710.000000,19057.000000,6312.000000,0.054721,NaN
5763.000000,19152.000000,6316.000000,0.064994,NaN
5817.000000,19246.000000,6320.000000,0.086168,NaN
5870.000000,19341.000000,6324.000000,0.088084,NaN
5923.000000,19436.000000,6328.000000,0.095304,NaN
5991.000000,19526.000000,6332.000000,0.113444,NaN
