y,x,z,mg_ca,st_dev,part,sample_mode,dist
9201,30077,9608,0.318302,0.028794,B,map,NA
9137,30037,9608,0.353353,0.027667,B,map,NA
9072,29997,9609,0.342213,0.02237,B,map,NA
9007,29956,9609,0.418697,0.058125,B,map,NA
8942,29916,9609,0.450491,0.024026,B,map,NA
8877,29876,9610,0.353834,0.014196,B,map,NA
8813,29836,9610,0.324573,0.021286,B,map,NA
8748,29796,9610,0.372923,0.034034,B,map,NA
8683,29756,9611,0.363321,0.028405,B,map,NA
8618,29716,9611,0.37779,0.020337,B,map,NA
8554,29676,9611,0.374027,0.026563,B,map,NA
8489,29636,9611,0.332554,0.012599,B,map,NA
8424,29595,9612,0.338799,0.033311,B,map,NA
8359,29555,9612,0.365703,0.045358,B,map,NA
8295,29515,9612,0.381081,0.020833,B,map,NA
8230,29475,9613,0.378894,0.040345,B,map,NA
9839,30384,9608,0.228563,0.025997,B,map,NA
9773,30343,9609,0.22712,0.024775,B,map,NA
9707,30302,9609,0.306274,0.036919,B,map,NA
9641,30262,9609,0.245438,0.010214,B,map,NA
9575,30221,9610,0.250708,0.01759,B,map,NA
9509,30180,9610,0.215599,0.01602,B,map,NA
9443,30139,9610,0.253833,0.023439,B,map,NA
9377,30098,9610,0.251975,0.026508,B,map,NA
9311,30058,9611,0.323057,0.082614,B,map,NA
9246,30017,9611,0.33674,0.008151,B,map,NA
9180,29976,9611,0.357442,0.018789,B,map,NA
9114,29935,9612,0.412343,0.029318,B,map,NA
9048,29894,9612,0.447039,0.046895,B,map,NA
8982,29854,9612,0.422279,0.034014,B,map,NA
8916,29813,9613,0.316538,0.029951,B,map,NA
8850,29772,9613,0.336013,0.018972,B,map,NA
8784,29731,9613,0.340617,0.035127,B,map,NA
8718,29690,9614,0.362555,0.019849,B,map,NA
8652,29650,9614,0.368784,0.012621,B,map,NA
8586,29609,9614,0.357207,0.030386,B,map,NA
8520,29568,9614,0.368045,0.020347,B,map,NA
8454,29527,9615,0.349569,0.017244,B,map,NA
8388,29486,9615,0.340231,0.013258,B,map,NA
8322,29446,9615,0.353709,0.0151,B,map,NA
8256,29405,9616,0.358073,0.045864,B,map,NA
9897,30332,9611,0.252048,0.026791,B,map,NA
9832,30292,9612,0.217498,0.029668,B,map,NA
9767,30252,9612,0.258048,0.023256,B,map,NA
9703,30212,9612,0.314947,0.031387,B,map,NA
9638,30172,9612,0.23596,0.016501,B,map,NA
9573,30132,9613,0.250373,0.017121,B,map,NA
9509,30092,9613,0.233217,0.02254,B,map,NA
9444,30052,9613,0.220642,0.020888,B,map,NA
9379,30012,9614,0.25207,0.011919,B,map,NA
9315,29972,9614,0.291984,0.02017,B,map,NA
9250,29932,9614,0.340295,0.03076,B,map,NA
9185,29892,9615,0.361909,0.025979,B,map,NA
9121,29852,9615,0.39836,0.019431,B,map,NA
9056,29812,9615,0.41592,0.034496,B,map,NA
8991,29772,9615,0.374847,0.015627,B,map,NA
8927,29733,9616,0.327512,0.022999,B,map,NA
8862,29693,9616,0.328745,0.010401,B,map,NA
8797,29653,9616,0.381795,0.032557,B,map,NA
8732,29613,9617,0.359059,0.008138,B,map,NA
8668,29573,9617,0.391118,0.022763,B,map,NA
8603,29533,9617,0.384406,0.021949,B,map,NA
8538,29493,9617,0.360855,0.018205,B,map,NA
8474,29453,9618,0.343209,0.029806,B,map,NA
8409,29413,9618,0.351695,0.022399,B,map,NA
8344,29373,9618,0.378055,0.031144,B,map,NA
8280,29333,9619,0.342495,0.012897,B,map,NA
9952,30278,9614,0.283357,0.023171,B,map,NA
9886,30237,9615,0.260385,0.024317,B,map,NA
9821,30197,9615,0.263866,0.044595,B,map,NA
9755,30156,9615,0.297689,0.022266,B,map,NA
9689,30116,9615,0.244223,0.022763,B,map,NA
9623,30075,9616,0.269972,0.022239,B,map,NA
9558,30034,9616,0.247754,0.010698,B,map,NA
9492,29994,9616,0.24657,0.012026,B,map,NA
9426,29953,9617,0.259952,0.020829,B,map,NA
9361,29912,9617,0.318155,0.049505,B,map,NA
9295,29872,9617,0.353758,0.014972,B,map,NA
9229,29831,9618,0.369433,0.02188,B,map,NA
9163,29790,9618,0.404026,0.034707,B,map,NA
9098,29750,9618,0.369365,0.009258,B,map,NA
9032,29709,9618,0.351875,0.010556,B,map,NA
8966,29669,9619,0.332571,0.021887,B,map,NA
8901,29628,9619,0.354006,0.016841,B,map,NA
8835,29587,9619,0.358278,0.021765,B,map,NA
8769,29547,9620,0.350276,0.021254,B,map,NA
8704,29506,9620,0.361916,0.023939,B,map,NA
8638,29465,9620,0.352606,0.010002,B,map,NA
8572,29425,9620,0.349844,0.024122,B,map,NA
8506,29384,9621,0.343194,0.047867,B,map,NA
8441,29343,9621,0.363292,0.02358,B,map,NA
8375,29303,9621,0.355433,0.036201,B,map,NA
8309,29262,9622,0.350551,0.043514,B,map,NA
10010,30226,9617,0.269993,0.019093,B,map,NA
9945,30186,9617,0.243498,0.030606,B,map,NA
9881,30146,9618,0.24325,0.018781,B,map,NA
9816,30106,9618,0.266378,0.033385,B,map,NA
9752,30066,9618,0.324035,0.021744,B,map,NA
9688,30027,9619,0.261076,0.023692,B,map,NA
9623,29987,9619,0.241504,0.019349,B,map,NA
9559,29947,9619,0.249528,0.034709,B,map,NA
9495,29907,9619,0.262897,0.019782,B,map,NA
9430,29867,9620,0.261776,0.012507,B,map,NA
9366,29827,9620,0.2993,0.015983,B,map,NA
9302,29788,9620,0.394428,0.019148,B,map,NA
9237,29748,9621,0.410102,0.0249,B,map,NA
9173,29708,9621,0.357326,0.025773,B,map,NA
9109,29668,9621,0.349301,0.022465,B,map,NA
9044,29628,9622,0.390347,0.028209,B,map,NA
8980,29588,9622,0.344515,0.022165,B,map,NA
8916,29549,9622,0.333774,0.027666,B,map,NA
8851,29509,9622,0.368482,0.022287,B,map,NA
8787,29469,9623,0.355148,0.013921,B,map,NA
8723,29429,9623,0.364603,0.017197,B,map,NA
8658,29389,9623,0.355732,0.029754,B,map,NA
8594,29349,9624,0.370418,0.01194,B,map,NA
8530,29309,9624,0.357631,0.021514,B,map,NA
8465,29270,9624,0.330537,0.019624,B,map,NA
8401,29230,9624,0.35277,0.027368,B,map,NA
8336,29190,9625,0.356196,0.017714,B,map,NA
10130,30212,9620,0.3834,0.019434,B,map,NA
10065,30172,9620,0.300162,0.050575,B,map,NA
9999,30131,9620,0.307807,0.02676,B,map,NA
9934,30091,9621,0.28608,0.045105,B,map,NA
9869,30050,9621,0.28695,0.020972,B,map,NA
9803,30010,9621,0.291518,0.016511,B,map,NA
9738,29970,9622,0.263167,0.031575,B,map,NA
9673,29929,9622,0.282957,0.016508,B,map,NA
9607,29889,9622,0.265027,0.009552,B,map,NA
9542,29848,9622,0.30256,0.030681,B,map,NA
9477,29808,9623,0.273637,0.019617,B,map,NA
9411,29767,9623,0.299785,0.027264,B,map,NA
9346,29727,9623,0.368232,0.027653,B,map,NA
9281,29686,9624,0.366151,0.013506,B,map,NA
9215,29646,9624,0.335332,0.030095,B,map,NA
9150,29605,9624,0.37614,0.013732,B,map,NA
9085,29565,9625,0.361494,0.013225,B,map,NA
9019,29524,9625,0.318824,0.027078,B,map,NA
8954,29484,9625,0.343493,0.023435,B,map,NA
8889,29443,9625,0.345834,0.015762,B,map,NA
8823,29403,9626,0.325904,0.015681,B,map,NA
8758,29362,9626,0.370078,0.02523,B,map,NA
8693,29322,9626,0.364868,0.019966,B,map,NA
8627,29281,9627,0.363665,0.021452,B,map,NA
8562,29241,9627,0.340281,0.021599,B,map,NA
8497,29200,9627,0.31349900000000003,0.020908,B,map,NA
8431,29160,9628,0.401292,0.0176,B,map,NA
8366,29119,9628,0.367282,0.034746,B,map,NA
10122,30120,9623,0.373808,0.046198,B,map,NA
10058,30080,9623,0.275212,0.023965,B,map,NA
9994,30040,9624,0.27308,0.03339,B,map,NA
9930,30000,9624,0.246677,0.017617,B,map,NA
9866,29961,9624,0.253557,0.010526,B,map,NA
9802,29921,9624,0.326709,0.014092,B,map,NA
9738,29881,9625,0.28018,0.016236,B,map,NA
9674,29842,9625,0.277652,0.022565,B,map,NA
9610,29802,9625,0.254724,0.021087,B,map,NA
9546,29762,9626,0.303547,0.013104,B,map,NA
9482,29722,9626,0.291072,0.013834,B,map,NA
9418,29683,9626,0.353019,0.053948,B,map,NA
9354,29643,9627,0.427202,0.056905,B,map,NA
9290,29603,9627,0.362884,0.016342,B,map,NA
9226,29563,9627,0.327601,0.012049,B,map,NA
9162,29524,9627,0.366299,0.016512,B,map,NA
9098,29484,9628,0.355442,0.015475,B,map,NA
9034,29444,9628,0.355655,0.015195,B,map,NA
8970,29405,9628,0.360443,0.044398,B,map,NA
8906,29365,9629,0.350064,0.008528,B,map,NA
8842,29325,9629,0.33939,0.018951,B,map,NA
8778,29285,9629,0.367545,0.019194,B,map,NA
8714,29246,9629,0.343909,0.023594,B,map,NA
8649,29206,9630,0.333927,0.031158,B,map,NA
8585,29166,9630,0.338497,0.025549,B,map,NA
8521,29126,9630,0.344582,0.015298,B,map,NA
8457,29087,9631,0.370556,0.035522,B,map,NA
8393,29047,9631,0.371346,0.029926,B,map,NA
10243,30106,9626,0.512755,0.082679,B,map,NA
10178,30066,9626,0.433286,0.03343,B,map,NA
10113,30026,9626,0.344528,0.053195,B,map,NA
10048,29985,9626,0.298143,0.027214,B,map,NA
9983,29945,9627,0.264044,0.022297,B,map,NA
9918,29904,9627,0.275426,0.022915,B,map,NA
9853,29864,9627,0.317279,0.024616,B,map,NA
9788,29824,9628,0.291823,0.032099,B,map,NA
9723,29783,9628,0.313142,0.00954,B,map,NA
9658,29743,9628,0.280253,0.012927,B,map,NA
9593,29703,9629,0.295755,0.021783,B,map,NA
9528,29662,9629,0.279347,0.018538,B,map,NA
9463,29622,9629,0.322576,0.017094,B,map,NA
9398,29582,9629,0.427508,0.030827,B,map,NA
9333,29541,9630,0.320207,0.017146,B,map,NA
9268,29501,9630,0.352325,0.02214,B,map,NA
9203,29461,9630,0.395624,0.023491,B,map,NA
9138,29420,9631,0.376889,0.024182,B,map,NA
9073,29380,9631,0.372451,0.016397,B,map,NA
9008,29339,9631,0.337885,0.02152,B,map,NA
8943,29299,9632,0.322592,0.025584,B,map,NA
8878,29259,9632,0.320502,0.014097,B,map,NA
8813,29218,9632,0.34944,0.024506,B,map,NA
8748,29178,9633,0.360186,0.005866,B,map,NA
8683,29138,9633,0.351025,0.028297,B,map,NA
8618,29097,9633,0.363522,0.024501,B,map,NA
8553,29057,9633,0.333429,0.010219,B,map,NA
8488,29017,9634,0.374555,0.038229,B,map,NA
8423,28976,9634,0.371313,0.037941,B,map,NA
10235,30013,9629,0.349836,0.030744,B,map,NA
10171,29974,9629,0.336994,0.011654,B,map,NA
10108,29934,9629,0.288278,0.038041,B,map,NA
10044,29895,9630,0.301946,0.009475,B,map,NA
9980,29855,9630,0.294728,0.014822,B,map,NA
9916,29815,9630,0.274831,0.017289,B,map,NA
9853,29776,9631,0.326183,0.020409,B,map,NA
9789,29736,9631,0.290368,0.022094,B,map,NA
9725,29697,9631,0.292068,0.032861,B,map,NA
9661,29657,9631,0.306554,0.017399,B,map,NA
9598,29617,9632,0.332968,0.023436,B,map,NA
9534,29578,9632,0.34301,0.050621,B,map,NA
9470,29538,9632,0.376162,0.013896,B,map,NA
9406,29498,9633,0.347858,0.012283,B,map,NA
9343,29459,9633,0.320576,0.01137,B,map,NA
9279,29419,9633,0.341299,0.015076,B,map,NA
9215,29380,9634,0.398731,0.010966,B,map,NA
9151,29340,9634,0.394773,0.016068,B,map,NA
9088,29300,9634,0.353607,0.009539,B,map,NA
9024,29261,9634,0.302185,0.017074,B,map,NA
8960,29221,9635,0.311134,0.013377,B,map,NA
8896,29181,9635,0.349835,0.032366,B,map,NA
8833,29142,9635,0.345939,0.035384,B,map,NA
8769,29102,9636,0.352929,0.020841,B,map,NA
8705,29063,9636,0.358745,0.017144,B,map,NA
8641,29023,9636,0.342843,0.023955,B,map,NA
8578,28983,9637,0.338431,0.01656,B,map,NA
8514,28944,9637,0.360303,0.045538,B,map,NA
8450,28904,9637,0.388769,0.024384,B,map,NA
10355,30000,9631,0.447871,0.051061,B,map,NA
10290,29960,9632,0.407989,0.061673,B,map,NA
10226,29920,9632,0.355628,0.027536,B,map,NA
10161,29879,9632,0.317087,0.012917,B,map,NA
10096,29839,9633,0.307133,0.021906,B,map,NA
10032,29799,9633,0.28766,0.024008,B,map,NA
9967,29759,9633,0.276037,0.018638,B,map,NA
9902,29718,9634,0.315692,0.029369,B,map,NA
9838,29678,9634,0.388663,0.062928,B,map,NA
9773,29638,9634,0.341681,0.015711,B,map,NA
9708,29598,9634,0.301651,0.014519,B,map,NA
9644,29557,9635,0.32812,0.022896,B,map,NA
9579,29517,9635,0.348899,0.010123,B,map,NA
9514,29477,9635,0.33209,0.023058,B,map,NA
9450,29437,9636,0.297823,0.013068,B,map,NA
9385,29396,9636,0.307409,0.016466,B,map,NA
9320,29356,9636,0.362387,0.012505,B,map,NA
9256,29316,9637,0.354677,0.033773,B,map,NA
9191,29276,9637,0.408765,0.027861,B,map,NA
9126,29236,9637,0.382351,0.013579,B,map,NA
9062,29195,9637,0.339071,0.015853,B,map,NA
8997,29155,9638,0.321562,0.025272,B,map,NA
8932,29115,9638,0.346618,0.025433,B,map,NA
8868,29075,9638,0.352049,0.017193,B,map,NA
8803,29034,9639,0.35063,0.02016,B,map,NA
8738,28994,9639,0.374161,0.031973,B,map,NA
8674,28954,9639,0.350834,0.03869,B,map,NA
8609,28914,9640,0.340452,0.012945,B,map,NA
8544,28873,9640,0.375189,0.048826,B,map,NA
8480,28833,9640,0.382068,0.035457,B,map,NA
10413,29946,9634,0.51108,0.041034,B,map,NA
10348,29906,9635,0.442308,0.05463,B,map,NA
10283,29865,9635,0.357136,0.013042,B,map,NA
10218,29825,9635,0.3473,0.016322,B,map,NA
10153,29784,9636,0.304303,0.023932,B,map,NA
10089,29744,9636,0.292706,0.017812,B,map,NA
10024,29703,9636,0.28401,0.043564,B,map,NA
9959,29663,9637,0.26518,0.01997,B,map,NA
9894,29623,9637,0.326609,0.024257,B,map,NA
9829,29582,9637,0.3312,0.018476,B,map,NA
9765,29542,9637,0.34362,0.0081,B,map,NA
9700,29501,9638,0.320389,0.007304,B,map,NA
9635,29461,9638,0.36898,0.021805,B,map,NA
9570,29420,9638,0.322237,0.007031,B,map,NA
9505,29380,9639,0.266885,0.017353,B,map,NA
9440,29339,9639,0.318694,0.024525,B,map,NA
9376,29299,9639,0.37224,0.034588,B,map,NA
9311,29259,9640,0.351041,0.022057,B,map,NA
9246,29218,9640,0.372093,0.027807,B,map,NA
9181,29178,9640,0.344045,0.025292,B,map,NA
9116,29137,9641,0.322352,0.025908,B,map,NA
9052,29097,9641,0.336007,0.012285,B,map,NA
8987,29056,9641,0.319605,0.020807,B,map,NA
8922,29016,9641,0.325504,0.01853,B,map,NA
8857,28975,9642,0.349865,0.023464,B,map,NA
8792,28935,9642,0.362029,0.020068,B,map,NA
8728,28895,9642,0.364174,0.038314,B,map,NA
8663,28854,9643,0.371611,0.02902,B,map,NA
8598,28814,9643,0.378338,0.01964,B,map,NA
8533,28773,9643,0.379551,0.032174,B,map,NA
10470,29892,9637,0.389402,0.037789,B,map,NA
10405,29852,9638,0.42809,0.062519,B,map,NA
10340,29811,9638,0.375441,0.027726,B,map,NA
10275,29770,9638,0.394437,0.013752,B,map,NA
10210,29730,9639,0.338982,0.051832,B,map,NA
10145,29689,9639,0.310377,0.044859,B,map,NA
10080,29648,9639,0.291412,0.022024,B,map,NA
10016,29608,9640,0.25913,0.02335,B,map,NA
9951,29567,9640,0.306582,0.029521,B,map,NA
9886,29526,9640,0.326219,0.020101,B,map,NA
9821,29486,9640,0.331782,0.01529,B,map,NA
9756,29445,9641,0.368114,0.016694,B,map,NA
9691,29404,9641,0.352498,0.028184,B,map,NA
9626,29364,9641,0.287245,0.028386,B,map,NA
9561,29323,9642,0.260229,0.014533,B,map,NA
9496,29282,9642,0.309929,0.021111,B,map,NA
9431,29242,9642,0.310054,0.0163,B,map,NA
9366,29201,9643,0.367291,0.023271,B,map,NA
9301,29160,9643,0.336842,0.015854,B,map,NA
9236,29120,9643,0.41027,0.012792,B,map,NA
9171,29079,9644,0.378558,0.01606,B,map,NA
9106,29038,9644,0.313625,0.025671,B,map,NA
9041,28998,9644,0.308777,0.014319,B,map,NA
8976,28957,9645,0.352742,0.011314,B,map,NA
8911,28916,9645,0.337803,0.013928,B,map,NA
8846,28876,9645,0.366918,0.03382,B,map,NA
8781,28835,9645,0.386214,0.023805,B,map,NA
8716,28794,9646,0.376425,0.01316,B,map,NA
8651,28754,9646,0.340095,0.019532,B,map,NA
8587,28713,9646,0.366506,0.04886,B,map,NA
10463,29798,9641,0.416733,0.061571,B,map,NA
10398,29757,9641,0.542801,0.053965,B,map,NA
10333,29716,9641,0.413614,0.04488,B,map,NA
10267,29675,9642,0.352767,0.048488,B,map,NA
10202,29634,9642,0.340033,0.021341,B,map,NA
10137,29593,9642,0.347831,0.054944,B,map,NA
10072,29552,9643,0.316603,0.010744,B,map,NA
10007,29511,9643,0.297601,0.01858,B,map,NA
9942,29471,9643,0.363534,0.017012,B,map,NA
9877,29430,9643,0.332876,0.016221,B,map,NA
9812,29389,9644,0.383569,0.006014,B,map,NA
9747,29348,9644,0.370455,0.042045,B,map,NA
9682,29307,9644,0.248808,0.013876,B,map,NA
9616,29266,9645,0.272866,0.012287,B,map,NA
9551,29225,9645,0.28439,0.023761,B,map,NA
9486,29184,9645,0.338347,0.031497,B,map,NA
9421,29144,9646,0.361425,0.007076,B,map,NA
9356,29103,9646,0.356267,0.018951,B,map,NA
9291,29062,9646,0.33897,0.024622,B,map,NA
9226,29021,9647,0.339391,0.023723,B,map,NA
9161,28980,9647,0.326466,0.006459,B,map,NA
9096,28939,9647,0.303998,0.023483,B,map,NA
9031,28898,9648,0.321281,0.029855,B,map,NA
8965,28857,9648,0.32785,0.018815,B,map,NA
8900,28817,9648,0.371937,0.021501,B,map,NA
8835,28776,9649,0.358742,0.047471,B,map,NA
8770,28735,9649,0.374591,0.013328,B,map,NA
8705,28694,9649,0.365286,0.029977,B,map,NA
8640,28653,9650,0.390227,0.045287,B,map,NA
10520,29744,9644,0.383226,0.038108,B,map,NA
10455,29702,9644,0.421619,0.015782,B,map,NA
10390,29661,9644,0.41993,0.035172,B,map,NA
10324,29620,9645,0.390637,0.005518,B,map,NA
10259,29579,9645,0.362022,0.02638,B,map,NA
10194,29538,9645,0.334747,0.012379,B,map,NA
10129,29497,9646,0.302773,0.015944,B,map,NA
10064,29456,9646,0.312681,0.006253,B,map,NA
9998,29415,9646,0.340768,0.018216,B,map,NA
9933,29374,9646,0.348162,0.021828,B,map,NA
9868,29333,9647,0.342385,0.015918,B,map,NA
9803,29292,9647,0.366828,0.019742,B,map,NA
9737,29250,9647,0.250293,0.025272,B,map,NA
9672,29209,9648,0.248309,0.012335,B,map,NA
9607,29168,9648,0.265899,0.007075,B,map,NA
9542,29127,9648,0.298377,0.023914,B,map,NA
9476,29086,9649,0.317669,0.041058,B,map,NA
9411,29045,9649,0.350943,0.025809,B,map,NA
9346,29004,9649,0.336083,0.028869,B,map,NA
9281,28963,9650,0.40989,0.0179,B,map,NA
9215,28922,9650,0.45304,0.024302,B,map,NA
9150,28881,9650,0.303375,0.025777,B,map,NA
9085,28840,9651,0.313057,0.021993,B,map,NA
9020,28798,9651,0.337645,0.021754,B,map,NA
8954,28757,9651,0.359267,0.023152,B,map,NA
8889,28716,9652,0.363876,0.047784,B,map,NA
8824,28675,9652,0.354317,0.008226,B,map,NA
8759,28634,9652,0.349596,0.019326,B,map,NA
8693,28593,9653,0.390394,0.044003,B,map,NA
10643,29731,9646,0.302338,0.07831,B,map,NA
10578,29689,9647,0.46765,0.030603000000000002,B,map,NA
10512,29648,9647,0.40896,0.03554,B,map,NA
10447,29607,9647,0.557216,0.056144,B,map,NA
10382,29566,9648,0.416023,0.020224,B,map,NA
10316,29524,9648,0.356103,0.0224,B,map,NA
10251,29483,9648,0.350921,0.025375,B,map,NA
10185,29442,9649,0.335839,0.022959,B,map,NA
10120,29400,9649,0.323957,0.016125,B,map,NA
10055,29359,9649,0.315451,0.015423,B,map,NA
9989,29318,9650,0.357875,0.01733,B,map,NA
9924,29276,9650,0.358763,0.024254,B,map,NA
9858,29235,9650,0.332217,0.022799,B,map,NA
9793,29194,9650,0.249261,0.021497,B,map,NA
9728,29152,9651,0.266065,0.024623,B,map,NA
9662,29111,9651,0.28454,0.022597,B,map,NA
9597,29070,9651,0.277993,0.013142,B,map,NA
9531,29029,9652,0.336848,0.018789,B,map,NA
9466,28987,9652,0.34998,0.01576,B,map,NA
9401,28946,9652,0.366543,0.030829,B,map,NA
9335,28905,9653,0.332259,0.014455,B,map,NA
9270,28863,9653,0.348892,0.019939,B,map,NA
9205,28822,9653,0.31851,0.027148,B,map,NA
9139,28781,9654,0.31239,0.019813,B,map,NA
9074,28739,9654,0.337117,0.058212,B,map,NA
9008,28698,9654,0.349446,0.02013,B,map,NA
8943,28657,9655,0.35874,0.017547,B,map,NA
8878,28615,9655,0.368387,0.017725,B,map,NA
8812,28574,9655,0.370429,0.014097,B,map,NA
8747,28533,9656,0.381723,0.043899,B,map,NA
10637,29637,9650,0.489798,0.036136,B,map,NA
10574,29597,9650,0.37599900000000003,0.018451,B,map,NA
10510,29556,9650,0.407128,0.029222,B,map,NA
10447,29516,9650,0.526163,0.05815,B,map,NA
10384,29476,9651,0.401727,0.026623,B,map,NA
10320,29436,9651,0.352996,0.015672,B,map,NA
10257,29396,9651,0.354716,0.013766,B,map,NA
10193,29355,9652,0.32836,0.019044,B,map,NA
10130,29315,9652,0.319384,0.009127,B,map,NA
10067,29275,9652,0.342037,0.020899,B,map,NA
10003,29235,9653,0.415376,0.06667,B,map,NA
9940,29195,9653,0.312941,0.022374,B,map,NA
9876,29155,9653,0.32568,0.050204,B,map,NA
9813,29114,9654,0.256384,0.020263,B,map,NA
9749,29074,9654,0.289597,0.022068,B,map,NA
9686,29034,9654,0.278962,0.031924,B,map,NA
9623,28994,9655,0.291909,0.016246,B,map,NA
9559,28954,9655,0.33991,0.010776,B,map,NA
9496,28913,9655,0.333031,0.025112,B,map,NA
9432,28873,9656,0.355562,0.020395,B,map,NA
9369,28833,9656,0.367657,0.01964,B,map,NA
9305,28793,9656,0.353323,0.012099,B,map,NA
9242,28753,9657,0.362853,0.011318,B,map,NA
9179,28713,9657,0.32152,0.023136,B,map,NA
9115,28672,9657,0.333683,0.026896,B,map,NA
9052,28632,9658,0.353951,0.01756,B,map,NA
8988,28592,9658,0.376032,0.01586,B,map,NA
8925,28552,9658,0.376483,0.030275,B,map,NA
8862,28512,9659,0.382955,0.018839,B,map,NA
8798,28471,9659,0.365806,0.030427,B,map,NA
10758,29623,9652,0.28001,0.023107,B,map,NA
10695,29583,9652,0.334312,0.038236,B,map,NA
10631,29542,9653,0.548807,0.026967,B,map,NA
10568,29502,9653,0.464173,0.036427,B,map,NA
10504,29462,9653,0.479955,0.05726,B,map,NA
10441,29421,9654,0.403346,0.025655,B,map,NA
10377,29381,9654,0.439431,0.016547,B,map,NA
10313,29340,9654,0.415385,0.027606,B,map,NA
10250,29300,9655,0.376694,0.006089,B,map,NA
10186,29260,9655,0.328376,0.026132,B,map,NA
10123,29219,9655,0.344717,0.024651,B,map,NA
10059,29179,9656,0.326579,0.007774,B,map,NA
9996,29138,9656,0.330869,0.022051,B,map,NA
9932,29098,9656,0.272378,0.02032,B,map,NA
9868,29058,9657,0.272377,0.014252,B,map,NA
9805,29017,9657,0.266681,0.011008,B,map,NA
9741,28977,9657,0.277163,0.013715,B,map,NA
9678,28936,9658,0.288203,0.017501,B,map,NA
9614,28896,9658,0.310448,0.01664,B,map,NA
9551,28856,9658,0.31914,0.022455,B,map,NA
9487,28815,9659,0.34011,0.012748,B,map,NA
9424,28775,9659,0.329667,0.017143,B,map,NA
9360,28735,9659,0.374766,0.025363,B,map,NA
9296,28694,9660,0.490723,0.019158,B,map,NA
9233,28654,9660,0.296333,0.020832,B,map,NA
9169,28613,9660,0.344719,0.02824,B,map,NA
9106,28573,9661,0.370933,0.014651,B,map,NA
9042,28533,9661,0.366181,0.019765,B,map,NA
8979,28492,9661,0.379737,0.040577,B,map,NA
8915,28452,9662,0.344027,0.027971,B,map,NA
8852,28411,9662,0.370132,0.024227,B,map,NA
10753,29529,9655,0.289861,0.033218,B,map,NA
10689,29489,9656,0.455123,0.056239,B,map,NA
10626,29449,9656,0.385086,0.008714,B,map,NA
10562,29409,9656,0.421532,0.020765,B,map,NA
10499,29368,9657,0.56512,0.031833,B,map,NA
10436,29328,9657,0.429562,0.016347,B,map,NA
10372,29288,9657,0.402378,0.012319,B,map,NA
10309,29248,9658,0.377918,0.043303,B,map,NA
10246,29208,9658,0.367361,0.06548,B,map,NA
10182,29168,9658,0.35883,0.027781,B,map,NA
10119,29127,9659,0.350142,0.027553,B,map,NA
10055,29087,9659,0.33326,0.046674,B,map,NA
9992,29047,9659,0.266897,0.030465,B,map,NA
9929,29007,9660,0.285842,0.012116,B,map,NA
9865,28967,9660,0.258,0.020048,B,map,NA
9802,28926,9660,0.272216,0.01503,B,map,NA
9739,28886,9661,0.305081,0.038467,B,map,NA
9675,28846,9661,0.290516,0.023533,B,map,NA
9612,28806,9661,0.343229,0.016352,B,map,NA
9549,28766,9662,0.338979,0.026746,B,map,NA
9485,28726,9662,0.337249,0.02811,B,map,NA
9422,28685,9662,0.340734,0.015639,B,map,NA
9358,28645,9663,0.387107,0.023214,B,map,NA
9295,28605,9663,0.456472,0.073187,B,map,NA
9232,28565,9663,0.334755,0.020058,B,map,NA
9168,28525,9664,0.354766,0.032213,B,map,NA
9105,28485,9664,0.349417,0.025498,B,map,NA
9042,28444,9664,0.395155,0.020994,B,map,NA
8978,28404,9665,0.373959,0.042306,B,map,NA
8915,28364,9665,0.382976,0.031742,B,map,NA
10874,29515,9658,0.258298,0.023037,B,map,NA
10808,29474,9658,0.304446,0.040799,B,map,NA
10743,29433,9659,0.342419,0.037939,B,map,NA
10678,29392,9659,0.487303,0.057206,B,map,NA
10612,29350,9659,0.433714,0.016392,B,map,NA
10547,29309,9660,0.452109,0.015438,B,map,NA
10482,29268,9660,0.463493,0.024161,B,map,NA
10417,29226,9660,0.444012,0.03359,B,map,NA
10351,29185,9661,0.387467,0.021046,B,map,NA
10286,29144,9661,0.402961,0.014966,B,map,NA
10221,29103,9661,0.357333,0.012967,B,map,NA
10155,29061,9662,0.300813,0.016491,B,map,NA
10090,29020,9662,0.299509,0.011439,B,map,NA
10025,28979,9662,0.291421,0.014733,B,map,NA
9959,28937,9663,0.301581,0.020457,B,map,NA
9894,28896,9663,0.283719,0.016351,B,map,NA
9829,28855,9663,0.284322,0.017312,B,map,NA
9764,28814,9664,0.289046,0.025377,B,map,NA
9698,28772,9664,0.279394,0.028713,B,map,NA
9633,28731,9664,0.337948,0.017497,B,map,NA
9568,28690,9665,0.346493,0.015845,B,map,NA
9502,28648,9665,0.358394,0.014267,B,map,NA
9437,28607,9665,0.346158,0.026032,B,map,NA
9372,28566,9666,0.377839,0.018858,B,map,NA
9307,28525,9666,0.309624,0.009526,B,map,NA
9241,28483,9666,0.331681,0.025619,B,map,NA
9176,28442,9667,0.340898,0.018035,B,map,NA
9111,28401,9667,0.368409,0.02421,B,map,NA
9045,28359,9667,0.365729,0.021677,B,map,NA
8980,28318,9668,0.392421,0.038693,B,map,NA
10931,29462,9661,0.279506,0.032775,B,map,NA
10866,29420,9661,0.274358,0.031554,B,map,NA
10801,29379,9662,0.307394,0.025726,B,map,NA
