y,x,z,mg_ca,st_dev,part,sample_mode,dist
3787,-6094,10944,0.264602,0.018386,A,map,NA
3738,-6036,10941,0.283517,0.015135,A,map,NA
3688,-5977,10938,0.262707,0.011759,A,map,NA
3639,-5919,10935,0.291504,0.013372,A,map,NA
3589,-5860,10932,0.351753,0.015079,A,map,NA
3540,-5801,10929,0.363439,0.012117,A,map,NA
3490,-5743,10926,0.395415,0.015172,A,map,NA
3441,-5684,10923,0.466237,0.020621,A,map,NA
5140,-7578,11022,0.649455,0.036289,A,map,NA
5091,-7520,11019,0.540402,0.062409,A,map,NA
5041,-7461,11016,0.466633,0.040352,A,map,NA
4992,-7402,11013,0.404143,0.031934,A,map,NA
4942,-7344,11010,0.369525,0.030643,A,map,NA
4893,-7285,11007,0.36493,0.020851,A,map,NA
4843,-7226,11004,0.359033,0.018055,A,map,NA
4794,-7167,11001,0.321805,0.018137,A,map,NA
4744,-7109,10998,0.328068,0.023462,A,map,NA
4695,-7050,10995,0.339783,0.016227,A,map,NA
4645,-6991,10992,0.481781,0.023004,A,map,NA
4595,-6932,10989,0.415853,0.023508,A,map,NA
4546,-6874,10986,0.423886,0.026183,A,map,NA
4496,-6815,10983,0.402603,0.021503,A,map,NA
4447,-6756,10980,0.447098,0.025569,A,map,NA
4397,-6698,10977,0.396341,0.021731,A,map,NA
4348,-6639,10974,0.376507,0.034349,A,map,NA
4298,-6580,10971,0.361155,0.00953,A,map,NA
4249,-6521,10968,0.397103,0.012894,A,map,NA
4199,-6463,10965,0.334426,0.013703,A,map,NA
4149,-6404,10962,0.3209,0.015608,A,map,NA
4100,-6345,10959,0.308232,0.016275,A,map,NA
4050,-6286,10956,0.295724,0.009456,A,map,NA
4001,-6228,10953,0.32764,0.010267,A,map,NA
3951,-6169,10950,0.288358,0.006573,A,map,NA
3902,-6110,10947,0.283433,0.018872,A,map,NA
3852,-6052,10944,0.278556,0.011988,A,map,NA
3803,-5993,10941,0.255344,0.008211,A,map,NA
3753,-5934,10938,0.294924,0.006361,A,map,NA
3703,-5875,10935,0.277599,0.02108,A,map,NA
3654,-5817,10932,0.343496,0.020507,A,map,NA
3604,-5758,10929,0.423692,0.017699,A,map,NA
3555,-5699,10926,0.414306,0.021711,A,map,NA
3505,-5640,10923,0.421953,0.023111,A,map,NA
5207,-7538,11021,0.574389,0.07119,A,map,NA
5157,-7479,11018,0.578757,0.044381,A,map,NA
5108,-7420,11015,0.563083,0.035478,A,map,NA
5058,-7362,11012,0.49332,0.027978,A,map,NA
5009,-7303,11009,0.400927,0.034174,A,map,NA
4959,-7244,11006,0.361189,0.01397,A,map,NA
4909,-7185,11003,0.352674,0.017575,A,map,NA
4860,-7126,11000,0.311128,0.024254,A,map,NA
4810,-7067,10997,0.327665,0.032593,A,map,NA
4760,-7009,10994,0.31586,0.026039,A,map,NA
4711,-6950,10991,0.354414,0.021559,A,map,NA
4661,-6891,10988,0.476842,0.029569,A,map,NA
4612,-6832,10985,0.411853,0.03163,A,map,NA
4562,-6773,10982,0.412309,0.007286,A,map,NA
4512,-6714,10979,0.434824,0.01647,A,map,NA
4463,-6656,10976,0.475013,0.026499,A,map,NA
4413,-6597,10973,0.394817,0.023126,A,map,NA
4364,-6538,10970,0.414609,0.015672,A,map,NA
4314,-6479,10967,0.371003,0.013899,A,map,NA
4264,-6420,10964,0.362294,0.015708,A,map,NA
4215,-6362,10961,0.32594,0.016672,A,map,NA
4165,-6303,10958,0.295641,0.013489,A,map,NA
4115,-6244,10955,0.309189,0.01932,A,map,NA
4066,-6185,10952,0.304947,0.01667,A,map,NA
4016,-6126,10949,0.315737,0.01033,A,map,NA
3967,-6067,10946,0.288718,0.008835,A,map,NA
3917,-6009,10943,0.270772,0.013982,A,map,NA
3867,-5950,10940,0.265237,0.014085,A,map,NA
3818,-5891,10937,0.257072,0.017101,A,map,NA
3768,-5832,10934,0.2646,0.017402,A,map,NA
3718,-5773,10931,0.322634,0.057798,A,map,NA
3669,-5714,10928,0.413044,0.054637,A,map,NA
3619,-5656,10925,0.397027,0.017986,A,map,NA
3570,-5597,10922,0.394737,0.028664,A,map,NA
5274,-7498,11021,0.612369,0.140256,A,map,NA
5224,-7439,11018,0.554472,0.032733,A,map,NA
5174,-7380,11015,0.494862,0.031544,A,map,NA
5124,-7321,11012,0.497615,0.045036,A,map,NA
5075,-7262,11009,0.438511,0.027313,A,map,NA
5025,-7203,11006,0.411217,0.017119,A,map,NA
4975,-7144,11003,0.323029,0.018062,A,map,NA
4926,-7085,11000,0.274283,0.009343,A,map,NA
4876,-7026,10997,0.288742,0.019461,A,map,NA
4826,-6967,10994,0.335486,0.029524,A,map,NA
4777,-6908,10991,0.319836,0.026747,A,map,NA
4727,-6849,10988,0.388171,0.013159,A,map,NA
4677,-6790,10985,0.471541,0.024343,A,map,NA
4628,-6732,10982,0.441967,0.059783,A,map,NA
4578,-6673,10979,0.421964,0.011139,A,map,NA
4528,-6614,10976,0.433749,0.02457,A,map,NA
4479,-6555,10973,0.508258,0.021647,A,map,NA
4429,-6496,10970,0.383895,0.021874,A,map,NA
4379,-6437,10967,0.348251,0.009204,A,map,NA
4330,-6378,10964,0.377821,0.01804,A,map,NA
4280,-6319,10961,0.344674,0.009992,A,map,NA
4230,-6260,10958,0.320555,0.015907,A,map,NA
4181,-6201,10955,0.302847,0.017327,A,map,NA
4131,-6142,10952,0.288735,0.004364,A,map,NA
4081,-6084,10949,0.317331,0.016695,A,map,NA
4031,-6025,10946,0.295629,0.017226000000000002,A,map,NA
3982,-5966,10943,0.263813,0.017289,A,map,NA
3932,-5907,10940,0.266714,0.014885,A,map,NA
3882,-5848,10937,0.267464,0.041037,A,map,NA
3833,-5789,10934,0.277197,0.013557,A,map,NA
3783,-5730,10931,0.283184,0.031927,A,map,NA
3733,-5671,10928,0.354669,0.016029,A,map,NA
3684,-5612,10925,0.373261,0.030071,A,map,NA
3634,-5553,10922,0.397344,0.024028,A,map,NA
5290,-7398,11018,0.539966,0.035697,A,map,NA
5241,-7339,11015,0.579422,0.048346,A,map,NA
5191,-7280,11012,0.44585,0.029543,A,map,NA
5141,-7221,11009,0.482749,0.03674,A,map,NA
5091,-7162,11006,0.372876,0.01541,A,map,NA
5042,-7103,11003,0.33973,0.023662,A,map,NA
4992,-7044,11000,0.30192,0.014373,A,map,NA
4942,-6985,10997,0.290909,0.021178,A,map,NA
4892,-6926,10994,0.280486,0.01558,A,map,NA
4843,-6867,10991,0.363237,0.017175,A,map,NA
4793,-6808,10988,0.336782,0.015762,A,map,NA
4743,-6749,10985,0.387066,0.02246,A,map,NA
4693,-6690,10982,0.434037,0.021209,A,map,NA
4644,-6631,10979,0.414806,0.012943,A,map,NA
4594,-6572,10976,0.412113,0.023987,A,map,NA
4544,-6513,10973,0.40284,0.033667,A,map,NA
4494,-6454,10970,0.446005,0.028035,A,map,NA
4445,-6395,10967,0.421932,0.051854,A,map,NA
4395,-6336,10964,0.355727,0.010484,A,map,NA
4345,-6277,10961,0.375707,0.020738,A,map,NA
4295,-6218,10958,0.335893,0.024497,A,map,NA
4246,-6159,10955,0.313755,0.017266,A,map,NA
4196,-6100,10952,0.296806,0.007908,A,map,NA
4146,-6041,10949,0.29568,0.019615,A,map,NA
4096,-5982,10946,0.317779,0.024847,A,map,NA
4047,-5923,10943,0.29193,0.020448,A,map,NA
3997,-5864,10940,0.28172,0.021275,A,map,NA
3947,-5805,10937,0.253624,0.022302,A,map,NA
3897,-5746,10933,0.285693,0.017781,A,map,NA
3848,-5687,10930,0.314324,0.007391,A,map,NA
3798,-5628,10927,0.323443,0.011839,A,map,NA
3748,-5569,10924,0.385101,0.020346,A,map,NA
3698,-5510,10921,0.40668,0.025444,A,map,NA
5406,-7416,11021,0.468258,0.097643,A,map,NA
5358,-7359,11018,0.479819,0.076078,A,map,NA
5310,-7302,11015,0.419555,0.031308,A,map,NA
5261,-7244,11012,0.477467,0.024707,A,map,NA
5213,-7187,11009,0.448154,0.03365,A,map,NA
5165,-7129,11006,0.462546,0.015762,A,map,NA
5116,-7072,11003,0.399598,0.027528,A,map,NA
5068,-7015,11000,0.358461,0.006406,A,map,NA
5019,-6957,10997,0.3169,0.021688,A,map,NA
4971,-6900,10994,0.295158,0.020116,A,map,NA
4923,-6842,10991,0.29163,0.013324,A,map,NA
4874,-6785,10988,0.344765,0.029894,A,map,NA
4826,-6728,10985,0.340982,0.030344,A,map,NA
4777,-6670,10982,0.403167,0.017992,A,map,NA
4729,-6613,10980,0.465174,0.011006,A,map,NA
4681,-6555,10977,0.430034,0.022715,A,map,NA
4632,-6498,10974,0.433174,0.022828,A,map,NA
4584,-6440,10971,0.407615,0.0080510000000000009,A,map,NA
4536,-6383,10968,0.46144,0.028146,A,map,NA
4487,-6326,10965,0.374454,0.030138,A,map,NA
4439,-6268,10962,0.367103,0.027716,A,map,NA
4390,-6211,10959,0.365257,0.020035,A,map,NA
4342,-6153,10956,0.353414,0.012672,A,map,NA
4294,-6096,10953,0.297802,0.00593,A,map,NA
4245,-6039,10950,0.290508,0.015897,A,map,NA
4197,-5981,10947,0.285157,0.012203,A,map,NA
4148,-5924,10944,0.30034,0.013001,A,map,NA
4100,-5866,10941,0.288351,0.015778,A,map,NA
4052,-5809,10939,0.25729,0.007437,A,map,NA
4003,-5751,10936,0.255805,0.030711,A,map,NA
3955,-5694,10933,0.26725,0.024135,A,map,NA
3907,-5637,10930,0.269866,0.009098,A,map,NA
3858,-5579,10927,0.307911,0.020282,A,map,NA
3810,-5522,10924,0.405032,0.010804,A,map,NA
3761,-5464,10921,0.391539,0.008366,A,map,NA
5425,-7318,11017,0.40566,0.026661,A,map,NA
5376,-7261,11014,0.398525,0.04471,A,map,NA
5328,-7203,11011,0.40448,0.013489,A,map,NA
5279,-7146,11009,0.456393,0.020204,A,map,NA
5231,-7088,11006,0.447552,0.012431,A,map,NA
5182,-7031,11003,0.447659,0.042992,A,map,NA
5134,-6973,11000,0.387062,0.018572,A,map,NA
5085,-6916,10997,0.325474,0.008355,A,map,NA
5037,-6858,10994,0.309341,0.025007,A,map,NA
4989,-6801,10991,0.286895,0.018866,A,map,NA
4940,-6743,10988,0.313545,0.014721,A,map,NA
4892,-6686,10985,0.423224,0.058623,A,map,NA
4843,-6628,10982,0.338483,0.007591,A,map,NA
4795,-6571,10979,0.378086,0.014167,A,map,NA
4746,-6513,10976,0.459361,0.021147,A,map,NA
4698,-6456,10973,0.402844,0.030014,A,map,NA
4649,-6398,10970,0.416898,0.031481,A,map,NA
4601,-6341,10967,0.39307,0.015872,A,map,NA
4552,-6283,10964,0.451822,0.029305,A,map,NA
4504,-6226,10962,0.430139,0.123079,A,map,NA
4456,-6168,10959,0.344196,0.013085,A,map,NA
4407,-6111,10956,0.352408,0.016829,A,map,NA
4359,-6053,10953,0.317352,0.014696,A,map,NA
4310,-5996,10950,0.30122,0.011577,A,map,NA
4262,-5938,10947,0.285087,0.013477,A,map,NA
4213,-5881,10944,0.288975,0.008893,A,map,NA
4165,-5823,10941,0.301096,0.01827,A,map,NA
4116,-5766,10938,0.286,0.01467,A,map,NA
4068,-5708,10935,0.274312,0.009446,A,map,NA
4020,-5651,10932,0.249482,0.012463,A,map,NA
3971,-5593,10929,0.282424,0.032455,A,map,NA
3923,-5536,10926,0.290815,0.030699,A,map,NA
3874,-5478,10923,0.418526,0.041403,A,map,NA
3826,-5421,10921,0.445793,0.033706,A,map,NA
5491,-7278,11017,0.433592,0.025547,A,map,NA
5442,-7220,11014,0.317898,0.039753,A,map,NA
5394,-7163,11011,0.372941,0.022586,A,map,NA
5345,-7105,11008,0.420236,0.018892,A,map,NA
5297,-7048,11005,0.447327,0.019949,A,map,NA
5248,-6990,11002,0.424554,0.020552,A,map,NA
5200,-6932,10999,0.432597,0.028211,A,map,NA
5151,-6875,10996,0.390375,0.026827,A,map,NA
5103,-6817,10994,0.327183,0.014439,A,map,NA
5054,-6760,10991,0.317738,0.021718,A,map,NA
5006,-6702,10988,0.307253,0.013675,A,map,NA
4957,-6644,10985,0.316078,0.017962,A,map,NA
4909,-6587,10982,0.366742,0.015806,A,map,NA
4860,-6529,10979,0.347176,0.013824,A,map,NA
4812,-6472,10976,0.394347,0.016144,A,map,NA
4763,-6414,10973,0.438752,0.020392,A,map,NA
4715,-6356,10970,0.390164,0.024347,A,map,NA
4666,-6299,10967,0.406418,0.023353,A,map,NA
4618,-6241,10964,0.414372,0.018697,A,map,NA
4569,-6184,10961,0.418202,0.004631,A,map,NA
4521,-6126,10958,0.379566,0.024388,A,map,NA
4472,-6068,10955,0.352189,0.015657,A,map,NA
4424,-6011,10952,0.361192,0.038067,A,map,NA
4375,-5953,10949,0.315922,0.012076,A,map,NA
4327,-5896,10947,0.30417,0.008746,A,map,NA
4278,-5838,10944,0.278009,0.014704,A,map,NA
4230,-5780,10941,0.306464,0.020525,A,map,NA
4181,-5723,10938,0.272816,0.009627,A,map,NA
4133,-5665,10935,0.264668,0.013186,A,map,NA
4084,-5608,10932,0.250807,0.021535,A,map,NA
4036,-5550,10929,0.299056,0.017743,A,map,NA
3987,-5492,10926,0.309141,0.03067,A,map,NA
3939,-5435,10923,0.395151,0.022299,A,map,NA
3890,-5377,10920,0.43345,0.022576,A,map,NA
5557,-7237,11017,0.405155,0.024945,A,map,NA
5509,-7180,11014,0.296816,0.018541,A,map,NA
5460,-7122,11011,0.315731,0.032482,A,map,NA
5412,-7064,11008,0.384294,0.026107000000000002,A,map,NA
5363,-7007,11005,0.437754,0.022635,A,map,NA
5315,-6949,11002,0.464929,0.025581,A,map,NA
5266,-6891,10999,0.444338,0.024074,A,map,NA
5217,-6834,10996,0.413427,0.011131,A,map,NA
5169,-6776,10993,0.380615,0.012475,A,map,NA
5120,-6718,10990,0.336252,0.036123,A,map,NA
5072,-6660,10987,0.302984,0.027962,A,map,NA
5023,-6603,10984,0.30642,0.020333,A,map,NA
4975,-6545,10981,0.314493,0.027573,A,map,NA
4926,-6487,10978,0.363239,0.043757,A,map,NA
4877,-6430,10976,0.370254,0.047825,A,map,NA
4829,-6372,10973,0.476328,0.019585,A,map,NA
4780,-6314,10970,0.443977,0.020915,A,map,NA
4732,-6257,10967,0.403171,0.01437,A,map,NA
4683,-6199,10964,0.423748,0.036513,A,map,NA
4635,-6141,10961,0.419771,0.031852,A,map,NA
4586,-6084,10958,0.370601,0.013716,A,map,NA
4537,-6026,10955,0.353366,0.012361,A,map,NA
4489,-5968,10952,0.348427,0.017411,A,map,NA
4440,-5911,10949,0.339948,0.018707,A,map,NA
4392,-5853,10946,0.300665,0.015707,A,map,NA
4343,-5795,10943,0.287126,0.021956,A,map,NA
4295,-5737,10940,0.295848,0.029463,A,map,NA
4246,-5680,10937,0.291173,0.012779,A,map,NA
4197,-5622,10934,0.263497,0.011016,A,map,NA
4149,-5564,10931,0.267516,0.020469,A,map,NA
4100,-5507,10928,0.254828,0.016056,A,map,NA
4052,-5449,10926,0.278326,0.024602,A,map,NA
4003,-5391,10923,0.36282,0.010454,A,map,NA
3955,-5334,10920,0.36972,0.02691,A,map,NA
5682,-7241,11019,0.57174,0.123258,A,map,NA
5633,-7184,11016,0.347636,0.013066,A,map,NA
5584,-7126,11013,0.294704,0.035795,A,map,NA
5535,-7069,11010,0.322751,0.043862,A,map,NA
5486,-7012,11007,0.347723,0.025707,A,map,NA
5437,-6954,11004,0.394552,0.026246,A,map,NA
5388,-6897,11001,0.456507,0.019867,A,map,NA
5339,-6840,10999,0.437286,0.021684,A,map,NA
5291,-6782,10996,0.446807,0.038459,A,map,NA
5242,-6725,10993,0.407784,0.019467,A,map,NA
5193,-6667,10990,0.386818,0.034853,A,map,NA
5144,-6610,10987,0.333423,0.009238,A,map,NA
5095,-6553,10984,0.303779,0.017005,A,map,NA
5046,-6495,10981,0.305844,0.00807,A,map,NA
4997,-6438,10978,0.329483,0.014399,A,map,NA
4948,-6381,10975,0.350976,0.023871,A,map,NA
4899,-6323,10972,0.377255,0.017165,A,map,NA
4850,-6266,10969,0.477699,0.02755,A,map,NA
4801,-6209,10966,0.427371,0.019979,A,map,NA
4753,-6151,10963,0.391952,0.040134,A,map,NA
4704,-6094,10960,0.401454,0.023858,A,map,NA
4655,-6037,10957,0.464219,0.031999,A,map,NA
4606,-5979,10954,0.357517,0.030496,A,map,NA
4557,-5922,10952,0.340238,0.007961,A,map,NA
4508,-5865,10949,0.365958,0.031108,A,map,NA
4459,-5807,10946,0.304199,0.012032,A,map,NA
4410,-5750,10943,0.283697,0.011594,A,map,NA
4361,-5692,10940,0.268157,0.014386,A,map,NA
4312,-5635,10937,0.292572,0.024137,A,map,NA
4263,-5578,10934,0.267694,0.013237,A,map,NA
4215,-5520,10931,0.27048,0.011449,A,map,NA
4166,-5463,10928,0.256509,0.024345,A,map,NA
4117,-5406,10925,0.295527,0.025239,A,map,NA
4068,-5348,10922,0.328544,0.022038,A,map,NA
4019,-5291,10919,0.412671,0.035913,A,map,NA
5758,-7187,11019,0.746652,0.169584,A,map,NA
5708,-7130,11016,0.402189,0.088927,A,map,NA
5659,-7073,11013,0.344213,0.038993,A,map,NA
5610,-7016,11010,0.323846,0.031425,A,map,NA
5561,-6959,11007,0.351859,0.019413,A,map,NA
5511,-6902,11004,0.361409,0.010491,A,map,NA
5462,-6845,11001,0.436831,0.031643,A,map,NA
5413,-6788,10998,0.509483,0.022594,A,map,NA
5364,-6731,10995,0.433385,0.018285,A,map,NA
5314,-6674,10992,0.451332,0.028855,A,map,NA
5265,-6617,10989,0.415083,0.02162,A,map,NA
5216,-6560,10986,0.371851,0.045947,A,map,NA
5167,-6503,10983,0.340971,0.004516,A,map,NA
5117,-6446,10980,0.328123,0.022911,A,map,NA
5068,-6389,10977,0.299956,0.018842,A,map,NA
5019,-6332,10975,0.333954,0.005794,A,map,NA
4970,-6275,10972,0.324201,0.012439,A,map,NA
4920,-6218,10969,0.356055,0.022726,A,map,NA
4871,-6161,10966,0.438291,0.011159,A,map,NA
4822,-6104,10963,0.405006,0.02283,A,map,NA
4773,-6047,10960,0.389377,0.020606,A,map,NA
4723,-5990,10957,0.383696,0.012844,A,map,NA
4674,-5933,10954,0.411576,0.014503,A,map,NA
4625,-5876,10951,0.362588,0.011767,A,map,NA
4576,-5818,10948,0.327747,0.018526,A,map,NA
4526,-5761,10945,0.344498,0.012631,A,map,NA
4477,-5704,10942,0.315826,0.035757,A,map,NA
4428,-5647,10939,0.264597,0.008104,A,map,NA
4379,-5590,10936,0.280563,0.021208,A,map,NA
4330,-5533,10933,0.279804,0.016906,A,map,NA
4280,-5476,10931,0.26602,0.011822,A,map,NA
4231,-5419,10928,0.26128,0.007755,A,map,NA
4182,-5362,10925,0.282105,0.021955,A,map,NA
4133,-5305,10922,0.353842,0.015311,A,map,NA
4083,-5248,10919,0.403436,0.016761,A,map,NA
5833,-7133,11018,0.975289,0.203871,A,map,NA
5784,-7076,11015,0.505026,0.108378,A,map,NA
5734,-7020,11012,0.417386,0.047971,A,map,NA
5685,-6963,11009,0.347227,0.023782,A,map,NA
5635,-6906,11006,0.331706,0.019591,A,map,NA
5585,-6850,11003,0.334793,0.037993,A,map,NA
5536,-6793,11000,0.389551,0.018606,A,map,NA
5486,-6736,10997,0.431269,0.048236,A,map,NA
5437,-6679,10995,0.504094,0.031139,A,map,NA
5387,-6623,10992,0.443585,0.033643,A,map,NA
5337,-6566,10989,0.460076,0.006893,A,map,NA
5288,-6509,10986,0.422154,0.023072,A,map,NA
5238,-6453,10983,0.352994,0.037386,A,map,NA
5189,-6396,10980,0.319782,0.031056,A,map,NA
5139,-6339,10977,0.291858,0.020309,A,map,NA
5090,-6283,10974,0.314887,0.01291,A,map,NA
5040,-6226,10971,0.378494,0.019581,A,map,NA
4990,-6169,10968,0.334551,0.022525,A,map,NA
4941,-6113,10965,0.360258,0.026277,A,map,NA
4891,-6056,10962,0.430989,0.03314,A,map,NA
4842,-5999,10959,0.379168,0.01614,A,map,NA
4792,-5943,10956,0.39113,0.020179,A,map,NA
4743,-5886,10954,0.412088,0.042334,A,map,NA
4693,-5829,10951,0.37416,0.016257,A,map,NA
4643,-5772,10948,0.343492,0.016619,A,map,NA
4594,-5716,10945,0.343305,0.021133,A,map,NA
4544,-5659,10942,0.315276,0.009743,A,map,NA
4495,-5602,10939,0.264878,0.025204,A,map,NA
4445,-5546,10936,0.285177,0.010972,A,map,NA
4396,-5489,10933,0.294705,0.014829,A,map,NA
4346,-5432,10930,0.249138,0.013396,A,map,NA
4296,-5376,10927,0.280579,0.013494,A,map,NA
4247,-5319,10924,0.283987,0.020881,A,map,NA
4197,-5262,10921,0.332101,0.016678,A,map,NA
4148,-5206,10918,0.452502,0.024751,A,map,NA
5909,-7079,11017,1.012919,0.434931,A,map,NA
5859,-7023,11014,0.617609,0.229187,A,map,NA
5809,-6966,11011,0.371767,0.013917,A,map,NA
5759,-6910,11009,0.402285,0.038589,A,map,NA
5709,-6854,11006,0.389656,0.037594,A,map,NA
5659,-6797,11003,0.354152,0.033766,A,map,NA
5610,-6741,11000,0.343348,0.025571,A,map,NA
5560,-6684,10997,0.370899,0.027108,A,map,NA
5510,-6628,10994,0.410048,0.021792,A,map,NA
5460,-6572,10991,0.451277,0.027804,A,map,NA
5410,-6515,10988,0.445021,0.013927,A,map,NA
5360,-6459,10985,0.437939,0.016165,A,map,NA
5310,-6403,10982,0.414111,0.030742,A,map,NA
5260,-6346,10979,0.332585,0.019761,A,map,NA
5210,-6290,10976,0.287768,0.009185,A,map,NA
5160,-6234,10974,0.302777,0.015218,A,map,NA
5110,-6177,10971,0.320306,0.061219,A,map,NA
5061,-6121,10968,0.33785,0.013397,A,map,NA
5011,-6065,10965,0.370487,0.016139,A,map,NA
4961,-6008,10962,0.414523,0.025211,A,map,NA
4911,-5952,10959,0.412718,0.015232,A,map,NA
4861,-5895,10956,0.386758,0.009144,A,map,NA
4811,-5839,10953,0.393697,0.016099,A,map,NA
4761,-5783,10950,0.486459,0.035628,A,map,NA
4711,-5726,10947,0.351544,0.019855,A,map,NA
4661,-5670,10944,0.34239000000000003,0.021348,A,map,NA
4611,-5614,10941,0.35098,0.038954,A,map,NA
4561,-5557,10938,0.296841,0.019253,A,map,NA
4512,-5501,10936,0.278821,0.028079,A,map,NA
4462,-5445,10933,0.274914,0.023858999999999998,A,map,NA
4412,-5388,10930,0.273114,0.022239,A,map,NA
4362,-5332,10927,0.284152,0.026863,A,map,NA
4312,-5276,10924,0.26773,0.018476,A,map,NA
4262,-5219,10921,0.314794,0.013309,A,map,NA
4212,-5163,10918,0.443829,0.032832,A,map,NA
5909,-6961,11013,0.471285,0.046217,A,map,NA
5858,-6903,11010,0.411692,0.016121,A,map,NA
5807,-6846,11007,0.373401,0.018377,A,map,NA
5756,-6788,11004,0.359174,0.035185,A,map,NA
5705,-6731,11001,0.330521,0.01968,A,map,NA
5654,-6673,10998,0.366592,0.005082,A,map,NA
5603,-6616,10995,0.343183,0.010998,A,map,NA
5552,-6558,10992,0.425859,0.018263,A,map,NA
5501,-6501,10989,0.491845,0.039552,A,map,NA
5450,-6443,10986,0.419499,0.01724,A,map,NA
5399,-6386,10983,0.436625,0.015491,A,map,NA
5348,-6328,10980,0.385664,0.017103,A,map,NA
5297,-6271,10977,0.324395,0.020483,A,map,NA
5246,-6214,10974,0.311908,0.015621,A,map,NA
5195,-6156,10971,0.294608,0.017832,A,map,NA
5144,-6099,10968,0.310694,0.02147,A,map,NA
5093,-6041,10965,0.326593,0.017557,A,map,NA
5042,-5984,10962,0.378989,0.044971,A,map,NA
4991,-5926,10959,0.415219,0.025393,A,map,NA
4940,-5869,10956,0.404614,0.032254,A,map,NA
4889,-5811,10953,0.372969,0.01482,A,map,NA
4838,-5754,10950,0.382657,0.029068,A,map,NA
4787,-5696,10947,0.43953,0.018436,A,map,NA
4736,-5639,10945,0.348443,0.011235,A,map,NA
4685,-5581,10942,0.342867,8.81e-4,A,map,NA
4634,-5524,10939,0.323799,0.017102,A,map,NA
4583,-5466,10936,0.285219,0.021824,A,map,NA
4532,-5409,10933,0.265488,0.013401,A,map,NA
4481,-5351,10930,0.284219,0.012455,A,map,NA
4430,-5294,10927,0.259607,0.019281,A,map,NA
4379,-5237,10924,0.267641,0.026842,A,map,NA
4328,-5179,10921,0.317909,0.030224,A,map,NA
4277,-5122,10918,0.419061,0.018716,A,map,NA
6011,-6957,11015,1.113939,0.301866,A,map,NA
5960,-6900,11012,0.655133,0.06093,A,map,NA
5910,-6843,11009,0.382294,0.037851,A,map,NA
5859,-6787,11006,0.365012,0.018152,A,map,NA
5808,-6730,11003,0.377306,0.018023,A,map,NA
5758,-6673,11000,0.380704,0.023986,A,map,NA
5707,-6616,10997,0.359425,0.028085,A,map,NA
5657,-6559,10994,0.345974,0.017668,A,map,NA
5606,-6502,10991,0.371997,0.0125,A,map,NA
5555,-6445,10988,0.439461,0.0344,A,map,NA
5505,-6388,10985,0.448005,0.043835,A,map,NA
5454,-6331,10982,0.427968,0.019411,A,map,NA
5403,-6274,10979,0.39002,0.011572,A,map,NA
5353,-6217,10976,0.387985,0.007505,A,map,NA
5302,-6160,10973,0.313144,0.024832,A,map,NA
5252,-6103,10970,0.29372,0.028925,A,map,NA
5201,-6046,10967,0.293146,0.012444,A,map,NA
5150,-5990,10965,0.353811,0.040236,A,map,NA
5100,-5933,10962,0.290586,0.011559,A,map,NA
5049,-5876,10959,0.343398,0.016979,A,map,NA
4999,-5819,10956,0.429423,0.024725,A,map,NA
4948,-5762,10953,0.363781,0.019048,A,map,NA
4897,-5705,10950,0.387005,0.021774,A,map,NA
4847,-5648,10947,0.429822,0.034268,A,map,NA
4796,-5591,10944,0.343556,0.031187,A,map,NA
4746,-5534,10941,0.345983,0.016475,A,map,NA
4695,-5477,10938,0.340177,0.009821,A,map,NA
4644,-5420,10935,0.29119,0.014863,A,map,NA
4594,-5363,10932,0.282621,0.02636,A,map,NA
4543,-5306,10929,0.298361,0.011647,A,map,NA
4493,-5249,10926,0.277996,0.012104,A,map,NA
4442,-5193,10923,0.289073,0.036515,A,map,NA
4391,-5136,10920,0.299512,0.016126,A,map,NA
4341,-5079,10917,0.368588,0.010656,A,map,NA
6011,-6840,11011,0.586581,0.074652,A,map,NA
5961,-6784,11008,0.366374,0.035482,A,map,NA
5911,-6727,11005,0.393324,0.020127,A,map,NA
5861,-6671,11002,0.371148,0.013044,A,map,NA
5811,-6615,10999,0.344898,0.015186,A,map,NA
5760,-6558,10996,0.325059,0.016845,A,map,NA
5710,-6502,10993,0.365002,0.015105,A,map,NA
5660,-6445,10990,0.342938,0.033935,A,map,NA
5610,-6389,10987,0.397589,0.020863,A,map,NA
5559,-6333,10984,0.479781,0.0314,A,map,NA
5509,-6276,10981,0.400224,0.019167,A,map,NA
5459,-6220,10978,0.444962,0.032345,A,map,NA
5409,-6163,10975,0.392783,0.024323,A,map,NA
5359,-6107,10972,0.320503,0.023657,A,map,NA
5308,-6051,10970,0.303246,0.02706,A,map,NA
5258,-5994,10967,0.311718,0.036285,A,map,NA
5208,-5938,10964,0.312382,0.020436,A,map,NA
5158,-5882,10961,0.323274,0.016177,A,map,NA
5108,-5825,10958,0.318882,0.016818,A,map,NA
5057,-5769,10955,0.38883,0.023486,A,map,NA
5007,-5712,10952,0.389785,0.03313,A,map,NA
4957,-5656,10949,0.38315,0.028997,A,map,NA
4907,-5600,10946,0.381065,0.025612,A,map,NA
4856,-5543,10943,0.399015,0.024942,A,map,NA
4806,-5487,10940,0.352937,0.013819,A,map,NA
4756,-5430,10937,0.348189,0.019273,A,map,NA
4706,-5374,10934,0.298528,0.01313,A,map,NA
4656,-5318,10932,0.262677,0.01535,A,map,NA
4605,-5261,10929,0.279538,0.011482,A,map,NA
