y,x,z,mg_ca,st_dev,sample_mode,dist
16152,30198,7677,0.35687,0.033771,map,NA
15953,30250,7675,0.348509,0.021462,map,NA
15556,30354,7671,0.090634,0.032512,map,NA
15358,30406,7670,0.037158,0.015972,map,NA
15258,30431,7669,0.047079,0.002728,map,NA
15060,30483,7667,0.041498,0.007458,map,NA
14861,30535,7665,0.031106,0.008336,map,NA
14762,30561,7664,0.035784,0.009456,map,NA
14464,30639,7661,0.043757,0.008259,map,NA
14265,30691,7659,0.043179,0.009406,map,NA
14067,30743,7658,0.034774,0.003256,map,NA
13967,30769,7657,0.037077,0.00419,map,NA
13769,30821,7655,0.037149,0.010215,map,NA
16567,30133,7680,0.322636,0.026682,map,NA
16368,30184,7678,0.367099,0.064879,map,NA
16268,30210,7677,0.339586,0.034714,map,NA
16069,30260,7675,0.326287,0.019382,map,NA
15870,30311,7673,0.351188,0.008022,map,NA
15770,30337,7672,0.322279,0.007423,map,NA
15671,30362,7671,0.351306,0.018387,map,NA
15472,30413,7670,0.140944,0.035064,map,NA
15173,30489,7667,0.04559,0.00994,map,NA
14974,30540,7665,0.043648,0.006652,map,NA
14675,30616,7662,0.030057,0.002861,map,NA
14575,30641,7661,0.03999,0.011701,map,NA
14376,30692,7660,0.043584,0.006049,map,NA
14177,30743,7658,0.036151,0.006192,map,NA
13878,30819,7655,0.040691,0.011,map,NA
13679,30870,7653,0.046878,0.020699,map,NA
16186,30273,7675,0.370456,0.015518,map,NA
15986,30323,7673,0.346451,0.014304,map,NA
15587,30422,7669,0.341402,0.033926,map,NA
15387,30472,7668,0.373351,0.095709,map,NA
15287,30497,7667,0.068812,0.025394,map,NA
15088,30547,7665,0.045272,0.015136,map,NA
14888,30596,7663,0.053104,0.007319,map,NA
14788,30621,7662,0.034966,0.004898,map,NA
14488,30696,7660,0.040684,0.007837,map,NA
14288,30745,7658,0.040163,0.006447,map,NA
14089,30795,7656,0.042791,0.007463,map,NA
13989,30820,7655,0.039627,0.009453,map,NA
13789,30870,7653,0.039188,0.008487,map,NA
13589,30919,7652,0.043794,0.015134,map,NA
16104,30337,7673,0.333798,0.012574,map,NA
15904,30385,7671,0.37201,0.036506,map,NA
15804,30410,7670,0.332728,0.028113,map,NA
15703,30434,7669,0.323096,0.019651,map,NA
15503,30483,7667,0.300714,0.018164,map,NA
15203,30555,7665,0.104312,0.018433,map,NA
15002,30604,7663,0.03633,0.011093,map,NA
14702,30677,7660,0.047608,0.011647,map,NA
14602,30701,7659,0.037803,0.005118,map,NA
14401,30750,7658,0.041523,0.007772,map,NA
14201,30798,7656,0.043638,0.010754,map,NA
13900,30871,7653,0.045382,0.022796,map,NA
13700,30920,7652,0.037276,0.00491,map,NA
13500,30968,7650,0.036005,0.006946,map,NA
13399,30993,7649,0.036607,0.008459,map,NA
16324,30329,7673,0.320044,0.030323,map,NA
16031,30398,7671,0.315068,0.019297,map,NA
15642,30490,7667,0.301844,0.021701,map,NA
15544,30513,7666,0.303151,0.029536,map,NA
15447,30536,7666,0.27766,0.021265,map,NA
15349,30559,7665,0.315859,0.016282,map,NA
15252,30582,7664,0.374231,0.014763,map,NA
15154,30605,7663,0.47438,0.075173,map,NA
15057,30628,7662,0.093774,0.028602,map,NA
14960,30651,7661,0.044763,0.009388,map,NA
14862,30675,7661,0.040168,0.014615,map,NA
14765,30698,7660,0.039629,0.014057,map,NA
14667,30721,7659,0.05156,0.009239,map,NA
14570,30744,7658,0.042756,0.003795,map,NA
14472,30767,7657,0.033719,0.003118,map,NA
14278,30813,7656,0.037309,0.006659,map,NA
14083,30859,7654,0.043241,0.009787,map,NA
13985,30882,7653,0.032383,0.004197,map,NA
13790,30928,7651,0.038385,0.005042,map,NA
13595,30974,7650,0.041446,0.010029,map,NA
13303,31043,7647,0.043934,0.012503,map,NA
15949,30462,7668,0.342809,0.029374,map,NA
15851,30484,7668,0.365339,0.018615,map,NA
15754,30507,7667,0.312566,0.02059,map,NA
14386,30822,7655,0.036226,0.003875,map,NA
14190,30867,7654,0.039014,0.011929,map,NA
13897,30934,7651,0.038076,0.004307,map,NA
13702,30979,7650,0.037236,0.007306,map,NA
13506,31024,7648,0.037876,0.005963,map,NA
13409,31047,7647,0.033838,0.010052,map,NA
13213,31091,7646,0.042017,0.011149,map,NA
15671,30569,7665,0.331427,0.024732,map,NA
15573,30591,7664,0.28043,0.010642,map,NA
15475,30613,7663,0.283403,0.0132,map,NA
15377,30635,7662,0.268952,0.013713,map,NA
15279,30657,7662,0.288355,0.015557,map,NA
15181,30679,7661,0.2931,0.033412,map,NA
15083,30701,7660,0.319547,0.02134,map,NA
14985,30723,7659,0.340807,0.021967,map,NA
14887,30745,7658,0.440811,0.036827,map,NA
14789,30767,7658,0.542751,0.077486,map,NA
14691,30789,7657,0.245197,0.096032,map,NA
14593,30811,7656,0.06546,0.007959,map,NA
14495,30833,7655,0.042373,0.007678,map,NA
14299,30877,7654,0.040801,0.008938,map,NA
14103,30921,7652,0.031726,0.012758,map,NA
14005,30943,7651,0.031038,0.003768,map,NA
13809,30986,7650,0.043229,0.012403,map,NA
13613,31030,7648,0.035168,0.006414,map,NA
13319,31096,7646,0.047743,0.008474,map,NA
13123,31140,7644,0.035828,0.010363,map,NA
15883,30568,7665,0.333316,0.031701,map,NA
15785,30589,7664,0.346004,0.02302,map,NA
14408,30890,7653,0.058773,0.015704,map,NA
14211,30933,7652,0.039129,0.008057,map,NA
13916,30998,7649,0.034317,0.006191,map,NA
13720,31041,7648,0.041156,0.0068,map,NA
13523,31083,7646,0.033002,0.008688,map,NA
13424,31105,7645,0.031978,0.004571,map,NA
13228,31148,7644,0.03328,0.006345,map,NA
13031,31191,7642,0.041927,0.009635,map,NA
15703,30651,7662,0.345696,0.033105,map,NA
15604,30672,7661,0.324463,0.021318,map,NA
15506,30693,7661,0.289553,0.025193,map,NA
15407,30714,7660,0.27586,0.00914,map,NA
15308,30735,7659,0.282155,0.01589,map,NA
15210,30756,7658,0.274356,0.010052,map,NA
15111,30778,7658,0.286372,0.020254,map,NA
15012,30799,7657,0.290599,0.011032,map,NA
14913,30820,7656,0.286559,0.016388,map,NA
14815,30841,7655,0.32545,0.023329,map,NA
14716,30862,7654,0.327381,0.02233,map,NA
14617,30883,7654,0.392112,0.036653,map,NA
14519,30904,7653,0.47101,0.032794,map,NA
14321,30946,7651,0.395743,0.03361,map,NA
14124,30988,7650,0.06485,0.010483,map,NA
14025,31010,7649,0.04609,0.010126,map,NA
13828,31052,7648,0.033961,0.003764,map,NA
13630,31094,7646,0.033452,0.003244,map,NA
13334,31157,7644,0.034012,0.004081,map,NA
13137,31199,7642,0.034377,0.014884,map,NA
12939,31242,7641,0.039304,0.01755,map,NA
14432,30961,7651,0.443007,0.042067,map,NA
14234,31002,7650,0.481433,0.03938,map,NA
13937,31064,7647,0.161027,0.043801,map,NA
13739,31106,7646,0.041998,0.006948,map,NA
13541,31147,7644,0.028666,0.00416,map,NA
13442,31168,7643,0.036412,0.006565,map,NA
13244,31209,7642,0.039547,0.005765,map,NA
13045,31251,7640,0.041916,0.012808,map,NA
12847,31292,7639,0.045669,0.005937,map,NA
15639,30754,7659,0.34569,0.028147,map,NA
15539,30774,7658,0.311485,0.028972,map,NA
15440,30794,7657,0.29957,0.041576,map,NA
15341,30815,7657,0.283879,0.023053,map,NA
15241,30835,7656,0.273919,0.020807,map,NA
15142,30855,7655,0.287156,0.024946,map,NA
15042,30876,7654,0.276462,0.02694,map,NA
14943,30896,7654,0.283992,0.032352,map,NA
14843,30916,7653,0.282062,0.007374,map,NA
14744,30937,7652,0.299517,0.021935,map,NA
14645,30957,7651,0.298145,0.006248,map,NA
14545,30977,7651,0.294624,0.024111,map,NA
14346,31018,7649,0.397337,0.031346,map,NA
14147,31058,7648,0.440025,0.015924,map,NA
14048,31079,7647,0.469179,0.026757,map,NA
13849,31119,7645,0.611511,0.088886,map,NA
13650,31160,7644,0.362285,0.036821,map,NA
13352,31221,7642,0.033733,0.006291,map,NA
13153,31262,7640,0.036431,0.002682,map,NA
12954,31302,7639,0.03715,0.008198,map,NA
12755,31343,7637,0.041278,0.011425,map,NA
14460,31035,7649,0.278022,0.017011,map,NA
14260,31075,7647,0.396295,0.029057,map,NA
13961,31134,7645,0.446969,0.018491,map,NA
13761,31174,7644,0.47826,0.043238,map,NA
13561,31214,7642,0.646725,0.064326,map,NA
13462,31234,7641,0.430976,0.05595,map,NA
13262,31274,7640,0.073009,0.01662,map,NA
13063,31314,7638,0.035043,0.007387,map,NA
12863,31354,7637,0.0385,0.010453,map,NA
12663,31393,7635,0.036531,0.002588,map,NA
15476,30878,7655,0.297296,0.014555,map,NA
15376,30897,7654,0.279809,0.017093,map,NA
15276,30917,7653,0.276786,0.027381,map,NA
15175,30936,7653,0.279346,0.021225,map,NA
15075,30956,7652,0.292556,0.016438,map,NA
14975,30975,7651,0.288419,0.037994,map,NA
14875,30995,7650,0.280074,0.023308,map,NA
14775,31014,7650,0.271068,0.017202,map,NA
14675,31034,7649,0.281619,0.029,map,NA
14574,31053,7648,0.294803,0.02255,map,NA
14374,31092,7647,0.276328,0.022923,map,NA
14174,31131,7645,0.378943,0.019192,map,NA
14074,31151,7645,0.362415,0.018847,map,NA
13873,31190,7643,0.406375,0.032097,map,NA
13673,31229,7642,0.408153,0.035554,map,NA
13373,31288,7640,0.686299,0.086482,map,NA
13172,31327,7638,0.47752,0.092981,map,NA
12972,31366,7637,0.081738,0.024982,map,NA
12772,31405,7635,0.035849,0.0064,map,NA
12571,31444,7634,0.040576,0.011643,map,NA
14490,31112,7646,0.270212,0.015464,map,NA
14289,31150,7645,0.307911,0.010506,map,NA
13987,31208,7643,0.306961,0.020323,map,NA
13786,31246,7641,0.422512,0.032563,map,NA
13585,31284,7640,0.364179,0.016965,map,NA
13485,31303,7639,0.387705,0.019848,map,NA
13284,31342,7638,0.417763,0.020185,map,NA
13083,31380,7636,0.583125,0.024048,map,NA
12882,31418,7635,0.110863,0.029479000000000002,map,NA
12681,31456,7633,0.035339,0.006085,map,NA
12480,31495,7632,0.040613,0.006892,map,NA
15313,31001,7651,0.29101900000000003,0.039353,map,NA
15212,31020,7650,0.291395,0.062917,map,NA
15111,31039,7649,0.313068,0.015858,map,NA
15010,31058,7648,0.314118,0.028306,map,NA
14909,31076,7648,0.284518,0.008786,map,NA
14809,31095,7647,0.289597,0.018081,map,NA
14708,31114,7646,0.263587,0.0174,map,NA
14607,31133,7646,0.274723,0.013015,map,NA
14405,31170,7644,0.261291,0.009461,map,NA
14203,31208,7643,0.310117,0.014291,map,NA
14102,31226,7642,0.339456,0.02177,map,NA
13901,31264,7641,0.316062,0.033042,map,NA
13699,31301,7639,0.368549,0.031484,map,NA
13396,31358,7637,0.382783,0.035792,map,NA
13195,31395,7636,0.349697,0.020419,map,NA
12993,31433,7635,0.536332,0.069796,map,NA
12791,31470,7633,0.41647,0.061022,map,NA
12589,31508,7632,0.039662,0.008506,map,NA
12388,31545,7630,0.046973,0.006392,map,NA
14523,31192,7644,0.295373,0.024383,map,NA
14320,31229,7642,0.280893,0.011346,map,NA
14017,31284,7640,0.322931,0.023544,map,NA
13814,31320,7639,0.333598,0.014868,map,NA
13612,31357,7638,0.336419,0.024646,map,NA
13510,31376,7637,0.328084,0.019726,map,NA
13308,31412,7636,0.341331,0.030681,map,NA
13106,31449,7634,0.302268,0.022842,map,NA
12903,31486,7633,0.466566,0.027329,map,NA
12701,31523,7631,0.588556,0.054232,map,NA
12498,31559,7630,0.040199,0.005521,map,NA
12296,31596,7629,0.039401,0.011293,map,NA
15353,31089,7648,0.277258,0.017411,map,NA
15156,31124,7647,0.27155,0.020098,map,NA
15057,31142,7646,0.310043,0.054602,map,NA
14959,31159,7645,0.295527,0.020491,map,NA
14860,31176,7645,0.277705,0.024533,map,NA
14761,31194,7644,0.292172,0.023666,map,NA
14663,31211,7643,0.284714,0.019792,map,NA
14564,31229,7643,0.271009,0.015777,map,NA
14466,31246,7642,0.298018,0.008611,map,NA
14367,31264,7641,0.273332,0.008534,map,NA
14268,31281,7641,0.261063,0.026335,map,NA
14170,31299,7640,0.282828,0.007328,map,NA
14071,31316,7639,0.307521,0.01977,map,NA
13973,31334,7639,0.333871,0.014075,map,NA
13874,31351,7638,0.365805,0.026963,map,NA
13775,31368,7637,0.317639,0.01516,map,NA
13677,31386,7637,0.351264,0.028235,map,NA
13578,31403,7636,0.334239,0.025033,map,NA
13480,31421,7635,0.326256,0.01915,map,NA
13381,31438,7635,0.318219,0.018702,map,NA
13282,31456,7634,0.350539,0.014371,map,NA
13184,31473,7633,0.347554,0.026651,map,NA
12987,31508,7632,0.284061,0.03409,map,NA
12789,31543,7631,0.467458,0.046554,map,NA
12592,31578,7630,0.566021,0.058059,map,NA
12395,31613,7628,0.127686,0.009557,map,NA
12198,31648,7627,0.039011,0.00581,map,NA
13095,31528,7632,0.325351,0.01478,map,NA
12897,31562,7630,0.270335,0.008932,map,NA
12700,31596,7629,0.437581,0.040587,map,NA
12502,31630,7628,0.536998,0.041047,map,NA
12304,31664,7626,0.345962,0.04752,map,NA
12106,31698,7625,0.073249,0.013877,map,NA
14993,31248,7642,0.311233,0.030263,map,NA
14894,31265,7642,0.303149,0.018299,map,NA
14794,31281,7641,0.278652,0.027544,map,NA
14695,31298,7641,0.267117,0.026175,map,NA
14596,31315,7640,0.291117,0.011308,map,NA
14496,31331,7639,0.273939,0.03131,map,NA
14397,31348,7639,0.27722,0.016849,map,NA
14298,31365,7638,0.290143,0.016692,map,NA
14199,31382,7637,0.256867,0.014719,map,NA
14099,31398,7637,0.281227,0.021486,map,NA
14000,31415,7636,0.286409,0.013165,map,NA
13901,31432,7635,0.307156,0.025742,map,NA
13801,31448,7635,0.37929,0.017041,map,NA
13702,31465,7634,0.292606,0.015433,map,NA
13603,31482,7634,0.316564,0.019728,map,NA
13503,31498,7633,0.318957,0.034683,map,NA
13404,31515,7632,0.313253,0.023955,map,NA
13305,31532,7632,0.302857,0.010928,map,NA
13206,31549,7631,0.317452,0.019914,map,NA
13007,31582,7630,0.315847,0.022717,map,NA
12808,31615,7629,0.275269,0.018939,map,NA
12610,31649,7627,0.427467,0.021533,map,NA
12411,31682,7626,0.525251,0.047215,map,NA
12212,31716,7625,0.692484,0.112295,map,NA
12014,31749,7623,0.262316,0.06467,map,NA
13118,31604,7629,0.320383,0.018847,map,NA
12918,31636,7628,0.290488,0.022467,map,NA
12719,31669,7627,0.304268,0.015061,map,NA
12520,31702,7625,0.474292,0.064461,map,NA
12321,31734,7624,0.448365,0.033618,map,NA
12121,31767,7623,0.556477,0.046702,map,NA
11922,31800,7622,0.366271,0.034916,map,NA
14930,31356,7639,0.281421,0.009977,map,NA
14830,31372,7638,0.275961,0.008027,map,NA
14730,31388,7638,0.299899,0.031932,map,NA
14630,31404,7637,0.267746,0.028591,map,NA
14530,31420,7636,0.278658,0.024505,map,NA
14430,31436,7636,0.292959,0.02599,map,NA
14330,31452,7635,0.307884,0.035519,map,NA
14230,31468,7635,0.303087,0.017134,map,NA
14130,31483,7634,0.254911,0.020045,map,NA
14030,31499,7633,0.262887,0.021429,map,NA
13930,31515,7633,0.279847,0.018528,map,NA
13830,31531,7632,0.321801,0.010537,map,NA
13730,31547,7632,0.394756,0.009874,map,NA
13630,31563,7631,0.316898,0.011005,map,NA
13530,31579,7630,0.335247,0.041324,map,NA
13430,31595,7630,0.308763,0.016458,map,NA
13330,31611,7629,0.312302,0.021005,map,NA
13230,31627,7629,0.318027,0.028218,map,NA
13030,31659,7627,0.304479,0.023149,map,NA
12830,31691,7626,0.252364,0.034133,map,NA
12630,31723,7625,0.310864,0.029647,map,NA
12430,31754,7624,0.464965,0.032143,map,NA
12230,31786,7623,0.386299,0.012643,map,NA
12030,31818,7621,0.464955,0.026656,map,NA
11830,31850,7620,0.221638,0.055139,map,NA
14947,31404,7637,0.310799,0.025167,map,NA
14847,31419,7637,0.261431,0.040857,map,NA
13141,31679,7627,0.313765,0.012944,map,NA
12940,31709,7626,0.276864,0.011411,map,NA
12739,31740,7624,0.250146,0.024093,map,NA
12539,31770,7623,0.300534,0.013395,map,NA
12338,31801,7622,0.410796,0.006903,map,NA
12137,31831,7621,0.389168,0.012959,map,NA
11936,31862,7620,0.470052,0.034615,map,NA
11736,31892,7619,0.195974,0.05716,map,NA
14864,31468,7635,0.341479,0.025212,map,NA
14763,31483,7635,0.292123,0.028215,map,NA
14663,31497,7634,0.261217,0.031387,map,NA
14562,31512,7634,0.262751,0.032778,map,NA
14461,31526,7633,0.287065,0.016922,map,NA
14360,31541,7632,0.280273,0.018909,map,NA
14260,31556,7632,0.291435,0.008477,map,NA
14159,31570,7631,0.311771,0.014491,map,NA
14058,31585,7631,0.272583,0.013002,map,NA
13958,31599,7630,0.284038,0.020431,map,NA
13857,31614,7630,0.26376,0.027288,map,NA
13756,31628,7629,0.308661,0.014225,map,NA
13656,31643,7629,0.387538,0.018066,map,NA
13555,31657,7628,0.300887,0.008459,map,NA
13454,31672,7627,0.329702,0.014356,map,NA
13353,31687,7627,0.30844,0.01086,map,NA
13253,31701,7626,0.309432,0.010116,map,NA
13051,31730,7625,0.329404,0.015824,map,NA
12850,31759,7624,0.259418,0.019844,map,NA
12648,31789,7623,0.252776,0.017461,map,NA
12447,31818,7622,0.355731,0.022523,map,NA
12246,31847,7621,0.355705,0.051084,map,NA
12044,31876,7619,0.377295,0.030534,map,NA
11843,31905,7618,0.512034,0.03929,map,NA
11641,31934,7617,0.197375,0.076653,map,NA
14781,31532,7633,0.277399,0.031549,map,NA
14680,31546,7633,0.323297,0.032313,map,NA
14579,31560,7632,0.27241,0.015827,map,NA
14478,31574,7632,0.271387,0.016829,map,NA
13164,31754,7624,0.312748,0.011334,map,NA
12962,31782,7623,0.292834,0.016669,map,NA
12760,31810,7622,0.265215,0.020888,map,NA
12558,31837,7621,0.29308,0.024491,map,NA
12356,31865,7620,0.400362,0.058702,map,NA
12153,31893,7619,0.337733,0.020123,map,NA
11951,31921,7618,0.349214,0.04133,map,NA
11749,31948,7617,0.450165,0.033083,map,NA
11547,31976,7616,0.227232,0.07115,map,NA
14698,31596,7631,0.357735,0.028184,map,NA
14597,31609,7631,0.325839,0.031563,map,NA
14495,31623,7630,0.258689,0.010714,map,NA
14394,31636,7629,0.282718,0.025855,map,NA
14292,31649,7629,0.287601,0.043868,map,NA
14191,31662,7628,0.295906,0.041509,map,NA
14090,31675,7628,0.280985,0.049141,map,NA
13988,31689,7627,0.275385,0.020033,map,NA
13887,31702,7627,0.288042,0.022298,map,NA
13785,31715,7626,0.285223,0.020551,map,NA
13684,31728,7626,0.296583,0.013348,map,NA
13582,31741,7625,0.344551,0.030626,map,NA
13481,31755,7625,0.326653,0.021195,map,NA
13380,31768,7624,0.330276,0.020838,map,NA
13278,31781,7624,0.318733,0.012151,map,NA
13075,31807,7623,0.333261,0.01764,map,NA
12873,31834,7622,0.277068,0.018335,map,NA
12670,31860,7621,0.25176,0.022192,map,NA
12467,31886,7620,0.276357,0.021825,map,NA
12264,31913,7619,0.433164,0.035512,map,NA
12061,31939,7617,0.360343,0.02805,map,NA
11858,31966,7616,0.358242,0.026533,map,NA
11656,31992,7615,0.437688,0.047139,map,NA
11453,32018,7614,0.380176,0.054795,map,NA
14513,31673,7628,0.284842,0.028648,map,NA
14411,31685,7628,0.280458,0.020707,map,NA
14310,31698,7627,0.248816,0.025183,map,NA
14208,31710,7627,0.287353,0.031305,map,NA
14106,31723,7626,0.300034,0.021389,map,NA
13190,31835,7622,0.281455,0.020946,map,NA
12987,31860,7621,0.325088,0.021891999999999998,map,NA
12783,31885,7620,0.278482,0.021064,map,NA
12580,31910,7619,0.262444,0.018449,map,NA
12376,31935,7618,0.273389,0.019607,map,NA
12173,31960,7617,0.398315,0.026704,map,NA
11969,31985,7616,0.349851,0.036698,map,NA
11766,32010,7615,0.35637,0.030382,map,NA
11562,32035,7614,0.455104,0.010993,map,NA
11359,32060,7613,0.408731,0.033263,map,NA
14430,31736,7626,0.298858,0.030376,map,NA
14328,31748,7626,0.286628,0.005433,map,NA
14226,31760,7625,0.276889,0.046426,map,NA
14124,31772,7625,0.250793,0.012251,map,NA
14021,31783,7624,0.288861,0.041607,map,NA
13919,31795,7624,0.266556,0.021945,map,NA
13817,31807,7623,0.281624,0.010582,map,NA
13715,31819,7623,0.298655,0.027404,map,NA
13613,31831,7622,0.294366,0.019932,map,NA
13511,31843,7622,0.343961,0.028009,map,NA
13409,31854,7622,0.30807,0.007676,map,NA
13307,31866,7621,0.356508,0.020066,map,NA
13102,31890,7620,0.300205,0.025323,map,NA
12898,31913,7619,0.313716,0.028331,map,NA
12694,31937,7618,0.286418,0.008929,map,NA
12490,31961,7617,0.266912,0.022545,map,NA
12285,31984,7616,0.352137,0.028196,map,NA
12081,32008,7615,0.330698,0.025888,map,NA
11877,32032,7614,0.339038,0.026963,map,NA
11673,32055,7613,0.352068,0.016579,map,NA
11468,32079,7612,0.429826,0.051688,map,NA
11264,32102,7611,0.406554,0.030015,map,NA
14349,31799,7624,0.322124,0.02529,map,NA
14250,31810,7624,0.3239,0.024326,map,NA
14150,31821,7623,0.269953,0.013598,map,NA
14051,31832,7623,0.265469,0.015573,map,NA
13951,31843,7622,0.23931,0.0143,map,NA
13852,31853,7622,0.255126,0.026398,map,NA
13752,31864,7622,0.275695,0.010145,map,NA
13653,31875,7621,0.300512,0.031905,map,NA
13553,31886,7621,0.275401,0.01391,map,NA
13454,31897,7620,0.324291,0.016288,map,NA
13354,31907,7620,0.304421,0.015101,map,NA
13254,31918,7619,0.335254,0.025174,map,NA
13155,31929,7619,0.329136,0.021336,map,NA
13055,31940,7618,0.320315,0.032645,map,NA
12956,31951,7618,0.3196,0.015539,map,NA
12856,31961,7618,0.304999,0.018573,map,NA
12757,31972,7617,0.295869,0.013544,map,NA
12657,31983,7617,0.270408,0.016973,map,NA
12558,31994,7616,0.237498,0.010109,map,NA
12458,32005,7616,0.25714,0.019877,map,NA
12359,32015,7615,0.278714,0.011177,map,NA
12160,32037,7614,0.449709,0.046359,map,NA
11960,32059,7614,0.317311,0.017766,map,NA
11761,32080,7613,0.325827,0.027068,map,NA
11562,32102,7612,0.413241,0.029768,map,NA
11363,32123,7611,0.352464,0.013729,map,NA
11164,32145,7610,0.464758,0.066741,map,NA
14366,31853,7623,0.363943,0.100137,map,NA
14266,31863,7622,0.31311,0.074061,map,NA
14166,31873,7622,0.316969,0.022522,map,NA
14066,31883,7621,0.312139,0.023261,map,NA
13966,31893,7621,0.260017,0.013149,map,NA
13867,31903,7620,0.242134,0.020861,map,NA
13767,31913,7620,0.271363,0.021513,map,NA
13667,31924,7620,0.286213,0.017499,map,NA
12268,32065,7614,0.284508,0.012008,map,NA
12069,32086,7613,0.336029,0.019951,map,NA
11869,32106,7612,0.336234,0.01992,map,NA
11669,32126,7611,0.331203,0.019773,map,NA
11469,32147,7610,0.490826,0.021443,map,NA
11270,32167,7609,0.348598,0.016341,map,NA
11070,32187,7609,0.464952,0.046631,map,NA
14183,31926,7620,0.30063,0.037445,map,NA
14083,31936,7620,0.301912,0.023298,map,NA
13982,31945,7619,0.32806,0.03712,map,NA
13882,31955,7619,0.286495,0.02688,map,NA
13782,31964,7618,0.224939,0.013826,map,NA
13682,31973,7618,0.254682,0.014438,map,NA
13581,31983,7618,0.242526,0.033031,map,NA
13481,31992,7617,0.286419,0.025695,map,NA
13381,32002,7617,0.328899,0.035127,map,NA
13281,32011,7616,0.316302,0.019827,map,NA
13180,32021,7616,0.366393,0.034942,map,NA
13080,32030,7616,0.344175,0.017156,map,NA
12980,32040,7615,0.312153,0.023085,map,NA
12880,32049,7615,0.307074,0.015324,map,NA
12780,32059,7614,0.313509,0.006731,map,NA
12679,32068,7614,0.274543,0.012104,map,NA
12579,32078,7614,0.264065,0.011738,map,NA
12479,32087,7613,0.262625,0.020299,map,NA
12379,32097,7613,0.251511,0.024874,map,NA
12178,32115,7612,0.324169,0.019783,map,NA
11978,32134,7611,0.310605,0.033515,map,NA
11777,32153,7610,0.31128,0.039801,map,NA
11577,32172,7610,0.304652,0.014329,map,NA
11376,32191,7609,0.358845,0.034547,map,NA
11176,32210,7608,0.325443,0.00886,map,NA
10975,32229,7607,0.334605,0.018071,map,NA
14099,31990,7618,0.342255,0.042665,map,NA
13999,31998,7618,0.30661,0.031497,map,NA
13898,32007,7617,0.34285,0.031667,map,NA
13798,32016,7617,0.309956,0.016831,map,NA
13697,32025,7616,0.27596,0.022825,map,NA
13597,32034,7616,0.28027,0.026162,map,NA
13496,32042,7616,0.27408,0.01451,map,NA
13395,32051,7615,0.340594,0.038753,map,NA
13295,32060,7615,0.292458,0.018407,map,NA
12289,32148,7611,0.292802,0.016616,map,NA
12088,32165,7610,0.381296,0.013578,map,NA
11887,32183,7610,0.341217,0.016925,map,NA
11686,32201,7609,0.319119,0.018222,map,NA
11485,32218,7608,0.471376,0.039724,map,NA
11283,32236,7607,0.410282,0.041112,map,NA
11082,32253,7606,0.307946,0.025987,map,NA
10881,32271,7606,0.321444,0.034675,map,NA
14117,32045,7616,0.43737,0.053601,map,NA
14016,32053,7616,0.377343,0.033787,map,NA
13915,32061,7615,0.310158,0.019158,map,NA
13814,32069,7615,0.294583,0.020249,map,NA
13713,32077,7615,0.319509,0.020011,map,NA
13612,32085,7614,0.303726,0.022501,map,NA
13512,32094,7614,0.29489,0.013422,map,NA
13411,32102,7614,0.282678,0.020627,map,NA
13310,32110,7613,0.355766,0.005497,map,NA
13209,32118,7613,0.304177,0.019879,map,NA
13108,32126,7613,0.355297,0.019945,map,NA
13007,32134,7612,0.34174,0.016983,map,NA
12906,32142,7612,0.299339,0.017958,map,NA
12805,32150,7611,0.313967,0.038274,map,NA
12704,32159,7611,0.306184,0.013159,map,NA
12603,32167,7611,0.294493,0.018924,map,NA
12502,32175,7610,0.265106,0.011001,map,NA
12401,32183,7610,0.254768,0.020813,map,NA
12200,32199,7609,0.271856,0.035805,map,NA
11998,32216,7609,0.369254,0.018501,map,NA
11796,32232,7608,0.340698,0.020461,map,NA
11594,32248,7607,0.277451,0.010351,map,NA
11392,32264,7606,0.438595,0.021088,map,NA
11190,32281,7606,0.327567,0.037866,map,NA
10989,32297,7605,0.325502,0.016263,map,NA
10787,32313,7604,0.437908,0.088045,map,NA
13933,32116,7614,0.332397,0.076651,map,NA
13831,32124,7613,0.308136,0.026885,map,NA
13730,32131,7613,0.288808,0.036129,map,NA
13629,32139,7613,0.265195,0.011058,map,NA
13528,32146,7612,0.309827,0.015141,map,NA
13426,32154,7612,0.330665,0.019371,map,NA
13325,32161,7612,0.367169,0.022808,map,NA
13224,32169,7611,0.318118,0.015897,map,NA
13123,32176,7611,0.321246,0.032644,map,NA
13021,32183,7611,0.354339,0.031812,map,NA
12920,32191,7610,0.348701,0.042272,map,NA
12313,32236,7608,0.288485,0.034376,map,NA
12110,32251,7608,0.290745,0.012343,map,NA
11908,32266,7607,0.320994,0.018943,map,NA
11705,32280,7606,0.303213,0.02784,map,NA
11503,32295,7606,0.297844,0.032691,map,NA
11300,32310,7605,0.423346,0.043744,map,NA
11098,32325,7604,0.302661,0.03118,map,NA
10895,32340,7604,0.35912,0.027925,map,NA
10693,32355,7603,0.435548,0.037791,map,NA
13849,32180,7612,0.329782,0.054501,map,NA
13748,32187,7611,0.269741,0.014749,map,NA
13646,32193,7611,0.27902,0.032101,map,NA
13545,32200,7611,0.308498,0.013264,map,NA
13443,32207,7610,0.317513,0.019728,map,NA
13341,32214,7610,0.370255,0.020427,map,NA
13240,32220,7610,0.477042,0.041965,map,NA
13138,32227,7609,0.372861,0.030094,map,NA
13037,32234,7609,0.357307,0.019791,map,NA
