y,x,z,mg_ca,st_dev,sample_mode,dist
9396,-357,8644,0.311885,0.030669,map,NA
9309,-298,8642,0.319813,0.018877,map,NA
9222,-239,8640,0.320431,0.030773,map,NA
9135,-179,8638,0.390579,0.019571,map,NA
9048,-120,8636,0.419034,0.013985,map,NA
10682,-1102,8669,0.289933,0.022024,map,NA
10595,-1044,8667,0.263473,0.028732,map,NA
10509,-985,8665,0.252098,0.019494,map,NA
10422,-927,8663,0.307784,0.031496,map,NA
10336,-869,8661,0.29545,0.020948,map,NA
10250,-810,8659,0.295214,0.029648,map,NA
10163,-752,8657,0.301905,0.024489,map,NA
10077,-694,8655,0.307905,0.020073,map,NA
9991,-635,8653,0.285679,0.012767,map,NA
9904,-577,8651,0.304494,0.024013,map,NA
9818,-519,8649,0.320843,0.019116,map,NA
9731,-460,8648,0.325972,0.017705,map,NA
9645,-402,8646,0.314062,0.023537,map,NA
9559,-343,8644,0.362324,0.020773,map,NA
9472,-285,8642,0.344423,0.031001,map,NA
9386,-227,8640,0.310803,0.031572,map,NA
9300,-168,8638,0.336266,0.017862,map,NA
9213,-110,8636,0.347957,0.021582,map,NA
9127,-52,8634,0.391764,0.030933,map,NA
10665,-958,8664,0.282247,0.013141,map,NA
10580,-901,8662,0.279036,0.010612,map,NA
10494,-844,8661,0.326611,0.013743,map,NA
10408,-786,8659,0.316767,0.030773,map,NA
10322,-729,8657,0.314544,0.028187,map,NA
10236,-672,8655,0.310491,0.025754,map,NA
10150,-614,8653,0.313224,0.019436,map,NA
10064,-557,8651,0.312547,0.024339,map,NA
9978,-500,8649,0.289802,0.020392,map,NA
9893,-442,8647,0.310404,0.026548,map,NA
9807,-385,8645,0.289641,0.011993,map,NA
9721,-328,8643,0.328549,0.026385,map,NA
9635,-270,8641,0.343781,0.012949,map,NA
9549,-213,8639,0.305619,0.006363,map,NA
9463,-156,8638,0.31121,0.023925,map,NA
9377,-98,8636,0.309449,0.028475,map,NA
9292,-41,8634,0.354998,0.018564,map,NA
9206,16,8632,0.427651,0.049131,map,NA
10736,-873,8662,0.300855,0.024537,map,NA
10650,-816,8660,0.297508,0.028037,map,NA
10565,-760,8658,0.277552,0.019159,map,NA
10480,-704,8656,0.300454,0.026227,map,NA
10394,-647,8654,0.327991,0.023304,map,NA
10309,-591,8652,0.298085,0.019625,map,NA
10224,-535,8650,0.305824,0.020851,map,NA
10138,-479,8649,0.28989,0.015899,map,NA
10053,-422,8647,0.288085,0.02826,map,NA
9967,-366,8645,0.304737,0.016527,map,NA
9882,-310,8643,0.289612,0.016598,map,NA
9797,-253,8641,0.311635,0.032718,map,NA
9711,-197,8639,0.312953,0.018025,map,NA
9626,-141,8637,0.306684,0.021703,map,NA
9541,-84,8635,0.321855,0.028585,map,NA
9455,-28,8633,0.302076,0.035595,map,NA
9370,28,8632,0.383369,0.025272,map,NA
9285,84,8630,0.401468,0.035615,map,NA
10809,-791,8659,0.327297,0.043514,map,NA
10724,-735,8657,0.321072,0.025522,map,NA
10639,-680,8655,0.293288,0.016011,map,NA
10554,-624,8654,0.312004,0.017474,map,NA
10469,-569,8652,0.314305,0.033779000000000003,map,NA
10384,-513,8650,0.30696,0.010895,map,NA
10299,-458,8648,0.31825,0.019269,map,NA
10214,-402,8646,0.315222,0.017396,map,NA
10129,-347,8644,0.289795,0.018494,map,NA
10044,-291,8642,0.301867,0.02556,map,NA
9959,-236,8641,0.308227,0.023442,map,NA
9874,-181,8639,0.321067,0.041861,map,NA
9789,-125,8637,0.32791,0.027717,map,NA
9704,-70,8635,0.28821,0.020205,map,NA
9619,-14,8633,0.30867,0.024552,map,NA
9534,41,8631,0.319467,0.011566,map,NA
9449,97,8629,0.331234,0.016135,map,NA
9364,152,8628,0.397213,0.019575,map,NA
10881,-709,8657,0.375182,0.024373,map,NA
10797,-654,8655,0.336602,0.018909,map,NA
10712,-599,8653,0.288711,0.026725,map,NA
10627,-545,8651,0.295245,0.01059,map,NA
10543,-490,8649,0.311909,0.02094,map,NA
10458,-435,8647,0.321742,0.028574,map,NA
10374,-381,8646,0.292254,0.015977,map,NA
10289,-326,8644,0.322078,0.021273,map,NA
10204,-272,8642,0.322082,0.013057,map,NA
10120,-217,8640,0.282324,0.009364,map,NA
10035,-162,8638,0.300616,0.017053,map,NA
9950,-108,8637,0.32309,0.015602,map,NA
9866,-53,8635,0.34002,0.018362,map,NA
9781,2,8633,0.290924,0.008957,map,NA
9696,56,8631,0.324214,0.031874,map,NA
9612,111,8629,0.333187,0.027849,map,NA
9527,166,8627,0.353784,0.042779,map,NA
9443,220,8626,0.410893,0.029789,map,NA
11038,-680,8656,0.373761,0.022549,map,NA
10950,-624,8654,0.385033,0.039427,map,NA
10861,-567,8652,0.342083,0.030367,map,NA
10772,-510,8650,0.289003,0.010165,map,NA
10683,-453,8648,0.298687,0.033228,map,NA
10594,-397,8646,0.309632,0.014634,map,NA
10505,-340,8644,0.343124,0.036587,map,NA
10416,-283,8643,0.31073,0.006173,map,NA
10327,-226,8641,0.320579,0.025742,map,NA
10238,-169,8639,0.282716,0.013679,map,NA
10149,-113,8637,0.290343,0.02199,map,NA
10060,-56,8635,0.294095,0.017407,map,NA
9971,1,8633,0.308351,0.022941,map,NA
9882,58,8631,0.326999,0.025288,map,NA
9793,115,8629,0.335211,0.016129,map,NA
9704,171,8627,0.320174,0.041009,map,NA
9615,228,8625,0.349593,0.039677,map,NA
9526,285,8624,0.417336,0.024773,map,NA
11022,-542,8651,0.383218,0.032731,map,NA
10934,-486,8650,0.356825,0.028096,map,NA
10845,-430,8648,0.319808,0.020255,map,NA
10757,-374,8646,0.302919,0.010554,map,NA
10668,-318,8644,0.303623,0.017245,map,NA
10580,-262,8642,0.302583,0.024147,map,NA
10491,-206,8640,0.314212,0.015387,map,NA
10402,-150,8638,0.302974,0.028787,map,NA
10314,-94,8636,0.300213,0.019917,map,NA
10225,-38,8635,0.282576,0.022386,map,NA
10137,17,8633,0.298022,0.026712,map,NA
10048,73,8631,0.308568,0.018133,map,NA
9960,129,8629,0.34697,0.019048,map,NA
9871,185,8627,0.313523,0.014339,map,NA
9782,241,8625,0.330798,0.024502,map,NA
9694,297,8623,0.343121,0.042172,map,NA
9605,353,8621,0.479917,0.037253,map,NA
11095,-460,8649,0.509827,0.019533,map,NA
11007,-405,8647,0.34114,0.024708,map,NA
10919,-350,8645,0.33045,0.024077,map,NA
10831,-295,8643,0.318544,0.01421,map,NA
10743,-240,8642,0.307029,0.019793,map,NA
10654,-185,8640,0.317978,0.019261,map,NA
10566,-130,8638,0.300858,0.016688,map,NA
10478,-74,8636,0.312231,0.036501,map,NA
10390,-19,8634,0.293741,0.020614,map,NA
10302,36,8632,0.278757,0.008225,map,NA
10213,91,8630,0.290433,0.028372,map,NA
10125,146,8629,0.32575,0.028566,map,NA
10037,201,8627,0.360621,0.016892,map,NA
9949,256,8625,0.322572,0.023648,map,NA
9861,311,8623,0.319471,0.038237,map,NA
9772,366,8621,0.372686,0.026342,map,NA
9684,421,8619,0.454195,0.056658,map,NA
11169,-379,8646,0.397735,0.039144,map,NA
11081,-325,8645,0.359261,0.044969,map,NA
10994,-272,8643,0.353791,0.049809,map,NA
10907,-219,8641,0.313294,0.020897,map,NA
10819,-166,8639,0.306796,0.028022,map,NA
10732,-112,8637,0.316887,0.015087,map,NA
10644,-59,8636,0.311682,0.016786,map,NA
10557,-6,8634,0.289076,0.017854,map,NA
10470,48,8632,0.315115,0.030027,map,NA
10382,101,8630,0.294623,0.013356,map,NA
10295,154,8629,0.322562,0.021079,map,NA
10208,208,8627,0.316065,0.02356,map,NA
10120,261,8625,0.347019,0.01535,map,NA
10033,314,8623,0.270762,0.019399,map,NA
9945,367,8621,0.328234,0.019634,map,NA
9858,421,8620,0.381617,0.009,map,NA
9771,474,8618,0.456716,0.044776,map,NA
11257,-320,8645,0.53248,0.070526,map,NA
11170,-267,8643,0.373475,0.019672,map,NA
11082,-214,8641,0.386296,0.012752,map,NA
10995,-161,8639,0.341342,0.03942,map,NA
10907,-108,8637,0.318947,0.024323,map,NA
10820,-55,8636,0.303813,0.013226,map,NA
10733,-3,8634,0.307717,0.017532,map,NA
10645,50,8632,0.310434,0.017262,map,NA
10558,103,8630,0.301019,0.028015,map,NA
10470,156,8629,0.308411,0.046895,map,NA
10383,209,8627,0.310079,0.029828,map,NA
10295,262,8625,0.319901,0.026947,map,NA
10208,315,8623,0.328851,0.020216,map,NA
10120,367,8622,0.277091,0.021559,map,NA
10033,420,8620,0.341765,0.026604,map,NA
9946,473,8618,0.347839,0.027442,map,NA
9858,526,8616,0.448987,0.043135,map,NA
11346,-260,8643,0.286924,0.018375,map,NA
11258,-208,8641,0.384522,0.007913,map,NA
11171,-156,8639,0.391204,0.018308,map,NA
11083,-103,8637,0.336496,0.020171,map,NA
10996,-51,8636,0.317859,0.03577,map,NA
10908,1,8634,0.304118,0.031622,map,NA
10821,54,8632,0.304813,0.009765,map,NA
10733,106,8630,0.326886,0.023895,map,NA
10646,159,8629,0.29688,0.031866,map,NA
10558,211,8627,0.300368,0.017838,map,NA
10471,263,8625,0.280248,0.022935,map,NA
10383,316,8623,0.303223,0.008974,map,NA
10296,368,8622,0.393453,0.035495,map,NA
10208,421,8620,0.320616,0.018068,map,NA
10121,473,8618,0.329678,0.028297,map,NA
10033,525,8616,0.356798,0.049159,map,NA
9946,578,8615,0.432774,0.031926,map,NA
11522,-253,8643,0.348732,0.054347,map,NA
11434,-201,8641,0.257116,0.023326,map,NA
11347,-149,8639,0.395802,0.031702,map,NA
11259,-97,8637,0.427033,0.038055,map,NA
11171,-46,8636,0.35976,0.023374,map,NA
11084,6,8634,0.329867,0.004037,map,NA
10996,58,8632,0.312205,0.020064,map,NA
10909,110,8631,0.306803,0.013913,map,NA
10821,162,8629,0.306324,0.02835,map,NA
10734,214,8627,0.301864,0.009652,map,NA
10646,266,8625,0.288545,0.02393,map,NA
10558,318,8624,0.286064,0.019864,map,NA
10471,370,8622,0.309513,0.021983,map,NA
10383,422,8620,0.344609,0.018229,map,NA
10296,474,8618,0.365031,0.00319,map,NA
10208,526,8617,0.330657,0.009528,map,NA
10121,578,8615,0.367604,0.016929,map,NA
10033,630,8613,0.457842,0.032638,map,NA
11523,-142,8639,0.303563,0.051119,map,NA
11435,-91,8637,0.283577,0.019872,map,NA
11347,-39,8636,0.380738,0.027604,map,NA
11260,12,8634,0.374537,0.050917,map,NA
11172,64,8632,0.374321,0.033304,map,NA
11085,115,8631,0.344842,0.031486,map,NA
10997,167,8629,0.298162,0.016091,map,NA
10909,218,8627,0.300074,0.019407,map,NA
10822,270,8625,0.308029,0.00948,map,NA
10734,321,8624,0.273049,0.01808,map,NA
10646,373,8622,0.298611,0.031379,map,NA
10559,424,8620,0.320841,0.020937,map,NA
10471,475,8618,0.323237,0.020027,map,NA
10383,527,8617,0.328215,0.020008,map,NA
10296,578,8615,0.303759,0.045786,map,NA
10208,630,8613,0.389131,0.011496,map,NA
10120,681,8612,0.374215,0.046123,map,NA
11611,-83,8637,0.308902,0.009618,map,NA
11524,-32,8636,0.260365,0.014713,map,NA
11436,19,8634,0.305831,0.028676,map,NA
11348,70,8632,0.389392,0.013191,map,NA
11260,121,8631,0.384542,0.030527,map,NA
11173,172,8629,0.350693,0.014741,map,NA
11085,223,8627,0.330493,0.029338,map,NA
10997,274,8625,0.290035,0.012718,map,NA
10910,325,8624,0.289503,0.026292,map,NA
10822,376,8622,0.309398,0.032859,map,NA
10734,427,8620,0.280966,0.016615,map,NA
10646,478,8619,0.29857,0.032583,map,NA
10559,529,8617,0.302733,0.024702000000000002,map,NA
10471,580,8615,0.345964,0.03169,map,NA
10383,631,8613,0.294586,0.034805,map,NA
10296,682,8612,0.397333,0.038716,map,NA
10208,733,8610,0.379799,0.02514,map,NA
11838,-83,8638,0.351663,0.021549,map,NA
11747,-32,8636,0.334668,0.027749,map,NA
11657,19,8634,0.345384,0.034162,map,NA
11566,70,8632,0.292208,0.022306,map,NA
11476,121,8631,0.329037,0.01744,map,NA
11385,172,8629,0.416001,0.025275,map,NA
11295,223,8627,0.408889,0.021734,map,NA
11204,274,8626,0.356758,0.031783,map,NA
11113,325,8624,0.340272,0.04062,map,NA
11023,376,8622,0.301819,0.01572,map,NA
10932,427,8620,0.283856,0.02358,map,NA
10842,478,8619,0.288239,0.011938,map,NA
10751,529,8617,0.293886,0.010326,map,NA
10660,580,8615,0.307724,0.019575,map,NA
10570,631,8614,0.351213,0.027054,map,NA
10479,682,8612,0.298906,0.033583,map,NA
10389,733,8610,0.35673,0.024606,map,NA
10298,784,8608,0.37547,0.037542,map,NA
11977,-32,8636,0.446936,0.038659,map,NA
11888,16,8635,0.353084,0.019811,map,NA
11800,65,8633,0.329136,0.017818,map,NA
11711,113,8631,0.341324,0.025203,map,NA
11623,161,8630,0.296412,0.015356,map,NA
11534,210,8628,0.313421,0.025603,map,NA
11446,258,8626,0.37335,0.037463,map,NA
11357,307,8625,0.350656,0.03115,map,NA
11269,355,8623,0.368023,0.029897,map,NA
11180,403,8621,0.354994,0.032471,map,NA
11092,452,8620,0.319465,0.0144,map,NA
11003,500,8618,0.29978900000000003,0.020622,map,NA
10915,548,8617,0.296951,0.022563,map,NA
10826,597,8615,0.276701,0.015546,map,NA
10738,645,8613,0.30078,0.022375,map,NA
10649,693,8612,0.388841,0.010803,map,NA
10560,742,8610,0.299569,0.020593,map,NA
10472,790,8608,0.355729,0.016704,map,NA
10383,838,8607,0.384148,0.034888,map,NA
11932,111,8632,0.370667,0.036713,map,NA
11841,160,8630,0.344539,0.035636,map,NA
11750,208,8628,0.331755,0.025185,map,NA
11658,257,8627,0.316143,0.023395,map,NA
11567,306,8625,0.317317,0.032776,map,NA
11476,354,8623,0.378485,0.023103,map,NA
11385,403,8622,0.361803,0.030155,map,NA
11294,452,8620,0.364452,0.038933,map,NA
11203,500,8618,0.313902,0.020097,map,NA
11111,549,8617,0.31123,0.011898,map,NA
11020,598,8615,0.289732,0.016656,map,NA
10929,646,8613,0.282071,0.028981,map,NA
10838,695,8612,0.292058,0.017312,map,NA
10747,744,8610,0.378009,0.018979,map,NA
10656,792,8609,0.362663,0.028365,map,NA
10565,841,8607,0.361544,0.034413,map,NA
10473,890,8605,0.397677,0.043183,map,NA
11980,203,8629,0.371649,0.026002,map,NA
11891,250,8627,0.34925,0.019678,map,NA
11802,296,8626,0.306378,0.036588,map,NA
11714,342,8624,0.337358,0.050281,map,NA
11625,388,8622,0.303223,0.01149,map,NA
11536,435,8621,0.413419,0.033182,map,NA
11447,481,8619,0.378207,0.019782,map,NA
11358,527,8618,0.352321,0.016213,map,NA
11269,573,8616,0.35021,0.021652,map,NA
11180,620,8615,0.321462,0.021768,map,NA
11092,666,8613,0.283919,0.027878,map,NA
11003,712,8611,0.308989,0.031459,map,NA
10914,758,8610,0.289115,0.037363,map,NA
10825,805,8608,0.372798,0.036984,map,NA
10736,851,8607,0.388056,0.025543,map,NA
10647,897,8605,0.384072,0.04111,map,NA
10558,943,8604,0.419297,0.052053,map,NA
12023,298,8626,0.329532,0.012903,map,NA
11932,344,8624,0.370176,0.015302,map,NA
11840,391,8623,0.330453,0.013783,map,NA
11748,437,8621,0.296677,0.023731,map,NA
11657,484,8619,0.278688,0.022608,map,NA
11565,530,8618,0.435762,0.041319,map,NA
11473,577,8616,0.399261,0.029128,map,NA
11382,623,8615,0.340516,0.026957,map,NA
11290,669,8613,0.336554,0.010154,map,NA
11198,716,8612,0.298542,0.034891,map,NA
11107,762,8610,0.305007,0.022675,map,NA
11015,809,8608,0.309039,0.031786,map,NA
10924,855,8607,0.322856,0.027532,map,NA
10832,902,8605,0.366776,0.020406,map,NA
10740,948,8604,0.3555,0.026469,map,NA
10649,994,8602,0.395193,0.032994,map,NA
12066,393,8623,0.382646,0.021617,map,NA
11971,439,8621,0.357509,0.03253,map,NA
11877,486,8620,0.354483,0.031128,map,NA
11782,533,8618,0.3158,0.026916,map,NA
11687,579,8616,0.314992,0.026513,map,NA
11592,626,8615,0.392299,0.048088,map,NA
11497,672,8613,0.361174,0.02323,map,NA
11403,719,8612,0.381674,0.024528,map,NA
11308,766,8610,0.309448,0.028744,map,NA
11213,812,8608,0.286752,0.015686,map,NA
11118,859,8607,0.301116,0.021185,map,NA
11023,906,8605,0.30785,0.022475,map,NA
10929,952,8604,0.368154,0.031634,map,NA
10834,999,8602,0.357409,0.025708,map,NA
10739,1046,8601,0.390198,0.035961,map,NA
12115,484,8620,0.368357,0.024326,map,NA
12023,528,8618,0.353936,0.033464,map,NA
11930,572,8617,0.361019,0.03369,map,NA
11838,616,8615,0.32514,0.015909,map,NA
11746,660,8614,0.310587,0.022101,map,NA
11654,704,8612,0.376011,0.019121,map,NA
11562,748,8611,0.455434,0.035357,map,NA
11469,792,8609,0.350969,0.014994,map,NA
11377,836,8608,0.319766,0.026991,map,NA
11285,880,8606,0.294996,0.019651,map,NA
11193,924,8605,0.322339,0.023041,map,NA
11100,968,8603,0.314884,0.019831,map,NA
11008,1012,8602,0.366535,0.014269,map,NA
10916,1056,8600,0.380162,0.025001,map,NA
10824,1100,8599,0.432095,0.004789,map,NA
12157,579,8617,0.386239,0.018744,map,NA
12062,623,8615,0.374806,0.050024,map,NA
11966,667,8614,0.367637,0.033534,map,NA
11871,711,8612,0.329855,0.016089,map,NA
11775,755,8611,0.293947,0.033007,map,NA
11679,799,8609,0.421145,0.02767,map,NA
11584,843,8608,0.396002,0.011238,map,NA
11488,887,8606,0.359597,0.026467,map,NA
11393,931,8605,0.30852,0.038561,map,NA
11297,975,8603,0.296216,0.028732,map,NA
11201,1019,8602,0.288361,0.027956,map,NA
11106,1063,8600,0.369524,0.022538,map,NA
11010,1107,8599,0.324432,0.013077,map,NA
10915,1151,8597,0.391291,0.057751,map,NA
12299,630,8615,0.357187,0.014475,map,NA
12206,671,8614,0.367898,0.015157,map,NA
12112,713,8613,0.372487,0.028554,map,NA
12019,755,8611,0.353408,0.015803,map,NA
11926,797,8610,0.330453,0.026158,map,NA
11832,839,8608,0.318866,0.03367,map,NA
11739,881,8607,0.305482,0.022941,map,NA
11646,923,8605,0.459979,0.059034,map,NA
11553,965,8604,0.35813,0.022985,map,NA
11459,1007,8603,0.337934,0.016501,map,NA
11366,1049,8601,0.281646,0.033098,map,NA
11273,1091,8600,0.286004,0.039273,map,NA
11179,1133,8598,0.412296,0.061643,map,NA
11086,1175,8597,0.374658,0.036464,map,NA
10993,1217,8595,0.35307500000000003,0.021178,map,NA
12247,767,8611,0.365112,0.020732,map,NA
12150,809,8610,0.366154,0.020863,map,NA
12052,852,8608,0.360124,0.026916,map,NA
11955,895,8607,0.33982,0.024208,map,NA
11858,938,8605,0.332516,0.037954,map,NA
11760,980,8604,0.372063,0.012254,map,NA
11662,1023,8602,0.3812,0.023045,map,NA
11565,1066,8601,0.348239,0.02815,map,NA
11468,1108,8599,0.292434,0.015824,map,NA
11370,1151,8598,0.313961,0.029275,map,NA
11272,1194,8596,0.390386,0.028184,map,NA
11175,1237,8595,0.392438,0.033858,map,NA
11078,1279,8593,0.221052,0.028491,map,NA
12296,859,8608,0.393319,0.039506,map,NA
12201,900,8607,0.353843,0.028307,map,NA
12106,940,8605,0.363723,0.033914,map,NA
12011,980,8604,0.333305,0.016139,map,NA
11916,1021,8603,0.314744,0.014068,map,NA
11821,1062,8601,0.340485,0.017592,map,NA
11726,1102,8600,0.451586,0.029556,map,NA
11631,1142,8598,0.378993,0.034441,map,NA
11536,1183,8597,0.330675,0.009661,map,NA
11441,1224,8596,0.303578,0.017257,map,NA
11346,1264,8594,0.415895,0.058261,map,NA
11251,1304,8593,0.41046,0.028886,map,NA
11156,1345,8591,0.06522,0.012142,map,NA
12344,951,8605,0.377332,0.034752,map,NA
12252,990,8604,0.379185,0.028629,map,NA
12159,1028,8603,0.353971,0.019698,map,NA
12067,1066,8601,0.334576,0.034232,map,NA
11974,1104,8600,0.317911,0.030495,map,NA
11882,1143,8599,0.305302,0.028452,map,NA
11789,1181,8597,0.370043,0.024021,map,NA
11696,1219,8596,0.367314,0.02155,map,NA
11604,1258,8595,0.315578,0.043524,map,NA
11511,1296,8593,0.318302,0.022561,map,NA
11419,1334,8592,0.409805,0.038669,map,NA
11326,1372,8591,0.406281,0.060403,map,NA
11234,1411,8589,0.051081,0.012823,map,NA
12389,1040,8602,0.393165,0.037554,map,NA
12292,1079,8601,0.349553,0.015365,map,NA
12195,1118,8600,0.355241,0.016246,map,NA
12097,1158,8598,0.304299,0.023586,map,NA
12000,1197,8597,0.328287,0.023364,map,NA
11903,1237,8596,0.349874,0.020331,map,NA
11805,1276,8594,0.426226,0.027883,map,NA
11708,1315,8593,0.369453,0.017654,map,NA
11611,1355,8592,0.292779,0.010721,map,NA
11513,1394,8590,0.411602,0.015679,map,NA
11416,1434,8589,0.199156,0.057176,map,NA
11319,1473,8588,0.042406,0.003697,map,NA
12441,1125,8600,0.344647,0.026432,map,NA
12346,1163,8598,0.383793,0.043411,map,NA
12251,1200,8597,0.353187,0.037712,map,NA
12156,1238,8596,0.346818,0.033053,map,NA
12062,1275,8595,0.305935,0.023917,map,NA
11967,1313,8593,0.333724,0.059531,map,NA
11872,1350,8592,0.42336,0.032268,map,NA
11777,1388,8591,0.379919,0.027636,map,NA
11682,1426,8589,0.302526,0.043072,map,NA
11587,1463,8588,0.375623,0.055537,map,NA
11492,1501,8587,0.049198,0.019026,map,NA
11397,1538,8586,0.051769,0.015695,map,NA
12586,1175,8598,0.31456,0.028956,map,NA
12486,1213,8597,0.319669,0.043053,map,NA
12385,1252,8596,0.377588,0.022315,map,NA
12285,1291,8594,0.36536,0.039581,map,NA
12185,1330,8593,0.344058,0.014122,map,NA
12084,1368,8592,0.317834,0.020223,map,NA
11984,1407,8590,0.362771,0.024387,map,NA
11884,1446,8589,0.402577,0.027629,map,NA
11784,1485,8588,0.35386,0.027474,map,NA
11683,1523,8586,0.40318,0.009786,map,NA
11583,1562,8585,0.051681,0.013941,map,NA
11483,1601,8584,0.058662,0.021355,map,NA
12538,1299,8594,0.356459,0.020139,map,NA
12440,1335,8593,0.358108,0.008483,map,NA
12342,1372,8592,0.368035,0.031472,map,NA
12245,1409,8590,0.375019,0.046084,map,NA
12147,1446,8589,0.322493,0.013564,map,NA
12049,1482,8588,0.354672,0.01044,map,NA
11952,1519,8587,0.456155,0.027318,map,NA
11854,1556,8585,0.338292,0.014392,map,NA
11756,1593,8584,0.383019,0.044483,map,NA
11658,1629,8583,0.050941,0.005407,map,NA
11561,1666,8582,0.043933,0.020686,map,NA
12590,1384,8592,0.351716,0.037286,map,NA
12495,1419,8590,0.360741,0.03901,map,NA
12400,1453,8589,0.349452,0.047631,map,NA
12304,1488,8588,0.382265,0.01716,map,NA
12209,1523,8587,0.327832,0.049606,map,NA
12114,1558,8586,0.342148,0.025767,map,NA
12019,1593,8584,0.368435,0.033377,map,NA
11924,1627,8583,0.385869,0.047157,map,NA
11829,1662,8582,0.243099,0.028881,map,NA
11734,1697,8581,0.049207,0.016471,map,NA
11639,1732,8580,0.052983,0.027667,map,NA
12677,1464,8589,0.347483,0.037954,map,NA
12582,1497,8588,0.326351,0.028181,map,NA
12486,1530,8587,0.378112,0.024734,map,NA
12390,1564,8586,0.360529,0.013795,map,NA
12294,1597,8585,0.351879,0.022691,map,NA
12199,1630,8583,0.319767,0.031277,map,NA
12103,1664,8582,0.422618,0.035133,map,NA
12007,1697,8581,0.3905,0.029125,map,NA
11911,1730,8580,0.390534,0.031492,map,NA
11816,1763,8579,0.045812,0.016294,map,NA
11720,1797,8578,0.047223,0.014514,map,NA
12764,1545,8587,0.349592,0.036876,map,NA
12667,1577,8586,0.368154,0.037131,map,NA
12570,1610,8584,0.353798,0.006357,map,NA
12473,1643,8583,0.365976,0.033329,map,NA
12376,1676,8582,0.387302,0.026677,map,NA
12279,1708,8581,0.331584,0.0312,map,NA
12181,1741,8580,0.439083,0.02574,map,NA
12084,1774,8579,0.418736,0.030481,map,NA
11987,1806,8578,0.237334,0.048249,map,NA
11890,1839,8576,0.038406,0.014244,map,NA
11793,1872,8575,0.045524,0.014665,map,NA
12851,1626,8584,0.331668,0.024192,map,NA
12753,1658,8583,0.336889,0.041002,map,NA
12654,1690,8582,0.337402,0.032393,map,NA
12556,1722,8581,0.373402,0.030321,map,NA
12457,1754,8580,0.377297,0.024724,map,NA
12358,1786,8579,0.359638,0.025243,map,NA
12260,1819,8577,0.389316,0.018189,map,NA
12161,1851,8576,0.441543,0.023536,map,NA
12063,1883,8575,0.195825,0.037624,map,NA
11964,1915,8574,0.045571,0.020002,map,NA
11866,1947,8573,0.040781,0.010298,map,NA
12938,1707,8582,0.314697,0.044138,map,NA
12838,1738,8581,0.350782,0.039566,map,NA
12738,1770,8579,0.367814,0.026211,map,NA
12638,1801,8578,0.369174,0.017343,map,NA
12538,1833,8577,0.37654,0.040656,map,NA
12438,1864,8576,0.360433,0.033128,map,NA
12338,1896,8575,0.354701,0.024386,map,NA
12238,1928,8574,0.41822,0.024702000000000002,map,NA
12139,1959,8573,0.239686,0.019231,map,NA
12039,1991,8572,0.034821,0.008302,map,NA
11939,2022,8571,0.052717,0.019018,map,NA
13033,1762,8580,0.286467,0.018965,map,NA
12931,1795,8579,0.309411,0.019284,map,NA
12829,1829,8578,0.340014,0.025247,map,NA
12727,1862,8577,0.33022,0.029394,map,NA
12625,1895,8575,0.368215,0.029169,map,NA
12523,1929,8574,0.378222,0.012669,map,NA
12421,1962,8573,0.349711,0.031963,map,NA
12319,1995,8572,0.395043,0.008697,map,NA
12217,2029,8571,0.357672,0.034877,map,NA
12114,2062,8570,0.04501,0.029381,map,NA
12012,2095,8568,0.033346,0.005112,map,NA
13136,1814,8578,0.322538,0.022071,map,NA
13040,1847,8577,0.314132,0.034035,map,NA
12944,1879,8576,0.319817,0.013727,map,NA
12848,1912,8575,0.359986,0.026416,map,NA
12752,1944,8574,0.344816,0.012773,map,NA
12655,1976,8573,0.379339,0.016982,map,NA
12559,2009,8572,0.402873,0.026434,map,NA
12463,2041,8571,0.344751,0.023741,map,NA
12367,2074,8569,0.398041,0.004845,map,NA
12271,2106,8568,0.208723,0.039902,map,NA
12174,2139,8567,0.038689,0.021543,map,NA
12078,2171,8566,0.035988,0.010694,map,NA
13232,1870,8577,0.314694,0.021832,map,NA
13134,1904,8576,0.33292,0.045324,map,NA
13035,1938,8574,0.300474,0.023276,map,NA
12937,1972,8573,0.32037,0.021098,map,NA
12839,2006,8572,0.320414,0.022677,map,NA
12741,2040,8571,0.358704,0.02933,map,NA
12643,2074,8570,0.383039,0.03057,map,NA
12544,2108,8569,0.36245,0.006842,map,NA
12446,2142,8567,0.390332,0.016797,map,NA
12348,2176,8566,0.371476,0.058377,map,NA
12250,2210,8565,0.041856,0.012915,map,NA
12152,2244,8564,0.041489,0.006833,map,NA
13327,1925,8575,0.319896,0.026952,map,NA
13227,1960,8574,0.305931,0.024916,map,NA
13127,1996,8573,0.330044,0.013296,map,NA
13027,2032,8571,0.327639,0.032479,map,NA
12926,2067,8570,0.354442,0.01577,map,NA
12826,2103,8569,0.369196,0.039844,map,NA
12726,2139,8568,0.394037,0.028242,map,NA
12626,2174,8566,0.390198,0.019008,map,NA
12526,2210,8565,0.456588,0.019438,map,NA
12426,2246,8564,0.421274,0.052951,map,NA
12325,2281,8563,0.031688,0.006743,map,NA
12225,2317,8562,0.053564,0.02704,map,NA
13430,1977,8574,0.332612,0.030518,map,NA
13335,2012,8572,0.354419,0.024811,map,NA
13240,2046,8571,0.312469,0.015845,map,NA
13145,2081,8570,0.299433,0.027036,map,NA
13050,2116,8569,0.309754,0.019398,map,NA
12956,2150,8568,0.37217,0.029462,map,NA
